Actor/EditorSuffix/GuideVisualQuadSplat,(Deprecated)=0
Actor/Name/PointDefenseDroneAttackLaunchSound,Point Defense Drone Attack Launch Sound=3150
Actor/Name/PointDefenseDronePlaceholderModel,Point Defense Drone Placeholder Model=3151
Actor/Name/PointDefenseDronePlacementModel,Point Defense Drone Placement Model=3152
Actor/Name/PointDefenseDroneRange,Point Defense Drone Range=3153
Actor/Name/PointDefenseDroneRelease,Point Defense Drone Release=3154
Actor/Name/PointDefenseDroneReleaseMissile,Point Defense Drone Release Missile=3155
Actor/Name/PointDefenseDroneWeaponRange,Point Defense Drone Weapon Range=3156
Actor/Name/PolygonBase,Polygon Base=3157
Actor/Name/PortZionBarrel,Deadman's Port Barrel=3158
Actor/Name/PortZionCompactor,Compactor=3159
Actor/Name/PortZionCrane,Deadman's Port Crane=3160
Actor/Name/PortZionCrusherDoodad,Crusher Doodad=3161
Actor/Name/PortZionDumpster,Deadman's Port Dumpster=3162
Actor/Name/PortZionGarbagePile,Deadman's Port Garbage Pile=3163
Actor/Name/PortZionGroundMix,Ground Mix=3164
Actor/Name/PortZionJunkPile,Junk Pile=3165
Actor/Name/PortZionScrapConveyorBelt,Deadman's Port Scrap Conveyor Belt=3166
Actor/Name/PortZionStorage,Deadman's Port Storage=3167
Actor/Name/PortZionTires,Deadman's Port Tires=3168
Actor/Name/PortZionTower,Deadman's Port Tower=3169
Actor/Name/PortZionTowerDestroyed,Deadman's Port Tower Destroyed=3170
Actor/Name/Power,Power=3171
Actor/Name/PowerCables,Power Cables=3172
Actor/Name/PowerLine,Power Line=3173
Actor/Name/PowerLow,Power Low=3174
Actor/Name/PowerVisualLow,Power Visual Low=3175
Actor/Name/Probe,Probe=3176
Actor/Name/ProbeAttack,Probe Attack=3177
Actor/Name/ProbeAttackBeam,Probe Attack Beam=3178
Actor/Name/ProbeAttackLaunch,Probe Attack Launch=3179
Actor/Name/ProtossBuilding,Protoss Building=3180
Actor/Name/ProtossBuildingBirth,Protoss Building Birth=3181
Actor/Name/ProtossBuildingBirthAddition,Protoss Building Birth Addition=3182
Actor/Name/ProtossBuildingBirthLarge,Protoss Building Birth Large=3183
Actor/Name/ProtossBuildingBirthSmall,Protoss Building Birth Small=3184
Actor/Name/ProtossBuildingFireLarge,Protoss Building Fire Large=3185
Actor/Name/ProtossBuildingFireMedium,Protoss Building Fire Medium=3186
Actor/Name/ProtossBuildingFireSmall,Protoss Building Fire Small=3187
Actor/Name/ProtossBuildingPowerUp,Protoss Building Power Up=3188
Actor/Name/ProtossBuildingStartSound,Protoss Building Start Sound=3189
Actor/Name/ProtossClanFlag,Protoss Clan Flag=3190
Actor/Name/ProtossClanFlagForward,Protoss Clan Flag Forward=3191
Actor/Name/ProtossClanFlagForwardOffset,Protoss Clan Flag Forward Offset=3192
Actor/Name/ProtossClanFlagRotation,Protoss Clan Flag Rotation=3193
Actor/Name/ProtossConstruction,Protoss Construction=3194
Actor/Name/ProtossConstructionAttached,Protoss Construction Attached=3195
Actor/Name/ProtossConstructionAttachedLarge,Protoss Construction Attached Large=3196
Actor/Name/ProtossConstructionAttachedSmall,Protoss Construction Attached Small=3197
Actor/Name/ProtossCursorSplat,Protoss Cursor Splat=3198
Actor/Name/ProtossEnergyLine,Protoss Energy Line (Blue)=3199
Actor/Name/ProtossEnergyLineOrange,Protoss Energy Line (Orange)=3200
Actor/Name/ProtossEnergyLineQuery,Protoss Energy Line Query=3201
Actor/Name/ProtossFlameLoopLarge,Protoss Flame Loop Large=3202
Actor/Name/ProtossFlameLoopMedium,Protoss Flame Loop Medium=3203
Actor/Name/ProtossFlameLoopSmall,Protoss Flame Loop Small=3204
Actor/Name/ProtossFlameModel,Protoss Flame Model=3205
Actor/Name/ProtossFlameSet,Protoss Flame Set=3206
Actor/Name/ProtossFlameSetFireLarge,Protoss Flame Set Fire Large=3207
Actor/Name/ProtossFlameSetFireMedium,Protoss Flame Set Fire Medium=3208
Actor/Name/ProtossFlameSetFireSmall,Protoss Flame Set Fire Small=3209
Actor/Name/ProtossFlameSetFireTransitionLarge,Protoss Flame Set Fire Transition Large=3210
Actor/Name/ProtossFlameSetFireTransitionMedium,Protoss Flame Set Fire Transition Medium=3211
Actor/Name/ProtossFlameSetFireTransitionSmall,Protoss Flame Set Fire Transition Small=3212
Actor/Name/ProtossFlameSetTransition,Protoss Flame Set Transition=3213
Actor/Name/ProtossFlameSound,Protoss Flame Sound=3214
Actor/Name/ProtossFlamesLargeBuilding,Protoss Flames Large Building=3215
Actor/Name/ProtossFlamesMediumBuilding,Protoss Flames Medium Building=3216
Actor/Name/ProtossFlamesSmallBuilding,Protoss Flames Small Building=3217
Actor/Name/ProtossHarvest,Protoss Harvest=3218
Actor/Name/ProtossPlayerTrophy,Protoss Player Trophy=3219
Actor/Name/ProtossPlayerTrophyForward,Protoss Player Trophy Forward=3220
Actor/Name/ProtossPlayerTrophyForwardOffset,Protoss Player Trophy Forward Offset=3221
Actor/Name/ProtossShieldBase,Protoss Shield Base=3222
Actor/Name/ProtossShieldFacer,Protoss Shield Facer=3223
Actor/Name/ProtossShieldFacerRipple,Protoss Shield Facer Ripple=3224
Actor/Name/ProtossShieldFull,Protoss Shield Full=3225
Actor/Name/ProtossShieldHeader,Protoss Shield Header=3226
Actor/Name/ProtossWarpIn,Protoss Warp In=3227
Actor/Name/Protoss_PowerDownLarge,Protoss_PowerDownLarge=3228
Actor/Name/Protoss_PowerDownSmall,Protoss_PowerDownSmall=3229
Actor/Name/Protoss_PowerUpLarge,Protoss_PowerUpLarge=3230
Actor/Name/Protoss_PowerUpSmall,Protoss_PowerUpSmall=3231
Actor/Name/PsiIndoctrinatorDoodad,Psi Indoctrinator=3232
Actor/Name/PsiStormCursorSplat,Psi Storm Cursor Splat=3233
Actor/Name/PsiStormRange,Psi Storm Range=3234
Actor/Name/Pylon,Pylon=3235
Actor/Name/PylonCrystalRotateTurret,Pylon Crystal Rotate Turret=3236
Actor/Name/PylonRingRotateTurret,Pylon Ring Rotate Turret=3237
Actor/Name/PylonSplat,Pylon Splat=3238
Actor/Name/Queen,Queen 1=3239
Actor/Name/Queen2Attack,Queen 2 Attack=3240
Actor/Name/Queen2AttackMissile,Queen 2 Attack Missile=3241
Actor/Name/QueenAttack,QueenAttack=3242
Actor/Name/QueenAttackMissile,Queen 1 Attack Missile=3243
Actor/Name/QueenBurrowedSplat,Queen Burrowed Splat=3244
Actor/Name/QueenCoopACGluescreenDummy,Queen=3245
Actor/Name/QueenSpawnLarvaLarvaBirthSound,Queen Spawn Larva Larva Birth Sound=3246
Actor/Name/QueenSpawnLarvaLarvaLandSound,Queen Spawn Larva Larva Land Sound=3247
Actor/Name/QueenSpawnLarvaLaunchSound,Queen Spawn Larva Launch Sound=3248
Actor/Name/Queen_Death,Queen_Death=3249
Actor/Name/QueueAnim,Queue Anim=3250
Actor/Name/QueueAnimAddon,Queue Anim Addon=3251
Actor/Name/QueueAnimB,Queue Anim B=3252
Actor/Name/QueueAnimC,Queue Anim C=3253
Actor/Name/RainEmitterLarge,Rain Emitter Large=3254
Actor/Name/RainEmitterMedium,Rain Emitter Medium=3255
Actor/Name/RainSprinkle,Rain Sprinkle=3256
Actor/Name/RallyPlaceSound,Rally Place Sound=3257
Actor/Name/RaptorACGluescreenDummy,Raptor=3258
Actor/Name/Raven,Raven=3259
Actor/Name/RavenSpellAnim,Raven Spell Anim=3260
Actor/Name/Reactor,Reactor=3261
Actor/Name/ReactorBuild,Reactor Build=3262
Actor/Name/ReactorSplat,Reactor Splat=3263
Actor/Name/Reaper,Reaper=3264
Actor/Name/ReaperAttack,Reaper Attack=3265
Actor/Name/ReaperD8Attack,Reaper D8 Attack=3266
Actor/Name/ReaperD8AttackMissile,Reaper D8 Attack Missile=3267
Actor/Name/ReaperJumpLandDownModel,Reaper Jump Land Down Model=3268
Actor/Name/ReaperJumpLandSound,Reaper Jump Land Sound=3269
Actor/Name/ReaperJumpLandUpModel,Reaper Jump Land Up Model=3270
Actor/Name/ReaperJumpLaunchModel,Reaper Jump Launch Model=3271
Actor/Name/ReaperJumpLaunchSound,Reaper Jump Launch Sound=3272
Actor/Name/ReaperPlaceholder,Reaper Placeholder=3273
Actor/Name/ReaverACGluescreenDummy,Reaver=3274
Actor/Name/RecallOpacity,Recall Opacity=3275
Actor/Name/RecalledImpact,Recalled Impact=3276
Actor/Name/RecalledImpactSound,Recalled Impact Sound=3277
Actor/Name/RecallingImpact,Recalling Impact=3278
Actor/Name/RecallingImpactSound,Recalling Impact Sound=3279
Actor/Name/RedstoneCurtain,Curtain (LOS BLOCKER)=3280
Actor/Name/RedstoneFlameGeyser,Flame Geyser=3281
Actor/Name/RedstoneLavaCritter,Redstone Lava Critter=3282
Actor/Name/RedstoneLavaCritterBurrowedSplat,Redstone Lava Critter Burrowed Splat=3283
Actor/Name/RedstoneLavaCritterInjured,Redstone Lava Critter Injured=3284
Actor/Name/RedstoneLavaCritterInjuredBurrowedSplat,Redstone Lava Critter Injured Burrowed Splat=3285
Actor/Name/RedstoneLavafall,Redstone Lavafall=3286
Actor/Name/RedstonePlant,Foliage=3287
Actor/Name/RedstoneRockSpires,Redstone Rock Spires=3288
Actor/Name/RedstoneRockSpiresNoBase,Redstone Rock Spires (No Base)=3289
Actor/Name/RedstoneTree,Tree - Redstone=3290
Actor/Name/Refinery,Refinery=3291
Actor/Name/RefineryBuild,Refinery Build=3292
Actor/Name/RefinerySplat,Refinery Splat=3293
Actor/Name/RepulserField10,Repulser Field (10)=3294
Actor/Name/RepulserField12,Repulser Field (12)=3295
Actor/Name/RepulserField6,Repulser Field (6)=3296
Actor/Name/RepulserField8,Repulser Field (8)=3297
Actor/Name/ResourceDropRange,Resource Drop Range=3298
Actor/Name/RetreatPingBeacon,RetreatPingBeacon=3299
Actor/Name/RichMineralField,Rich Mineral Field=3300
Actor/Name/RichVespeneGeyser,Rich Vespene Geyser=3301
Actor/Name/Roach,Roach=3302
Actor/Name/RoachAttack,Roach Attack=3303
Actor/Name/RoachAttackMissile,Attack Missile=3304
Actor/Name/RoachAttackStart,Roach Attack Start=3305
Actor/Name/RoachBurrowedSplat,Roach Burrowed Splat=3306
Actor/Name/RoachMeleeAttack,Roach Melee Attack=3307
Actor/Name/RoachWarren,Roach Warren=3308
Actor/Name/RoachWarrenBuild,Roach Warren Build=3309
Actor/Name/Roach_Death,Roach_Death=3310
Actor/Name/RoboticsBay,Robotics Bay=3311
Actor/Name/RoboticsFacility,Robotics Facility=3312
Actor/Name/RoboticsFacilitySplat,Robotics Facility Splat=3313
Actor/Name/RoboticsSupportBaySplat,Robotics Support Bay Splat=3314
Actor/Name/Rock,Rock=3315
Actor/Name/RockArch,Rock Arch=3316
Actor/Name/RockFormationLarge,Rock Formation Large=3317
Actor/Name/RockGiant,Rock (Giant)=3318
Actor/Name/RockLarge,Rock Large=3319
Actor/Name/RockSmall,Rock Small=3320
Actor/Name/RockTower,Rock (Tower)=3321
Actor/Name/RockVolcanicGiant,Rock Volcanic Giant=3322
Actor/Name/RockWaterfall,Rock (Waterfall)=3323
Actor/Name/Rocks2x2NonConjoined,Rocks=3324
Actor/Name/RooftopAC,Rooftop AC=3325
Actor/Name/RooftopACCreeped,Rooftop AC Creeped=3326
Actor/Name/RooftopEntrance,Rooftop Entrance=3327
Actor/Name/RooftopSolarPanels,Rooftop Solar Panels=3328
Actor/Name/Rubble,Rubble=3329
Actor/Name/RubbleBuilding,Rubble Building=3330
Actor/Name/RubbleWall45,Rubble Wall 45=3331
Actor/Name/RubbleWall90,Rubble Wall 90=3332
Actor/Name/RubbleWallCorner,Rubble Wall Corner=3333
Actor/Name/SCV,SCV=3334
Actor/Name/SCVAttack,SCV Attack=3335
Actor/Name/SCVAttackLaunch,SCV Attack Launch=3336
Actor/Name/SCVBuildSound,SCV Build Sound=3337
Actor/Name/SCVGatherSound,SCV Gather Sound=3338
Actor/Name/SCVRepairSound,SCV Repair Sound=3339
Actor/Name/SOpBankerBanshee,SOp Banker Banshee=3340
Actor/Name/SOpBankerBattlecruiser,SOp Banker Battlecruiser=3341
Actor/Name/SOpBankerBroodLord,SOp Banker Brood Lord=3342
Actor/Name/SOpBankerCarrier,SOp Banker Carrier=3343
Actor/Name/SOpBankerCorruptor,SOp Banker Corruptor=3344
Actor/Name/SOpBankerMedivac,SOp Banker Medivac=3345
Actor/Name/SOpBankerMutalisk,SOp Banker Mutalisk=3346
Actor/Name/SOpBankerPhoenix,SOp Banker Phoenix=3347
Actor/Name/SOpBankerProbe,SOp Banker Probe=3348
Actor/Name/SOpBankerRaven,SOp Banker Raven=3349
Actor/Name/SOpBankerSentry,SOp Banker Sentry=3350
Actor/Name/SOpBankerViking,SOp Banker Viking=3351
Actor/Name/SOpBankerVoidRay,SOp Banker Void Ray=3352
Actor/Name/SOpBankerwarpPrism,SOp Bankerwarp Prism=3353
Actor/Name/SOpMoveUpByDot2,SOp Move Up By Dot2=3354
Actor/Name/SalvagedTextAlly,Salvaged Text Ally=3355
Actor/Name/SalvagedTextEnemy,Salvaged Text Enemy=3356
Actor/Name/ScannerSweepCursorSplat,Scanner Sweep Cursor Splat=3357
Actor/Name/ScannerSweepModel,Scanner Sweep Model=3358
Actor/Name/ScannerSweepSound,Scanner Sweep Sound=3359
Actor/Name/ScannerSweepSoundOthers,Scanner Sweep Sound Others=3360
Actor/Name/Scantipede,Scantipede=3361
Actor/Name/ScienceVesselACGluescreenDummy,Science Vessel=3362
Actor/Name/ScopeTest,Scope Test=3363
Actor/Name/ScopeTestAttach1,Scope Test Attach1=3364
Actor/Name/ScopeTestAttach1Offset,Scope Test Attach1 Offset=3365
Actor/Name/ScopeTestAttach2,Scope Test Attach2=3366
Actor/Name/ScopeTestAttach2Offset,Scope Test Attach2 Offset=3367
Actor/Name/ScourgeACGluescreenDummy,Scourge=3368
Actor/Name/Searchlight,Searchlight=3369
Actor/Name/SecurityFenceDiagonal,Security Fence Diagonal=3370
Actor/Name/SecurityFenceStraight,Security Fence Straight=3371
Actor/Name/SensorTower,Sensor Tower=3372
Actor/Name/SensorTowerBuild,Sensor Tower Build=3373
Actor/Name/SensorTowerRadar,Sensor Tower Radar=3374
Actor/Name/SensorTowerSplat,Sensor Tower Splat=3375
Actor/Name/Sentry,Sentry=3376
Actor/Name/SentryACGluescreenDummy,Sentry=3377
Actor/Name/SentryAttack,Sentry Attack=3378
Actor/Name/SentryAttackBeam,Sentry Attack Beam=3379
Actor/Name/SentryAttackLoop,Sentry Attack Loop=3380
Actor/Name/SentryAttackStart,Sentry Attack Start=3381
Actor/Name/SentryAttackStop,Sentry Attack Stop=3382
Actor/Name/SentryForceFieldLaunch,Sentry Force Field Launch=3383
Actor/Name/SentryForceFieldSound,Sentry Force Field Sound=3384
Actor/Name/SentryPurifierACGluescreenDummy,Energizer=3385
Actor/Name/ShakurasArchonStatue,Temple Archon Statue=3386
Actor/Name/ShakurasArchway,Shakuras Archway=3387
Actor/Name/ShakurasBrush,Shakuras Brush=3388
Actor/Name/ShakurasCliffGapFiller,Shakuras Cliff Gap Filler=3389
Actor/Name/ShakurasCurtain,Curtain (LOS BLOCKER)=3390
Actor/Name/ShakurasDestructible1x1,Shakuras Destructible 1x 1=3391
Actor/Name/ShakurasDestructible1x2,Shakuras Destructible 1x 2=3392
Actor/Name/ShakurasDestructible2x2,Shakuras Destructible 2x 2=3393
Actor/Name/ShakurasDestructibleBabyL,Shakuras Destructible Baby L=3394
Actor/Name/ShakurasFoliage,Shakuras Foliage=3395
Actor/Name/ShakurasHexColumns,Shakuras Hex Column=3396
Actor/Name/ShakurasRockColumn,Shakuras Rock Column=3397
Actor/Name/ShakurasRuin,Ruin=3398
Actor/Name/ShakurasRuinDebris,Shakuras Ruin Debris=3399
Actor/Name/ShakurasShrub,Shrub=3400
Actor/Name/ShakurasTempleBuildings,Shakuras Temple Buildings=3401
Actor/Name/ShakurasTempleWall,Shakuras Temple Wall=3402
Actor/Name/ShakurasTempleWallDebris,Shakuras Temple Wall Debris=3403
Actor/Name/ShakurasTree,Tree - Shakuras=3404
Actor/Name/ShakurasVine,Vine=3405
Actor/Name/Shape4PointStar,Shape 4 Point Star=3406
Actor/Name/Shape5PointStar,Shape 5 Point Star=3407
Actor/Name/Shape6PointStar,Shape 6 Point Star=3408
Actor/Name/Shape8PointStar,Shape 8 Point Star=3409
Actor/Name/ShapeApple,Shape Apple=3410
Actor/Name/ShapeArrowPointer,Shape Arrow Pointer=3411
Actor/Name/ShapeBanana,Shape Banana=3412
Actor/Name/ShapeBaseball,Shape Baseball=3413
Actor/Name/ShapeBaseballBat,Shape Baseball Bat=3414
Actor/Name/ShapeBasketball,Shape Basketball=3415
Actor/Name/ShapeBowl,Shape Bowl=3416
Actor/Name/ShapeBox,Shape Box=3417
Actor/Name/ShapeCapsule,Shape Capsule=3418
Actor/Name/ShapeCarrot,Shape Carrot=3419
Actor/Name/ShapeCashLarge,Shape Cash Large=3420
Actor/Name/ShapeCashMedium,Shape Cash Medium=3421
Actor/Name/ShapeCashSmall,Shape Cash Small=3422
Actor/Name/ShapeCherry,Shape Cherry=3423
Actor/Name/ShapeCone,Shape Cone=3424
Actor/Name/ShapeCrescentMoon,Shape Crescent Moon=3425
Actor/Name/ShapeCube,Shape Cube=3426
Actor/Name/ShapeCylinder,Shape Cylinder=3427
Actor/Name/ShapeDecahedron,Shape Decahedron=3428
Actor/Name/ShapeDiamond,Shape Diamond=3429
Actor/Name/ShapeDodecahedron,Shape Dodecahedron=3430
Actor/Name/ShapeDollarSign,Shape Dollar Sign=3431
Actor/Name/ShapeEgg,Shape Egg=3432
Actor/Name/ShapeEuroSign,Shape Euro Sign=3433
Actor/Name/ShapeFootball,Shape Football=3434
Actor/Name/ShapeFootballColored,Shape Football Colored=3435
Actor/Name/ShapeGemstone,Shape Gemstone=3436
Actor/Name/ShapeGolfClub,Shape Golf Club=3437
Actor/Name/ShapeGolfball,Shape Golfball=3438
Actor/Name/ShapeGrape,Shape Grape=3439
Actor/Name/ShapeHand,Shape Hand=3440
Actor/Name/ShapeHeart,Shape Heart=3441
Actor/Name/ShapeHockeyPuck,Shape Hockey Puck=3442
Actor/Name/ShapeHockeyStick,Shape Hockey Stick=3443
Actor/Name/ShapeHorseshoe,Shape Horseshoe=3444
Actor/Name/ShapeIcosahedron,Shape Icosahedron=3445
Actor/Name/ShapeJack,Shape Jack=3446
Actor/Name/ShapeLemon,Shape Lemon=3447
Actor/Name/ShapeLemonSmall,Shape Lemon Small=3448
Actor/Name/ShapeMoneyBag,Shape Money Bag=3449
Actor/Name/ShapeO,Shape O=3450
Actor/Name/ShapeOctahedron,Shape Octahedron=3451
Actor/Name/ShapeOrange,Shape Orange=3452
Actor/Name/ShapeOrangeSmall,Shape Orange Small=3453
Actor/Name/ShapePeanut,Shape Peanut=3454
Actor/Name/ShapePear,Shape Pear=3455
Actor/Name/ShapePineapple,Shape Pineapple=3456
Actor/Name/ShapePlusSign,Shape Plus Sign=3457
Actor/Name/ShapePoundSign,Shape Pound Sign=3458
Actor/Name/ShapePyramid,Shape Pyramid=3459
Actor/Name/ShapeRainbow,Shape Rainbow=3460
Actor/Name/ShapeRoundedCube,Shape Rounded Cube=3461
Actor/Name/ShapeSadFace,Shape Sad Face=3462
Actor/Name/ShapeShamrock,Shape Shamrock=3463
Actor/Name/ShapeSmileyFace,Shape Smiley Face=3464
Actor/Name/ShapeSoccerball,Shape Soccerball=3465
Actor/Name/ShapeSpade,Shape Spade=3466
Actor/Name/ShapeSphere,Shape Sphere=3467
Actor/Name/ShapeStrawberry,Shape Strawberry=3468
Actor/Name/ShapeTennisball,Shape Tennisball=3469
Actor/Name/ShapeTetrahedron,Shape Tetrahedron=3470
Actor/Name/ShapeThickTorus,Shape Thick Torus=3471
Actor/Name/ShapeThinTorus,Shape Thin Torus=3472
Actor/Name/ShapeTorus,Shape Torus=3473
Actor/Name/ShapeTreasureChestClosed,Shape Treasure Chest Closed=3474
Actor/Name/ShapeTreasureChestOpen,Shape Treasure Chest Open=3475
Actor/Name/ShapeTube,Shape Tube=3476
Actor/Name/ShapeWatermelon,Shape Watermelon=3477
Actor/Name/ShapeWatermelonSmall,Shape Watermelon Small=3478
Actor/Name/ShapeWonSign,Shape Won Sign=3479
Actor/Name/ShapeX,Shape X=3480
Actor/Name/ShapeYenSign,Shape Yen Sign=3481
Actor/Name/Sheep,Sheep=3482
Actor/Name/ShieldAbsorbImmortalSound,Shield Absorb Immortal Sound=3483
Actor/Name/ShieldAbsorbImmortalViz,Shield Absorb Immortal Viz=3484
Actor/Name/ShieldBatteryACGluescreenDummy,Shield Battery=3485
Actor/Name/ShieldImpact,Shield Impact=3486
Actor/Name/ShortBridgeHorizontal,Short Bridge Horizontal=3487
Actor/Name/ShortBridgeVertical,Short Bridge Vertical=3488
Actor/Name/ShuttleTransportLoadModel,ShuttleTransport Load Model=3489
Actor/Name/ShuttleTransportLoadSound,ShuttleTransport Load Sound=3490
Actor/Name/ShuttleTransportUnloadModel,ShuttleTransport Unload Model=3491
Actor/Name/ShuttleTransportUnloadSound,ShuttleTransport Unload Sound=3492
Actor/Name/SiegeModeMorphModel,Siege Mode Morph Model=3493
Actor/Name/SiegeModeSound,Siege Mode Sound=3494
Actor/Name/SiegeTank,Siege Tank=3495
Actor/Name/SiegeTankACGluescreenDummy,Siege Tank=3496
Actor/Name/SiegeTankAttack,Siege Tank Attack=3497
Actor/Name/SiegeTankAttackDamageModel,Siege Tank Attack Damage Model=3498
Actor/Name/SiegeTankSieged,Siege Tank Sieged=3499
Actor/Name/SiegeTankSiegedAttack,Siege Tank Sieged Attack=3500
Actor/Name/SiegeTankSiegedAttackDirected,Siege Tank Sieged Attack Directed=3501
Actor/Name/SiegeTankSiegedRange,Siege Tank Sieged Range=3502
Actor/Name/SiegeTankSiegedTargetImpactFire,Siege Tank Sieged Target Impact Fire=3503
Actor/Name/SiegeTankSiegedTurret,Si Ta Sieged Turret=3504
Actor/Name/SiegeTankTurret,Si Ta Turret=3505
Actor/Name/SignsConstruction,Signs (Construction)=3506
Actor/Name/SignsDirectional,Signs (Directional)=3507
Actor/Name/SignsFunny,Signs (Funny)=3508
Actor/Name/SignsIcons,Signs (Icons)=3509
Actor/Name/SignsWarning,Signs (Warning)=3510
Actor/Name/SiphonAttack,Siphon Attack=3511
Actor/Name/SiphonAttackMissile,Siphon Attack Missile=3512
Actor/Name/SiphonLoop,Siphon Loop=3513
Actor/Name/SiphonRange,Siphon Range=3514
Actor/Name/SiphonTentacle,Siphon Tentacle=3515
Actor/Name/SiphonTentacleImpactHoldingSite,Siphon Tentacle Impact Holding Site=3516
Actor/Name/SiphonTentacleLaunchSite,Siphon Tentacle Launch Site=3517
Actor/Name/SiteOrbiter,Site Orbiter=3518
Actor/Name/SiteOrbiterDemo1,Site Orbiter Demo1=3519
Actor/Name/SiteOrbiterDemo2_1,Site Orbiter Demo2_1=3520
Actor/Name/SiteOrbiterDemo2_2,Site Orbiter Demo2_2=3521
Actor/Name/SiteOrbiterDemo3_1,Site Orbiter Demo3_1=3522
Actor/Name/SiteOrbiterDemo3_2,Site Orbiter Demo3_2=3523
Actor/Name/SiteOrbiterDemo3_3,Site Orbiter Demo3_3=3524
Actor/Name/SiteOrbiterDemo3_4,Site Orbiter Demo3_4=3525
Actor/Name/SiteOrbiterDemo4_1,Site Orbiter Demo4_1=3526
Actor/Name/SiteOrbiterDemo4_2,Site Orbiter Demo4_2=3527
Actor/Name/SiteOrbiterDemo4_3,Site Orbiter Demo4_3=3528
Actor/Name/SiteOrbiterDemo4_4,Site Orbiter Demo4_4=3529
Actor/Name/SiteOrbiterDemo4_5,Site Orbiter Demo4_5=3530
Actor/Name/SiteOrbiterDemo5,Site Orbiter Demo5=3531
Actor/Name/SiteOrbiterDemo6,Site Orbiter Demo6=3532
Actor/Name/SiteOrbiterDemo7_1,Site Orbiter Demo7_1=3533
Actor/Name/SiteOrbiterDemo7_2,Site Orbiter Demo7_2=3534
Actor/Name/SiteOrbiterDemo7_3,Site Orbiter Demo7_3=3535
Actor/Name/SmallBurrowDownEffects,Small Burrow Down Effects=3536
Actor/Name/SmallBurrowUpEffects,Small Burrow Up Effects=3537
Actor/Name/SmokeMedium,Smoke Medium=3538
Actor/Name/SmokePillarsTall,Smoke Pillars Tall=3539
Actor/Name/SpacePlatformArchwayLarge,Space Platform Archway Large=3540
Actor/Name/SpacePlatformAsteroidGiant,Space Platform Asteroid Giant=3541
Actor/Name/SpacePlatformBarrier,Space Platform Barrier=3542
