AUTHENTICATION_BETA_REGION,Beta=0
UI/CREDITS/ROLE_16395,Operations Team, Story & Franchise Development /// Operations Team, Story & Franchise Development=2711
UI/CREDITS/ROLE_16396,Video & Post Production, Creative /// Video & Post Production, Creative=2712
UI/CREDITS/ROLE_16397,Senior Casting & Voice Director /// Senior Casting & Voice Director=2713
UI/CREDITS/ROLE_16398,Supervising Sound Designer, Cinematics /// Supervising Sound Designer, Cinematics=2714
UI/CREDITS/ROLE_16399,Creative Development, Lore /// Creative Development, Lore=2715
UI/CREDITS/ROLE_16401,Creative Development, Editors /// Creative Development, Editors=2716
UI/CREDITS/ROLE_16402,Senior Vice President, Story & Franchise Development /// Senior Vice President, Story & Franchise Development=2717
UI/CREDITS/ROLE_16403,The Vault /// The Vault=2718
UI/CREDITS/ROLE_16404,Vice President, Story & Franchise Development /// Vice President, Story & Franchise Development=2719
UI/CREDITS/ROLE_16405,Director, Creative Development /// Director, Creative Development=2720
UI/CREDITS/ROLE_16406,Senior Vice President, Global Customer Service & Service Technologies /// Senior Vice President, Global Customer Service & Service Technologies=2721
UI/CREDITS/ROLE_16407,Senior Director, Customer Service Americas /// Senior Director, Customer Service Americas=2722
UI/CREDITS/ROLE_16408,Senior Manager Regional Planning and Support Services, Customer Service Americas /// Senior Manager Regional Planning and Support Services, Customer Service Americas=2723
UI/CREDITS/ROLE_16409,Vice President, Customer Service EU & Asia /// Vice President, Customer Service EU & Asia=2724
UI/CREDITS/ROLE_16410,Director of Service Delivery, Europe /// Director of Service Delivery, Europe=2725
UI/CREDITS/ROLE_16411,Customer Service Americas /// Customer Service Americas=2726
UI/CREDITS/ROLE_16412,Customer Service Korea /// Customer Service Korea=2727
UI/CREDITS/ROLE_16413,Group Management, Customer Service Americas /// Group Management, Customer Service Americas=2728
UI/CREDITS/ROLE_16414,Customer Service Europe /// Customer Service Europe=2729
UI/CREDITS/ROLE_16415,Regional Planning and Support Services Management, Customer Service Americas /// Regional Planning and Support Services Management, Customer Service Americas=2730
UI/CREDITS/ROLE_16416,Regional Planning and Support Services Team, Customer Support Americas /// Regional Planning and Support Services Team, Customer Support Americas=2731
UI/CREDITS/ROLE_16417,Learning and Development Team, Customer Service Americas /// Learning and Development Team, Customer Service Americas=2732
UI/CREDITS/ROLE_16418,Group Management, Customer Service Europe /// Group Management, Customer Service Europe=2733
UI/CREDITS/ROLE_16419,Regional Planning and Support Services Management, Customer Service Europe /// Regional Planning and Support Services Management, Customer Service Europe=2734
UI/CREDITS/ROLE_16420,Regional Planning and Support Services Team, Customer Service Europe /// Regional Planning and Support Services Team, Customer Service Europe=2735
UI/CREDITS/ROLE_16421,Learning and Development Team, Customer Service Europe /// Learning and Development Team, Customer Service Europe=2736
UI/CREDITS/ROLE_16423,Regional Planning and Support Services Manager, Customer Service Korea /// Regional Planning and Support Services Manager, Customer Service Korea=2737
UI/CREDITS/ROLE_16424,Regional Planning and Support Services Team, Customer Service Korea /// Regional Planning and Support Services Team, Customer Service Korea=2738
UI/CREDITS/ROLE_16425,Learning and Development Team, Customer Service Korea /// Learning and Development Team, Customer Service Korea=2739
UI/CREDITS/ROLE_16426,Customer Service Manager, Customer Service China /// Customer Service Manager, Customer Service China=2740
UI/CREDITS/ROLE_16427,Customer Service Operations Team, Customer Service China /// Customer Service Operations Team, Customer Service China=2741
UI/CREDITS/ROLE_16428,Director, Global Customer Service Operations /// Director, Global Customer Service Operations=2742
UI/CREDITS/ROLE_16429,Global Customer Service Operations Management /// Global Customer Service Operations Management=2743
UI/CREDITS/ROLE_16430,Global Customer Service Operations Team /// Global Customer Service Operations Team=2744
UI/CREDITS/ROLE_16431,Director, Service Technologies /// Director, Service Technologies=2745
UI/CREDITS/ROLE_16432,Service Technologies Team /// Service Technologies Team=2746
UI/CREDITS/ROLE_16433,Service Technologies Leadership /// Service Technologies Leadership=2747
UI/CREDITS/ROLE_16434, Service Technologies Management ///  Service Technologies Management=2748
UI/CREDITS/ROLE_16435, Customer Service & Service Technologies Admin Support and HQ Receptionists ///  Customer Service & Service Technologies Admin Support and HQ Receptionists=2749
UI/CREDITS/ROLE_16436,Customer Service Taiwan /// Customer Service Taiwan=2750
UI/CREDITS/ROLE_16437,Regional Planning and Support Services Team, Customer Service Taiwan /// Regional Planning and Support Services Team, Customer Service Taiwan=2751
UI/CREDITS/ROLE_16438,Regional Planning and Support Services Manager, Customer Service Taiwan /// Regional Planning and Support Services Manager, Customer Service Taiwan=2752
UI/CREDITS/ROLE_16439,Customer Service Operations Manager, Customer Service Taiwan /// Customer Service Operations Manager, Customer Service Taiwan=2753
UI/CREDITS/ROLE_16440,Senior Manager, Customer Service Korea /// Senior Manager, Customer Service Korea=2754
UI/CREDITS/ROLE_16441,Finance, Accounting, & Administration Team /// Finance, Accounting, & Administration Team=2755
UI/CREDITS/ROLE_16442,Finance Vice Presidents /// Finance Vice Presidents=2756
UI/CREDITS/ROLE_16443,Finance Directors /// Finance Directors=2757
UI/CREDITS/ROLE_16444,Vice President, Global Human Resources /// Vice President, Global Human Resources=2758
UI/CREDITS/ROLE_16445,Human Resources Team /// Human Resources Team=2759
UI/CREDITS/ROLE_16446,Senior Director, Talent & Organizational Development /// Senior Director, Talent & Organizational Development=2760
UI/CREDITS/ROLE_16447,Human Resources Directors /// Human Resources Directors=2761
UI/CREDITS/ROLE_16448,Global Rewards Team /// Global Rewards Team=2762
UI/CREDITS/ROLE_16449,Talent Acquisition Team /// Talent Acquisition Team=2763
UI/CREDITS/ROLE_16450,Talent & Organizational Development Team /// Talent & Organizational Development Team=2764
UI/CREDITS/ROLE_16451,Vice President, Talent Acquisition /// Vice President, Talent Acquisition=2765
UI/CREDITS/ROLE_16452,Human Resources Information Systems Team /// Human Resources Information Systems Team=2766
UI/CREDITS/ROLE_16453,Legal Team /// Legal Team=2767
UI/CREDITS/ROLE_16454,General Counsel /// General Counsel=2768
UI/CREDITS/ROLE_16455,Vice President, Global Quality Assurance & Localization  /// Vice President, Global Quality Assurance & Localization=2769
UI/CREDITS/ROLE_16456,Director, Operations /// Director, Operations=2770
UI/CREDITS/ROLE_16457,Business Management /// Business Management=2771
UI/CREDITS/ROLE_16458,Director, Global Localization /// Director, Global Localization=2772
UI/CREDITS/ROLE_16459,Localization Management /// Localization Management=2773
UI/CREDITS/ROLE_16460,Quality Assurance Management /// Quality Assurance Management=2774
UI/CREDITS/ROLE_16461,Operations Management /// Operations Management=2775
UI/CREDITS/ROLE_16462,Operations Team /// Operations Team=2776
UI/CREDITS/ROLE_16463,Localization QA Team /// Localization QA Team=2777
UI/CREDITS/ROLE_16464,Quality Assurance Team /// Quality Assurance Team=2778
UI/CREDITS/ROLE_16465,Localization and QA Regional Department Management /// Localization and QA Regional Department Management=2779
UI/CREDITS/ROLE_16466,Localization and QA Regional Directors /// Localization and QA Regional Directors=2780
UI/CREDITS/ROLE_16467,QA and Localization Administrative Support /// QA and Localization Administrative Support=2781
UI/CREDITS/ROLE_16468,Localization, Project Management /// Localization, Project Management=2782
UI/CREDITS/ROLE_16469,Localization Team /// Localization Team=2783
UI/CREDITS/ROLE_16470,Quality Assurance Directors /// Quality Assurance Directors=2784
UI/CREDITS/ROLE_16471,Localization, Audio-Visual /// Localization, Audio-Visual=2785
UI/CREDITS/ROLE_16472,Localization, Editing /// Localization, Editing=2786
UI/CREDITS/ROLE_16473,Localization Translation /// Localization Translation=2787
UI/CREDITS/ROLE_16474,Localization Specialists /// Localization Specialists=2788
UI/CREDITS/ROLE_16475,Vice President, Global Corporate Alliances & Business Development /// Vice President, Global Corporate Alliances & Business Development=2789
UI/CREDITS/ROLE_16476,Director, Corporate Alliances  /// Director, Corporate Alliances=2790
UI/CREDITS/ROLE_16477,Corporate Alliances Management /// Corporate Alliances Management=2791
UI/CREDITS/ROLE_16478,Corporate Alliances & Business Development Team /// Corporate Alliances & Business Development Team=2792
UI/CREDITS/ROLE_16480,Business Development Management /// Business Development Management=2793
UI/CREDITS/ROLE_16482,Regional Publishing Operations, Game Project Management  /// Regional Publishing Operations, Game Project Management=2794
UI/CREDITS/ROLE_16492,Regional Publishing Management /// Regional Publishing Management=2795
UI/CREDITS/ROLE_16493,Regional Publishing & Operations Management Administrative Support /// Regional Publishing & Operations Management Administrative Support=2796
UI/CREDITS/ROLE_16501,Additional Team Members /// Additional Team Members=2797
UI/CREDITS/ROLE_16502,President & Chief Executive Officer /// President & Chief Executive Officer=2798
UI/CREDITS/ROLE_16503,Executive Support /// Executive Support=2799
UI/CREDITS/ROLE_16504,Chief Development & Technology Officer /// Chief Development & Technology Officer=2800
UI/CREDITS/ROLE_16506,Executive Vice President, Corporate Operations /// Executive Vice President, Corporate Operations=2801
UI/CREDITS/ROLE_16507,Chief Operating Officer  /// Chief Operating Officer=2802
UI/CREDITS/ROLE_16508,Executive Vice President, Worldwide Regional Operations /// Executive Vice President, Worldwide Regional Operations=2803
UI/CREDITS/ROLE_16509,Chiefs of Staff /// Chiefs of Staff=2804
UI/CREDITS/ROLE_16510,Senior Vice President, Global Publishing /// Senior Vice President, Global Publishing=2805
UI/CREDITS/ROLE_16511,Public Relations Management /// Public Relations Management=2806
UI/CREDITS/ROLE_16512,Public Relations Team /// Public Relations Team=2807
UI/CREDITS/ROLE_16513,Community Team Management /// Community Team Management=2808
UI/CREDITS/ROLE_16514,Community Team /// Community Team=2809
UI/CREDITS/ROLE_16515,Marketing Management /// Marketing Management=2810
UI/CREDITS/ROLE_16516,Marketing Team /// Marketing Team=2811
UI/CREDITS/ROLE_16517,Public Relations Director /// Public Relations Director=2812
UI/CREDITS/ROLE_16518,Marketing Directors /// Marketing Directors=2813
UI/CREDITS/ROLE_16519,Sr. Director, Global Community and Publishing Operations /// Sr. Director, Global Community and Publishing Operations=2814
UI/CREDITS/ROLE_16520,Global Publishing Administrative Support /// Global Publishing Administrative Support=2815
UI/CREDITS/ROLE_16521,Events Director /// Events Director=2816
UI/CREDITS/ROLE_16522,Events Management /// Events Management=2817
UI/CREDITS/ROLE_16523,Events Team /// Events Team=2818
UI/CREDITS/ROLE_16526,Global Esports Team /// Global Esports Team=2819
UI/CREDITS/ROLE_16527,Esports Administrative Support /// Esports Administrative Support=2820
UI/CREDITS/ROLE_16528,Additional Team Members /// Additional Team Members=2821
UI/CREDITS/ROLE_16529,Esports Directors /// Esports Directors=2822
UI/CREDITS/ROLE_16530,Senior Global Director, Esports /// Senior Global Director, Esports=2823
UI/CREDITS/ROLE_16531,Web & Mobile Team Leadership  /// Web & Mobile Team Leadership=2824
UI/CREDITS/ROLE_16532,Director, Web & Mobile /// Director, Web & Mobile=2825
UI/CREDITS/ROLE_16534,Web & Mobile, Design /// Web & Mobile, Design=2826
UI/CREDITS/ROLE_16535,Web & Mobile, Program Management /// Web & Mobile, Program Management=2827
UI/CREDITS/ROLE_16536,Web & Mobile, Editorial /// Web & Mobile, Editorial=2828
UI/CREDITS/ROLE_16537,Web & Mobile, Engineering /// Web & Mobile, Engineering=2829
UI/CREDITS/ROLE_16538,Web & Mobile Group Managers /// Web & Mobile Group Managers=2830
UI/CREDITS/ROLE_16539,Web & Mobile, Administrative Support /// Web & Mobile, Administrative Support=2831
UI/CREDITS/ROLE_16540,Interns & Contractors /// Interns & Contractors=2832
UI/CREDITS/ROLE_16541,Data Engineering /// Data Engineering=2833
UI/CREDITS/ROLE_16543,Game Franchise Analytics /// Game Franchise Analytics=2834
UI/CREDITS/ROLE_16544,Blizzard Analytics /// Blizzard Analytics=2835
UI/CREDITS/ROLE_16545,Publishing Analytics /// Publishing Analytics=2836
UI/CREDITS/ROLE_16546,Software Engineering  /// Software Engineering=2837
UI/CREDITS/ROLE_16547,Senior Director, Global Purchasing & Facility Management /// Senior Director, Global Purchasing & Facility Management=2838
UI/CREDITS/ROLE_16548,Facilities & Purchasing Team /// Facilities & Purchasing Team=2839
UI/CREDITS/ROLE_16549,Facilities & Purchasing Management /// Facilities & Purchasing Management=2840
UI/CREDITS/ROLE_16550,Director, Engineering /// Director, Engineering=2841
UI/CREDITS/ROLE_16551,Director, Program Management and User Experience /// Director, Program Management and User Experience=2842
UI/CREDITS/ROLE_16552,Group Leadership /// Group Leadership=2843
UI/CREDITS/ROLE_16553,Team Leadership /// Team Leadership=2844
UI/CREDITS/ROLE_16554,Battle.net Engineering /// Battle.net Engineering=2845
UI/CREDITS/ROLE_16555,Battle.net User Experience /// Battle.net User Experience=2846
UI/CREDITS/ROLE_16556,Battle.net Administrative Support /// Battle.net Administrative Support=2847
UI/CREDITS/ROLE_16557,Battle.net Knowledge Management /// Battle.net Knowledge Management=2848
UI/CREDITS/ROLE_16558,Battle.net Program Management /// Battle.net Program Management=2849
UI/CREDITS/ROLE_16559,Senior Vice President, Global Technology Operations /// Senior Vice President, Global Technology Operations=2850
UI/CREDITS/ROLE_16560,Information Technology Department Management /// Information Technology Department Management=2851
UI/CREDITS/ROLE_16561,IT Administrative Support /// IT Administrative Support=2852
UI/CREDITS/ROLE_16562,Corporate Applications Management /// Corporate Applications Management=2853
UI/CREDITS/ROLE_16563,Corporate Applications Engineering /// Corporate Applications Engineering=2854
UI/CREDITS/ROLE_16564,Corporate Applications Product Design /// Corporate Applications Product Design=2855
UI/CREDITS/ROLE_16565,Corporate Applications Program Management /// Corporate Applications Program Management=2856
UI/CREDITS/ROLE_16567,Director, Information Systems /// Director, Information Systems=2857
UI/CREDITS/ROLE_16568,Information Systems Management /// Information Systems Management=2858
UI/CREDITS/ROLE_16569,Information Systems Administration /// Information Systems Administration=2859
UI/CREDITS/ROLE_16570,Information Systems Engineering /// Information Systems Engineering=2860
