AUTHENTICATION_BETA_REGION,Beta=0
UI/ToastFriendOnline,Se conecta un amigo /// Friend signs online=7935
UI/ToastFriendUpdate,Un amigo transmite un mensaje /// Friend updates broadcast=7936
UI/ToastNotificationPanel/CaisRested,您已在线进行了%hours%h的游戏，您的健康游戏时间还剩余%hoursRemaining%。届时您将无法在游戏中获得经验值及其它奖励，必须下线累计满5小时才能恢复正常状态。=7937
UI/ToastNotificationPanel/CaisTired,您的在线时间已经超过%hours%h%minutes%m，已进入疲劳游戏时间。为了您的健康，请尽快下线休息，做适当身体活动，合理安排学习生活。您已经无法在游戏中获得经验值及其它奖励，直到您的累计下线时间满5小时后才能恢复正常。=7938
UI/ToastNotificationPanel/CaisUnhealthy,您的在线时间已经超过%hours%h%minutes%m，已进入不健康游戏时间。为了您的健康，请立即下线休息。您已经无法在游戏中获得经验值及其它奖励，直到您的累计下线时间满5小时后才能恢复正常。=7939
UI/ToastNotificationPanel/InTournamentPortal,Tras reiniciar, tendrás que volver a apuntarte al torneo.=7940
UI/ToastNotifications,Habilitar notificaciones /// Enable Toast Notifications=7941
UI/ToastNotificationsTooltip,<c val="ffffff">Habilitar notificaciones:</c><n/>Muestra todas las notificaciones. /// <c val="ffffff">Enable Toast Notifications:</c><n/>Toggles the display of all toasts.=7942
UI/ToggleDisplayMode/Fullscreen,No se puede alternar el modo de visualización mientras estás en Pantalla completa=7943
UI/ToggleDisplayMode/Windowed,Se ha cambiado al modo Ventana=7944
UI/ToggleDisplayMode/WindowedFullscreen,Se ha cambiado al modo Ventana (pantalla completa)=7945
UI/ToggleTerrainTip,Activa o desactiva la vista del terreno del minimapa.<n/><k val="MinimapTerrain"/> /// Toggles the display of the minimap terrain.<n/><k val="MinimapTerrain"/>=7946
UI/Tooltip/AllianceButton,Haz clic izquierdo para activar o desactivar el menú de alianza. /// Left-click to toggle the alliance menu.=7947
UI/Tooltip/TeamResourceButton,Haz clic izquierdo para activar o desactivar el menú de intercambio de recursos. /// Left-click to toggle the resource trading menu.=7948
UI/Total,Total /// Total=7949
UI/TotalResources,Recursos /// Resources=7950
UI/TotalUnits,Unidades perdidas /// Units Lost=7951
UI/Total_Score,Puntuación total /// Total Score=7952
UI/Trade,Comerciar /// Trade=7953
UI/TradeEnabledIn_Colon,Intercambio de recursos<n/>habilitado en: /// Resource trading enabled in:=7954
UI/Training,Entrenando /// Training=7955
UI/TravelMissionCompleted,: Completado /// : Completed=7956
UI/TravelMissionObjectiveTitle,OBJETIVO DEL PLANETA: /// PLANETARY OBJECTIVE:=7957
UI/TravelMissionReward,RECOMPENSAS DEL PLANETA /// PLANETARY REWARDS=7958
UI/TravelMissionTitle,PLANETA: /// PLANET:=7959
UI/Ultra,Ultra /// Ultra=7960
UI/Unblock,Desbloquear /// Unblock=7961
UI/Undo,Deshacer /// Undo=7962
UI/UnitStatusAlways,Siempre /// Always=7963
UI/UnitStatusDamaged,Dañada /// Damaged=7964
UI/UnitStatusNormal,Normal /// Normal=7965
UI/UnitStatusSelected,Seleccionada /// Selected=7966
UI/UnitStatusTargeting,Objetivo /// Targeting=7967
UI/UnitStatus_Colon,Mostrar barras de vida de unidad: /// Show Unit Life Bars:=7968
UI/Units_Colon,Unidades /// Units:=7969
UI/Units_Control,<h/>Unidades /// <h/>Units=7970
UI/Universal,Universal /// Universal=7971
UI/Unknown,Desconocido /// Unknown=7972
UI/UnlockablePanel/ToolTip,<s val="StandardTooltipHeader">%title%</s><n/>%description%=7973
UI/Unlocks_Colon,Desbloquea: <sp/> /// Unlocks:=7974
UI/UnsavedTooltip,<n/>Este archivo puede ser eliminado en cualquier momento para hacer sitio para archivos nuevos. Haz clic en el botón "Guardar" para impedir que este archivo se pueda eliminar. /// <n/>This file may be deleted at any time to make room for new files. Click the 'Save' button to prevent this file from being deleted.=7975
UI/UpgradeNow,¡ACTUALIZAR AHORA! /// UPGRADE NOW!=7976
UI/UpgradeNow_Tooltip,Para visualizar este contenido se abrirá un navegador web /// Viewing this content will open a web browser=7977
UI/UpgradesAt_Colon,Mejora en: /// Upgrades At:=7978
UI/Upgrades_Colon,Mejoras: /// Upgrades:=7979
UI/Upgrading,Mejorando /// Upgrading=7980
UI/UserInterface,Interfaz de usuario /// User Interface=7981
UI/Vehicle,Vehículo /// Vehicle=7982
UI/Version,Versión /// Version=7983
UI/Version_Colon,Versión: /// Version:=7984
UI/VeterancyLevelMin,<c val="ff0000">Nivel de héroe requerido: %level%</c> /// <c val="ff0000">Requires Hero Level %level%</c>=7985
UI/VictoryMissionDifficultyEasy,(Dificultad fácil) /// (Easy Difficulty)=7986
UI/VictoryMissionDifficultyHard,(Dificultad avanzado) /// (Advanced Difficulty)=7987
UI/VictoryMissionDifficultyInsane,(Dificultad experto) /// (Expert Difficulty)=7988
UI/VictoryMissionDifficultyNormal,(Dificultad normal) /// (Normal Difficulty)=7989
UI/VictoryMissionDifficultyUnknown,(Dificultad desconocida) /// (Unknown Difficulty)=7990
UI/VictoryMissionTime_Colon,TIEMPO TRANSCURRIDO: /// ELAPSED TIME:=7991
UI/VictoryPanelAchievementHeading,LOGROS /// ACHIEVEMENTS=7992
UI/VictoryPanelContinue_Control,<h/>Continuar /// <h/>Continue=7993
UI/VictoryPanelMissionNameHeading,MISIÓN COMPLETADA: /// MISSION COMPLETED:=7994
UI/VictoryPanelMissionSummaryHeading,RESUMEN DE MISIÓN /// MISSION SUMMARY=7995
UI/VictoryPanelPlay_Again_Control,<h/>Volver a jugar=7996
UI/VictoryPanelRewardHeading,RECOMPENSA: /// REWARD:=7997
UI/VictoryPanelTimeHeading,TIEMPO TRANSCURRIDO /// ELAPSED TIME=7998
UI/VictoryPanelTimeNewAbility,¡Nuevo! /// New!=7999
UI/Video,Vídeo /// Video=8000
UI/VideoCapture,Captura de vídeo /// Video Capture=8001
UI/VideoOptionsInstructions,Puedes activar y desactivar la grabación de vídeo del juego pulsando CTRL+F11 mientras juegas o ves una repetición. Los vídeos se almacenan en formato Theora OGV en la carpeta de vídeos de StarCraft II de tu directorio de usuario. Grabar vídeos de alta calidad puede ralentizar considerablemente la partida.=8002
UI/VideoOptionsTooltips/AudioQuality,<c val="ffffff">Calidad de audio:</c><n/>Aumentar la calidad de audio proporcionará mayor fidelidad de audio pero el archivo final será mayor. /// <c val="ffffff">Audio Quality:</c><n/>Increasing audio quality will provide greater audio fidelity at a cost of larger video files.=8003
UI/VideoOptionsTooltips/FrameRate,<c val="ffffff">Imágenes por segundo:</c><n/>La tasa de imágenes por segundo hace referencia a la cantidad de imágenes que se graban cada segundo. Si seleccionas una tasa más alta la reproducción de vídeo será más suave, pero el archivo final será mayor. Las tasas más altas pueden ralentizar la experiencia de juego. /// <c val="ffffff">Framerate:</c><n/>Framerate refers to the number of frames recorded per second. A higher framerate will result in smoother video playback at a cost of larger video files. Recording at a higher framerate may slow down your game experience.=8004
UI/VideoOptionsTooltips/RecordAudioCheckbox,<c val="ffffff">Habilitar audio:</c><n/>Permite grabar audio con tu vídeo. /// <c val="ffffff">Enable Audio:</c><n/>Enables recording audio with your video.=8005
UI/VideoOptionsTooltips/RecordTriggers,<c val="ffffff">Grabar desde activadores:</c><n/>Activar esta opción te permitirá grabar vídeos desde los activadores de la partida. Los jugadores pueden crear mapas con activadores "Comenzar a grabar película" para facilitar la creación de películas. Desactiva esta opción si no quieres que se graben vídeos automáticamente en determinados mapas. /// <c val="ffffff">Record From Triggers:</c><n/>Enabling this option will allow you to record video from in-game triggers. Players can create maps with "MovieStartRecording" triggers to facilitate the creation of movies. Keep this option off if you do not want videos to automatically record on certain maps.=8006
UI/VideoOptionsTooltips/Resolution,<c val="ffffff">Resolución:</c><n/>Determina el tamaño del vídeo grabado en píxeles. Las resoluciones superiores tienen una calidad de imagen mucho mejor, pero tardan más en grabarse. Para obtener mejores resultados, usa una resolución que se corresponda con la relación de aspecto del juego. /// <c val="ffffff">Resolution:</c><n/>Determines the size in pixels of the recorded video. Higher resolutions have much better image quality, but they are slower to record. For best results, use a resolution that matches your game's aspect ratio.=8007
UI/VideoOptionsTooltips/SlowGame,<c val="ffffff">Ralentizar partida mientras se graba:</c><n/>Determina si el tiempo de la partida se ralentizará para ajustarse al descenso de rendimiento al grabar un vídeo. Así los vídeos serán mejores, pero no puede utilizarse en multijugador. Los vídeos grabados sin esta opción registrarán el descenso de imágenes por segundo, pero el sonido no se verá afectado. /// <c val="ffffff">Slow Game while Recording:</c><n/>Determines whether or not game time will slow down to adjust for the performance drop while recording video. This will result in better looking videos, but it cannot be used while participating in multiplayer games. Videos recorded with this option disabled will record the drop in framerate, but your audio will be unaffected.=8008
UI/VideoOptionsTooltips/VideoQuality,<c val="ffffff">Calidad de vídeo:</c><n/>Determina la cantidad de compresión utilizada para grabar tu vídeo. Si seleccionas una calidad de vídeo mayor, la imagen tendrá mejor calidad, pero el archivo final será mucho mayor. /// <c val="ffffff">Video Quality:</c><n/>Determines the amount of compression used when recording your video. Greater video quality will result in better image quality but much larger video files.=8009
UI/VideoQuality_Colon,Calidad de vídeo: /// Video Quality:=8010
UI/VideoResolution_Colon,Resolución: /// Resolution:=8011
UI/Video_Control,Grabación /// Recording=8012
UI/ViewHint,VER PISTA /// VIEW HINT=8013
UI/ViewReplay_Control,Ver repetición /// View Replay=8014
UI/View_Colon,Vista: /// View:=8015
UI/Vision,Visión /// Vision=8016
UI/Voice,Voz /// Voice=8017
UI/VoiceActivated,Activar por voz /// Voice Activated=8018
UI/VoiceChatControlPanel,Panel de control /// Control Panel=8019
UI/VoiceChatMicrophoneTestStart,Iniciar prueba /// Start Test=8020
UI/VoiceChatMicrophoneTestStop,Detener prueba /// Stop Test=8021
UI/VoiceChatMode_Colon,Modo de chat de voz: /// Voice Chat Mode:=8022
UI/VoiceChatOutputVolume_Colon,Volumen de salida del chat de voz: /// Voice Chat Output Volume:=8023
UI/VoiceChatPTTWait,Pulsa cualquier tecla /// Press any key=8024
UI/VoiceOptionsTooltips/AGC,<c val="ffffff">Control de volumen de micrófono automático:</c><n/>Controla el micrófono automáticamente, lo que ajustará los niveles de sonido de salida para mantener un volumen constante.<n/><n/><c val="ff0000">Nota: Esto cambiará los ajustes de micrófono del sistema operativo. Afectará a las demás aplicaciones que utilicen el micrófono mientras StarCraft II se está ejecutando.</c>=8025
UI/VoiceOptionsTooltips/ActivatedSensitivity,<c val="ffffff">Sensibilidad de activación del micrófono:</c><n/>Determina lo alto que tienes que hablar para activar el chat de voz. Disminuye este valor si la respiración y otros sonidos irrelevantes activan tu chat de voz. /// <c val="ffffff">Microphone Activation Sensitivity:</c><n/>Determines how loudly you must speak before voice chat is activated. Keep this lower if breathing and other incidental sounds are triggering voice chat.=8026
UI/VoiceOptionsTooltips/ChatVolume,<c val="ffffff">Volumen de salida del chat de voz:</c><n/>Determina a qué volumen se escucha el chat de voz. /// <c val="ffffff">Voice Chat Output Volume:</c><n/>Determines how loudly voice chat plays back.=8027
UI/VoiceOptionsTooltips/FadeMusicVolume,<c val="ffffff">Nivel de fundido de la música:</c><n/>Determina a qué volumen se debería reproducir la música cuando alguien habla. /// <c val="ffffff">Fade Music Level:</c><n/>This determines the level that music should play while someone is speaking.=8028
UI/VoiceOptionsTooltips/FadeSoundVolume,<c val="ffffff">Nivel de fundido del sonido:</c><n/>Determina el volumen de los sonidos de la partida mientras alguien habla. Cámbialo si te cuesta oír a otras personas o si los sonidos de tu partida se graban cuando hablas. /// <c val="ffffff">Fade Sound Level:</c><n/>This determines the level that game sounds should play while someone is speaking. Use this if you are having trouble hearing other people over gameplay or if your game sounds are recorded while speaking.=8029
UI/VoiceOptionsTooltips/InputDevice,<c val="ffffff">Periférico de entrada:</c><n/>Selecciona el micrófono o los auriculares con micrófono para el chat de voz. /// <c val="ffffff">Input Device:</c><n/>Selects the microphone or headset used for voice chat.=8030
UI/VoiceOptionsTooltips/Microphone,<c val="ffffff">Habilitar voz:</c><n/>Permite participar en el chat de voz durante la partida. Debes tener un periférico de entrada como un micrófono, unos auriculares con micrófono o un micrófono integrado. /// <c val="ffffff">Enable Talking:</c><n/>Enables the ability to participate in voice chat during gameplay. You must have an input device such as a microphone, headset, or built-in microphone.=8031
UI/VoiceOptionsTooltips/MicrophoneBoost,<c val="ffffff">Potenciar micrófono:</c><n/>Aumenta la potencia de un micrófono tradicional. Puede ocasionar distorsión con los auriculares con micrófono o micrófonos USB. El potenciado no es compatible con todos los periféricos de entrada. /// <c val="ffffff">Microphone Boost:</c><n/>Increases the power of a traditional microphone. This may cause distortion with USB headsets or microphones. Not all input devices support boost.=8032
UI/VoiceOptionsTooltips/MicrophoneHardware,<c val="ffffff">Silenciar micrófono del SO:</c><n/>Activa el estado de silencio del micrófono en el SO.<n/><n/><c val="ff0000">Nota: Afectará a las demás aplicaciones y permanecerá activo aunque StarCraft II no se esté ejecutando.</c>=8033
UI/VoiceOptionsTooltips/MicrophoneTest,<c val="ffffff">Prueba de micrófono:</c><n/>Activa la prueba de micrófono. Mientras esté en marcha se escuchará la voz dirigida al micrófono a través del periférico de salida elegido. /// <c val="ffffff">Microphone Test:</c><n/>Toggle the microphone test. While enabled, all voice spoken through the microphone will play back through the selected voice output device.=8034
UI/VoiceOptionsTooltips/MicrophoneVolume,<c val="ffffff">Volumen del micrófono:</c><n/>Determina el volumen en el que se graba el audio. Auméntalo si los demás no te oyen bien. Se desactiva si se usa la opción Autom. /// <c val="ffffff">Microphone Volume:</c><n/>Determines how loudly audio is recorded. Increase this if others have a hard time hearing you. Disabled if Auto setting is being used.=8035
UI/VoiceOptionsTooltips/Mode,<c val="ffffff">Modo de chat de voz:</c><n/>Determina cómo se activa tu micrófono. Activar por voz activará el chat automáticamente cuando hables. Pulsar para hablar requiere que mantengas pulsada una tecla mientras hablas. /// <c val="ffffff">Voice Chat Mode:</c><n/>Determines how your microphone is activated. Voice Activated will automatically activate chat when you speak. Push-to-Talk requires you to hold a button while speaking.=8036
UI/VoiceOptionsTooltips/OutputDevice,<c val="ffffff">Periférico de salida:</c><n/>Selecciona los altavoces o auriculares usados para el chat de voz. No es necesario que el chat de voz utilice el mismo periférico que el juego. /// <c val="ffffff">Output Device:</c><n/>Selects the speakers or headphones used to play back voice chat. Voice chat does not need to play through the same device as the game.=8037
UI/VoiceOptionsTooltips/PTTHotkey,<c val="ffffff">Tecla de Pulsar para hablar:</c><n/>Determina qué tecla se usa para activar el chat de voz. Presiona el botón y después la tecla que desees utilizar para cambiar este valor. /// <c val="ffffff">Push-to-Talk Key:</c><n/>Determines the key used to activate voice chat. Press the button then the key you want to use to change this value.=8038
UI/VoiceOptionsTooltips/PTTSound,<c val="ffffff">Sonido de Pulsar para hablar:</c><n/>Cuando esté habilitado, se escuchará un pequeño repique cuando pulses tu tecla de Pulsar para hablar. /// <c val="ffffff">Push-to-Talk Sound:</c><n/>When enabled, a small chime will play when you press or release your Push-to-Talk key.=8039
