AUTHENTICATION_BETA_REGION,Beta /// Beta=0
UI/CREDITS/ROLE_8223,Operaciones internacionales, Gestión del proyecto del juego  /// International Operations, Game Project Management=3509
UI/CREDITS/ROLE_8224,Director general de América Latina /// Managing Director, Latin America=3510
UI/CREDITS/ROLE_8225,Director general de Australia y Nueva Zelanda /// Managing Director, Australia and New Zealand=3511
UI/CREDITS/ROLE_8226,Director de operaciones de Sudeste Asiático /// Director of Operations, South East Asia=3512
UI/CREDITS/ROLE_8227,Director general de Taiwán /// Managing Director, Taiwan=3513
UI/CREDITS/ROLE_8229,Vicepresidente y director general de China /// Vice President & Managing Director, China=3514
UI/CREDITS/ROLE_8230,Director de operaciones de Corea /// Director of Operations, Korea=3515
UI/CREDITS/ROLE_8231,Vicepresidente y director general de Asia /// Vice President & Managing Director, Asia=3516
UI/CREDITS/ROLE_8232,Vicepresidente y director general de Europa /// Vice President & Managing Director, Europe=3517
UI/CREDITS/ROLE_8233,Director de operaciones de Europa /// Director of Operations, Europe=3518
UI/CREDITS/ROLE_8234,Presidente y director ejecutivo /// President & Chief Executive Officer=3519
UI/CREDITS/ROLE_8235,Asistencia ejecutiva /// Executive Support=3520
UI/CREDITS/ROLE_8236,Director de desarrollo /// Chief Development Officer=3521
UI/CREDITS/ROLE_8237,Director de tecnología /// Chief Technology Officer=3522
UI/CREDITS/ROLE_8238,Vicepresidente ejecutivo de operaciones corporativas /// Executive Vice President of Corporate Operations=3523
UI/CREDITS/ROLE_8239,Director de finanzas /// Chief Financial Officer=3524
UI/CREDITS/ROLE_8241,Vicepresidente ejecutivo de gestión internacional y atención al cliente /// Executive Vice President of International & Customer Service Management=3525
UI/CREDITS/ROLE_8244,Vicepresidente de marketing integral global /// Vice President, Global Integrated Marketing=3526
UI/CREDITS/ROLE_8245,Vicepresidente de ventas globales /// Vice President, Global Sales=3527
UI/CREDITS/ROLE_8246,Vicepresidente de comunicaciones globales /// Vice President, Global Communications=3528
UI/CREDITS/ROLE_8247,Vicepresidente ejecutivo de marketing global /// Executive Vice President, Global Marketing=3529
UI/CREDITS/ROLE_8248,Gestión de relaciones públicas /// Public Relations Management=3530
UI/CREDITS/ROLE_8249,Equipo de relaciones públicas /// Public Relations Team=3531
UI/CREDITS/ROLE_8250,Gestión de la comunidad /// Community Management=3532
UI/CREDITS/ROLE_8251,Equipo de la comunidad /// Community Team=3533
UI/CREDITS/ROLE_8252,Gestión de marketing /// Marketing Management=3534
UI/CREDITS/ROLE_8253,Equipo de marketing /// Marketing Team=3535
UI/CREDITS/ROLE_8254,Directores de relaciones públicas /// Public Relations Directors=3536
UI/CREDITS/ROLE_8255,Directores creativos /// Creative Directors=3537
UI/CREDITS/ROLE_8256,Directores de marketing /// Marketing Directors=3538
UI/CREDITS/ROLE_8257,Directores de la comunidad /// Community Directors=3539
UI/CREDITS/ROLE_8258,Director de planificación y estrategia comercial /// Business Strategy & Planning Director=3540
UI/CREDITS/ROLE_8259,Vicepresidente de marketing de Asia /// Vice President, Asia Marketing=3541
UI/CREDITS/ROLE_8260,Equipo de eSports global /// Global eSports Team=3542
UI/CREDITS/ROLE_8261,Gerente senior /// Senior Manager=3543
UI/CREDITS/ROLE_8262,Gerentes de eSports universitario y amateur /// Collegiate and Amateur eSports Managers=3544
UI/CREDITS/ROLE_8263,Equipo de eSports universitario y amateur /// Collegiate and Amateur eSports Team=3545
UI/CREDITS/ROLE_8264,Liderazgo del equipo web y móvil  /// Web & Mobile Team Leadership=3546
UI/CREDITS/ROLE_8265,Director web y móvil /// Director of Web & Mobile=3547
UI/CREDITS/ROLE_8267,Diseño web y móvil /// Web & Mobile Design=3548
UI/CREDITS/ROLE_8268,Gestión de programas web y móvil /// Web & Mobile Program Management=3549
UI/CREDITS/ROLE_8269,Editorial web y móvil /// Web & Mobile Editorial=3550
UI/CREDITS/ROLE_8270,Ingenieros de web y móvil /// Web & Mobile Engineers=3551
UI/CREDITS/ROLE_8271,Gerentes de grupos web y móvil /// Web & Mobile Group Managers=3552
UI/CREDITS/ROLE_8272,Archivo de la bóveda /// Vault Archiving=3553
UI/CREDITS/ROLE_8273,Curaduría de la bóveda /// Vault Curation=3554
UI/CREDITS/ROLE_8274,Producción de la bóveda /// Vault Production=3555
UI/CREDITS/ROLE_8275,Pasantes y contratistas /// Interns & Contractors=3556
UI/CREDITS/ROLE_8276,Director senior de inteligencia y riesgos empresariales /// Senior Director, Business Intelligence & Risk=3557
UI/CREDITS/ROLE_8278,Gestión de inteligencia empresarial /// Business Intelligence Management=3558
UI/CREDITS/ROLE_8279,Gestión del equipo de riesgos /// Risk Team Management=3559
UI/CREDITS/ROLE_8280,Ingenieros /// Engineers=3560
UI/CREDITS/ROLE_8281,Analistas /// Analysts=3561
UI/CREDITS/ROLE_8282,Gestión de programas /// Program Management=3562
UI/CREDITS/ROLE_8283,Director senior de gestión global de compras e instalaciones /// Senior Director, Global Purchasing & Facility Management=3563
UI/CREDITS/ROLE_8284,Equipo de instalaciones y compras /// Facilities & Purchasing Team=3564
UI/CREDITS/ROLE_8285,Gestión de instalaciones y compras /// Facilities & Purchasing Management=3565
UI/CREDITS/ROLE_8286,Vicepresidente de tecnología, estrategia y planificación /// Vice President of Technology, Strategy, & Planning=3566
UI/CREDITS/ROLE_8287,Ingeniería /// Engineering=3567
UI/CREDITS/ROLE_8288,Producción /// Production=3568
UI/CREDITS/ROLE_8289,Director de ingeniería /// Director, Engineering=3569
UI/CREDITS/ROLE_8290,Director de gestión de proyectos /// Director, Program Management=3570
UI/CREDITS/ROLE_8291,Liderazgo grupal /// Group Leadership=3571
UI/CREDITS/ROLE_8292,Liderazgo de equipo /// Team Leadership=3572
UI/CREDITS/ROLE_8293,Ingeniería de Battle.net /// Battle.net Engineering=3573
UI/CREDITS/ROLE_8294,Experiencia del usuario de Battle.net /// Battle.net User Experience=3574
UI/CREDITS/ROLE_8295,Asistencia administrativa de Battle.net /// Battle.net Administrative Support=3575
UI/CREDITS/ROLE_8296,Gestión de conocimientos de Battle.net /// Battle.net Knowledge Management=3576
UI/CREDITS/ROLE_8297,Gestión de proyectos de Battle.net /// Battle.net Program Management=3577
UI/CREDITS/ROLE_8300,Vicepresidente senior de operaciones de tecnología globales /// Senior Vice President, Global Technology Operations=3578
UI/CREDITS/ROLE_8301,Vicepresidente de TI global /// Vice President, Global IT=3579
UI/CREDITS/ROLE_8302,Gestión del departamento de tecnología de la información /// Information Technology Department Management=3580
UI/CREDITS/ROLE_8303,Asistencia administrativa de TI /// IT Administrative Support=3581
UI/CREDITS/ROLE_8304,Director de seguridad global /// Director, Global Security=3582
UI/CREDITS/ROLE_8305,Ingeniería de seguridad /// Security Engineering=3583
UI/CREDITS/ROLE_8306,Gestión de seguridad /// Security Management=3584
UI/CREDITS/ROLE_8307,Analistas de seguridad /// Security Analysts=3585
UI/CREDITS/ROLE_8308,Administración de seguridad /// Security Administration=3586
UI/CREDITS/ROLE_8310,Gerente senior de estrategia y planificación /// Senior Manager, Strategy & Planning=3587
UI/CREDITS/ROLE_8311,Redacción técnica /// Technical Writing=3588
UI/CREDITS/ROLE_8312,Analistas estratégicos y de planificación /// Strategy & Planning Analysts=3589
UI/CREDITS/ROLE_8313,Ingeniería de sistemas informáticos /// Information Systems Engineering=3590
UI/CREDITS/ROLE_8314,Técnicos de sistemas informáticos /// Information Systems Technicians=3591
UI/CREDITS/ROLE_8315,Gestión de sistemas informáticos /// Information Systems Management=3592
UI/CREDITS/ROLE_8317,Administración de sistemas informáticos /// Information Systems Administration=3593
UI/CREDITS/ROLE_8318,Gerente senior de sistemas informáticos /// Senior Manager, Information Systems=3594
UI/CREDITS/ROLE_8319,Director de ingeniería de servicios /// Director, Service Engineering=3595
UI/CREDITS/ROLE_8320,Ingenieros de servicios /// Service Engineers=3596
UI/CREDITS/ROLE_8322,Director de ingeniería de infraestructura /// Director, Infrastructure Engineering=3597
UI/CREDITS/ROLE_8323,Gestión de centro de datos /// Data Center Management=3598
UI/CREDITS/ROLE_8324,Ingeniería de infraestructura /// Infrastructure Engineering=3599
UI/CREDITS/ROLE_8325,Gestión de ingeniería de infraestructura /// Infrastructure Engineering Management=3600
UI/CREDITS/ROLE_8326,Administración de infraestructura /// Infrastructure Administration=3601
UI/CREDITS/ROLE_8327,Técnicos de infraestructura /// Infrastructure Technicians=3602
UI/CREDITS/ROLE_8328,Gerente senior de centro de operaciones /// Senior Manager, Operations Center=3603
UI/CREDITS/ROLE_8329,Ingeniería de procesos /// Process Engineering=3604
UI/CREDITS/ROLE_8330,Ingeniería de software /// Software Engineering=3605
UI/CREDITS/ROLE_8331,Administración de sistemas /// System Administration=3606
UI/CREDITS/ROLE_8332,Gestión de aplicaciones corporativas /// Operations Center Management=3607
UI/CREDITS/ROLE_8333,Director de gestión de proyectos /// Director, Program Management=3608
UI/CREDITS/ROLE_8334,Gestión de programas /// Program Management=3609
UI/CREDITS/ROLE_8335,Administradores de base de datos /// Database Administrators=3610
UI/CREDITS/ROLE_8337,Director de administración de base de datos /// Director, Database Administration=3611
UI/CREDITS/ROLE_8338,Director de inteligencia de servicios /// Director, Service Intelligence=3612
UI/CREDITS/ROLE_8339,Gerente de servicios /// Service Manager=3613
UI/CREDITS/ROLE_8340,Analista del proyecto /// Project Analyst=3614
UI/CREDITS/ROLE_8341,Diseño de aplicaciones corporativas /// Corporate Applications Design=3615
UI/CREDITS/ROLE_8342,Ingeniería de aplicaciones corporativas /// Corporate Applications Engineering=3616
UI/CREDITS/ROLE_8343,Director de aplicaciones corporativas /// Director, Corporate Applications=3617
UI/CREDITS/ROLE_8345,Producción de aplicaciones corporativas /// Corporate Applications Production=3618
UI/CREDITS/ROLE_8346,Gestión de aplicaciones corporativas /// Corporate Applications Management=3619
UI/CREDITS/ROLE_8347,Analistas de aplicaciones corporativas /// Corporate Applications Analysts=3620
UI/CREDITS/ROLE_8349,Asistencia administrativa web y móvil /// Web & Mobile Administrative Support=3621
UI/CREDITS/ROLE_8350,Vicepresidente de relaciones públicas y comunicaciones de Europa /// Vice President of Public Relations and Communications, Europe=3622
UI/CREDITS/ROLE_8352,Gestión de operaciones regional /// Regional Operations Management=3623
UI/CREDITS/ROLE_8353,Vicepresidente y director ejecutivo de Corea /// Vice President and Managing Director, Korea=3624
UI/CREDITS/SECTION_170,DESARROLLO DE TECNOLOGÍA Y ASISTENCIA DE PRODUCTOS /// TECHNOLOGY DEVELOPMENT AND PRODUCT SUPPORT=3625
UI/CREDITS/SECTION_171,EQUIPO DE DESARROLLO DE BLIZZARD /// BLIZZARD DEVELOPMENT FAMILY=3626
UI/CREDITS/SECTION_172,CRÉDITOS DE TERCEROS /// THIRD PARTY CREDITS=3627
UI/CREDITS/SECTION_173,AGRADECIMIENTOS ESPECIALES /// SPECIAL THANKS=3628
UI/CREDITS/SECTION_194,DESARROLLO DE TECNOLOGÍA Y ASISTENCIA DE PRODUCTOS /// TECHNOLOGY DEVELOPMENT AND PRODUCT SUPPORT=3629
UI/CREDITS/SECTION_195,EQUIPO DE DESARROLLO DE BLIZZARD /// BLIZZARD DEVELOPMENT FAMILY=3630
UI/CREDITS/SECTION_197,AGRADECIMIENTOS ESPECIALES /// SPECIAL THANKS=3631
UI/CREDITS/SECTION_272,DESARROLLO DE TECNOLOGÍA Y ASISTENCIA DE PRODUCTOS /// TECHNOLOGY DEVELOPMENT AND PRODUCT SUPPORT=3632
UI/CREDITS/SECTION_273,EQUIPO DE DESARROLLO DE BLIZZARD /// BLIZZARD DEVELOPMENT FAMILY=3633
UI/CREDITS/SECTION_274,CRÉDITOS DE TERCEROS /// THIRD PARTY CREDITS=3634
UI/CREDITS/SECTION_275,AGRADECIMIENTOS ESPECIALES /// SPECIAL THANKS=3635
UI/CREDITS/SECTION_368,DESARROLLO DE TECNOLOGÍA Y ASISTENCIA DE PRODUCTOS /// TECHNOLOGY DEVELOPMENT AND PRODUCT SUPPORT=3636
UI/CREDITS/SECTION_369,EQUIPO DE DESARROLLO DE BLIZZARD /// BLIZZARD DEVELOPMENT FAMILY=3637
UI/CREDITS/SECTION_370,RECONOCIMIENTOS /// ACKNOWLEDGEMENTS=3638
UI/CREDITS/SECTION_371,AGRADECIMIENTOS ESPECIALES /// SPECIAL THANKS=3639
UI/CREDITS/SECTION_74,DESARROLLO DE TECNOLOGÍA Y ASISTENCIA DE PRODUCTOS /// TECHNOLOGY DEVELOPMENT AND PRODUCT SUPPORT=3640
UI/CREDITS/SECTION_75,EQUIPO DE DESARROLLO DE BLIZZARD /// BLIZZARD DEVELOPMENT FAMILY=3641
UI/CREDITS/SECTION_76,CRÉDITOS DE TERCEROS /// THIRD PARTY CREDITING=3642
UI/CREDITS/SECTION_77,AGRADECIMIENTOS ESPECIALES /// SPECIAL THANKS=3643
UI/CameraFollowDisabled,Seguimiento de cámara desactivado /// Camera Follow Disabled=3644
UI/CameraFollowEnabled,Seguimiento de cámara activado /// Camera Follow Enabled=3645
UI/Camera_Colon,Cámara: /// Camera:=3646
UI/CampaignLoadingComplete,Oprime cualquier tecla para continuar /// Press any key to continue=3647
UI/CampaignMovieStreamingFailed,Se produjo un problema al transmitir el video. Inténtalo nuevamente más tarde. /// There has been a problem streaming the movie.  Please try again later.=3648
UI/CampaignMovieStreamingFailedDialogAccept,Reintentar /// Retry=3649
UI/CampaignMovieStreamingFailedDialogCancel,Omitir /// Skip=3650
UI/CampaignMovieStreamingFailedDialogMessage,Se produjo un problema al transmitir el video. ¿Quieres volver a intentarlo, u omitirlo y comenzar a jugar la campaña? /// There has been a problem streaming the movie.  Would you like to retry playing the movie or skip the movie and begin playing the campaign?=3651
UI/CampaignPanelAchievementProgress,Logros: %achievementPercent%% /// Achievements: %achievementPercent%%=3652
UI/CampaignPanelArchives_Control,<h/>ARCHIVOS MAESTROS /// <h/>MASTER ARCHIVES=3653
UI/CampaignPanelContinue_Control,CONTINUAR /// CONTINUE=3654
UI/CampaignPanelCostHeading,Costo: /// Cost:=3655
UI/CampaignPanelCreditsHeading,Créditos disponibles: /// Credits Available:=3656
UI/CampaignPanelTitle,CAMPAÑA /// CAMPAIGN=3657
UI/CampaignPanelTutorialDescription,Una serie de tutoriales que te enseñarán conceptos básicos y avanzados del juego. /// A series of tutorials that will teach you basic and advanced concepts of the game.=3658
UI/CampaignPanelTutorialTitle,TUTORIALES /// TUTORIALS=3659
UI/CampaignPanelTutorial_Control,<h/>TUTORIAL /// <h/>TUTORIAL=3660
UI/CampaignSelectionPanelTitle,ELIGE UNA CAMPAÑA /// CHOOSE A CAMPAIGN=3661
UI/CampaignTutorialCallout,Empieza por jugar el tutorial /// Get started by playing the tutorial=3662
UI/Campaign_Control,Campaña /// Campaign=3663
UI/Campaign_Heading,Campaña /// Campaign=3664
UI/Cancel,Cancelar /// Cancel=3665
UI/CancelMulti_Control,C<h/>ANCELAR /// C<h/>ANCEL=3666
UI/Cancel_Control,<h/>CANCELAR /// <h/>CANCEL=3667
UI/ChallengePanelAchievementProgress,Progreso de logros: %completedAchievements% / %totalAchievements% /// Achievement Progress: %completedAchievements% / %totalAchievements%=3668
UI/ChallengePanelBack_Control,<h/>ATRÁS /// <h/>BACK=3669
UI/ChallengePanelPlay_Control,<h/>JUGAR /// <h/>PLAY=3670
UI/ChallengePanelPlay_TrialTooltip,Debes realizar la mejora para acceder a esta función. Haz clic aquí para obtener más información. /// You must upgrade to access this feature. Click here to learn more.=3671
UI/ChallengePanelUpgrade,MEJORA /// UPGRADE=3672
UI/Challenge_Control,Desafíos /// Challenges=3673
UI/ChangeToonNameDialogAccept,Modificar nombre /// Change Name=3674
UI/ChangeToonNameDialogMessage,Escribe un nombre nuevo. Tu sesión se cerrará y se abrirá de nuevo después de cambiar tu nombre. Solo puedes usar un cambio de nombre por temporada.   /// Enter a new name.  You will be logged out and back in again after changing your name.  You are provided only one name change per season.=3675
UI/ChangeToonNameDialogTitle,Cambiar nombre de jugador /// Change Player Name=3676
UI/ChangeToonNameDialogTooltipNameChangeUnavailable,Cambio de nombre no disponible. /// Name change unavailable.=3677
UI/ChangeToonNameUnavailableDialogMessage,No puedes cambiar de nombre en este momento. Tendrás un nuevo cambio de nombre disponible al inicio de la siguiente temporada. /// Name change is currently unavailable.  A new name change will become available after the next season roll.=3678
