Actor/Name/ActorLightOmni,Actor Point Light=0
Sound/Name/SteamCurtain_UnFog_1Shot,SteamCurtain_UnFog_1Shot=2825
Sound/Name/Ursadon_MP_BodyFall,Ursadon_MP_BodyFall=2826
Sound/Name/Ursadon_MP_Death,Ursadon_MP_Death=2827
Sound/Name/Ursadon_MP_What,Ursadon_MP_What=2828
Sound/Name/Ursadon_MP_Yes,Ursadon_MP_Yes=2829
Sound/Name/Ursadon_Walk,Ursadon_Walk=2830
Sound/Name/XelNagaObeliskConstructDoodadWorkA,XelNagaObeliskConstructDoodadWorkA=2831
Sound/Name/Xelnaga_LargeCrate_Glow,Xelnaga_LargeCrate_Glow=2832
Sound/Name/Xelnaga_LargeCrate_Move,Xelnaga_LargeCrate_Move=2833
Sound/Name/Xelnaga_LargeCrate_MoveDown,Xelnaga_LargeCrate_MoveDown=2834
Sound/Name/Xelnaga_LargeCrate_MoveUp,Xelnaga_LargeCrate_MoveUp=2835
Sound/Name/Xelnaga_LargeCrate_Slam,Xelnaga_LargeCrate_Slam=2836
Sound/Name/Xelnaga_LargeCrate_SlamStone,Xelnaga_LargeCrate_SlamStone=2837
Sound/Name/xDoodad_SpacePlatformSign_SuperNova_OriginalUnused,xDoodad_SpacePlatformSign_SuperNova_OriginalUnused=2838
Soundtrack/Name/Ambience_KingsCove_Jungle_Quad,Ambience_KingsCove_Jungle_Quad=2839
Soundtrack/Name/Ambience_MP_Divergence,Ambience_MP_Divergence=2840
Soundtrack/Name/Ambience_RoseBud_Platform_Quad,Ambience_RoseBud_Platform_Quad=2841
Soundtrack/Name/Ambience_RoseMotel_Platform_Quad,Ambience_RoseMotel_Platform_Quad=2842
Soundtrack/Name/Ambience_WintersGate_LE,Ambience_WintersGate_LE=2843
TargetSort/Name/GroundTarget,Ground Target=2844
TargetSort/Name/TSGroundOrFiring,TSGroundOrFiring=2845
TargetSort/Name/TSMarkerDesc,TSMarkerDesc=2846
TargetSort/Name/TSPriorityDesc,TSPriorityDesc=2847
TargetSort/Name/TSThreatenBattlecruiser,TSThreatenBattlecruiser=2848
TargetSort/Name/TSTrackedByBattlecruiser,TSTrackedByBattlecruiser=2849
TargetSort/Name/TSTransientBattlecruiser,TSTransientBattlecruiser=2850
TargetSort/Name/TSTransientThreatBattlecruiser,TSTransientThreatBattlecruiser=2851
Unit/EditorPrefix/AutoTurret,Raven -=2852
Unit/EditorPrefix/BanelingCocoon2,=2853
Unit/EditorPrefix/InfestedAcidSpinesWeapon,Infested Terran -=2854
Unit/EditorPrefix/RavenRepairDrone,Raven -=2855
Unit/EditorSuffix/ObserverSiegeMode,(Siege Mode)=2856
Unit/EditorSuffix/OverseerSiegeMode,(Siege Mode)=2857
Upgrade/EditorPrefix/AmplifiedShielding,Adept -=2858
Upgrade/EditorPrefix/ArmorPiercingRockets,Cyclone -=2859
Upgrade/EditorPrefix/CarrierCarrierCapacity,Carrier -=2860
Upgrade/EditorPrefix/CarrierLeashRangeUpgrade,Carrier -=2861
Upgrade/EditorPrefix/CycloneRapidFireLaunchers,Cyclone -=2862
Upgrade/EditorPrefix/DiggingClaws,Lurker -=2863
Upgrade/EditorPrefix/EnhancedShockwaves,Ghost -=2864
Upgrade/EditorPrefix/Frenzy,Hydralisk -=2865
Upgrade/EditorPrefix/MicrobialShroud,Infestor -=2866
Upgrade/EditorPrefix/PsionicAmplifiers,Adept -=2867
Upgrade/EditorPrefix/RavenEnhancedMunitions,Raven -=2868
Upgrade/EditorPrefix/SecretedCoating,Nydus Network -=2869
Upgrade/EditorPrefix/SunderingImpact,Zealot -=2870
Upgrade/EditorPrefix/TempestGroundAttackUpgrade,Tempest -=2871
Upgrade/EditorSuffix/hydraliskspeed,(Range and Speed upgrade)=2872
Validator/EditorPrefix/BattlecruiserIsNotYamatoing,Battlecruiser -=2873
Validator/EditorPrefix/BattlecruiserIsYamatoing,Battlecruiser -=2874
Validator/EditorPrefix/CarrierLeashRangeUpgraded,Carrier -=2875
Validator/EditorPrefix/NexusBatteryOverchargerangeIs8,TimeWarp -=2876
Validator/Name/AddonIsNotWorking,Addon Is Not Working=2877
Validator/Name/AttackTrackedByBattlecruiser,Attack Tracked By Battlecruiser=2878
Validator/Name/BattlecruiserChasing,Battlecruiser Chasing=2879
Validator/Name/BattlecruiserIsNotYamatoing,Battlecruiser Is Not Yamatoing=2880
Validator/Name/BattlecruiserIsYamatoing,Battlecruiser Is Yamatoing=2881
Validator/Name/BattlecruiserPlacementCheck,Battlecruiser Placement Check=2882
Validator/Name/BattlecruiserTargetWithinWeaponRange,Battlecruiser Target Within Weapon Range=2883
Validator/Name/BattlecruiserTrackingTarget,Battlecruiser Tracking Target=2884
Validator/Name/CarrierLeashRangeUpgraded,Carrier Leash Range Upgraded=2885
Validator/Name/CasterDoesNotHaveScramblerBehavior,CasterDoesNotHaveScramblerBehavior=2886
Validator/Name/CasterDoesNotHaveScramblerMissileBehavior,Caster Does Not Have Scrambler Missile Behavior=2887
Validator/Name/CasterHasResonatingGlaivesBuff,Caster Has Resonating Glaives Buff=2888
Validator/Name/CasterIsAlive,Caster Is Alive=2889
Validator/Name/CasterIsAliveandBurrowedLurker,Caster Is Alive and Burrowed Lurker=2890
Validator/Name/CasterIsLurkerBurrowed,Caster Is Lurker Burrowed=2891
Validator/Name/CasterIsTimeWarpedMothership,Caster Is Time Warped (Mothership)=2892
Validator/Name/CasterisWidowMineBurrowed,CasterisWidowMineBurrowed=2893
Validator/Name/Casterhas10EnergyorCasterisBatteryOvercharged,Caster has 10 Energy or Caster is Battery Overcharged=2894
Validator/Name/ChannelSnipeRange,Channel Snipe In Range=2895
Validator/Name/FlyingTerranStructureOrNoStructure,FlyingTerranStructureOrNoStructure=2896
Validator/Name/FriendlyTargetExcludeSelf,Friendly Target Exclude Self=2897
Validator/Name/HarvestableResourceandNearbyTownhall,Minerals and Nearby Townhall=2898
Validator/Name/HasBunkerRangeBonus,Has Bunker Range Bonus=2899
Validator/Name/HasAnabolicSynthesisUpgrade,Has Anabolic Synthesis Upgrade=2900
Validator/Name/HasArmorPiercingUpgrade,Has Armor Piercing Upgrade=2901
Validator/Name/HasAtLeastNormalPower,Has At Least Normal Power=2902
Validator/Name/HasDrillingClawsUpgrade,Has Drilling Claws Upgrade=2903
Validator/Name/HasRapidFireLaunchersUpgrade,Has Rapid Fire Launchers Upgrade=2904
Validator/Name/HaveParasiticBomb,Have Parasitic Bomb=2905
Validator/Name/HaveParasiticBombInitialDelay,Have Parasitic Bomb Initial Delay=2906
Validator/Name/IsMechanicalOrIsPsionic,Is Mechanical Or Is Psionic=2907
Validator/Name/IsNexusMassRecallRecalled,Is Nexus Mass Recall Recalled=2908
Validator/Name/IsNexusMassRecallWarpingOut,Is Nexus Mass Recall Warping Out=2909
Validator/Name/IsNexusMassRecallWarpingOutOrRecalled,Is Nexus Mass Recall Warping Out Or Recalled=2910
Validator/Name/IsNotRecallingNexus,Is Not Recalling Nexus=2911
Validator/Name/IsNotSiegedSiegeTank,Is Not Sieged Siege Tank=2912
Validator/Name/IsNotTransportOverlordCocoon,Is Not Transport Overlord Cocoon=2913
Validator/Name/IsPsionic,Is Psionic=2914
Validator/Name/IsShieldBattery,Is Shield Battery=2915
Validator/Name/IsSiegedSiegeTank,Is Sieged Siege Tank=2916
Validator/Name/LarvaNotConjoined,Larva Not Conjoined=2917
Validator/Name/LockOnTargetNotDeadNew,Lock On Target Not Dead New=2918
Validator/Name/MultipleHitSelfAlliedOnlyGroundOnlyAttackTargetFilter,Multiple Hit Self & Allied Only Ground Only Attack Target Filter=2919
Validator/Name/NexusBatteryOvercharge8Range,NexusBatteryOvercharge8Range=2920
Validator/Name/NexusBatteryOvercharge8RangePlacementVisual,NexusBatteryOvercharge8RangePlacementVisual=2921
Validator/Name/NexusBatteryOverchargeisNexus,Nexus Battery Overcharge is Nexus=2922
Validator/Name/NoParasiticBombInitialDelay,No Parasitic Bomb Initial Delay=2923
Validator/Name/NoScramblerMarker,No Scrambler Marker=2924
Validator/Name/NotHaveBatteryCooldownBehavior,NotHaveBatteryCooldownBehavior=2925
Validator/Name/NotHaveBeamTargetCDBehavior,NotHaveBeamTargetCDBehavior=2926
Validator/Name/NotHaveDrillingClawsUpgrade,Not Have Drilling Claws Upgrade=2927
Validator/Name/NotHaveNexusShieldRechargeOnPylonBehavior,Not Have Nexus Shield Recharge On Pylon Behavior=2928
Validator/Name/NotHaveScramblerMissileBehavior,Not Have Scrambler Missile Behavior=2929
Validator/Name/NotHaveUpgradeToWarpGateAutoCastDisabler,Not Have Upgrade To Warp Gate Auto Cast Disabler=2930
Validator/Name/NotHeroic,Not Heroic=2931
Validator/Name/NotHyperjumping,Not Hyperjumping=2932
Validator/Name/NotShieldBattery,NotShieldBattery=2933
Validator/Name/PlayerTownhallwithin10,Player Townhall within 10=2934
Validator/Name/PurificationNovaTargetedCooldownLT1,Purification Nova Targeted Cooldown LT 1=2935
Validator/Name/TargetFirePriority,Target Fire Priority=2936
Validator/Name/TargetIsNotGround,Target Is Not Ground=2937
Validator/Name/TargetNotTacticalJumping,Target Not Tactical Jumping=2938
Validator/Name/ThreatensBattlecruiser,Threatens Battlecruiser=2939
Validator/Name/ThreatensBattlecruiserWithinRange,Threatens Battlecruiser Within Range=2940
Validator/Name/TransientThreatTrackedByBattlecruiser,Transient Threat Tracked By Battlecruiser=2941
Validator/Name/TransientTrackedByBattlecruiser,Transient Tracked By Battlecruiser=2942
Validator/Name/UnitOrAttackingStructure,Unit Or Attacking Structure=2943
Validator/Name/WidowMineAttackNotOnCooldown,Widow Mine Attack Not On Cooldown=2944
Validator/Name/WithinBattlecruiserAttackRangeorChasing,Within Battlecruiser Attack Range or Chasing=2945
Validator/Name/ReaperAttackDamageMaxRangeCombine,Reaper Attack Damage Max Range Combine=2946
Validator/Name/ReaperAttackDamageMaxRangeinBunker,Reaper Attack Damage Max Range in Bunker=2947
Validator/Name/ReaperAttackDamageMaxRangeinBunkerCombine,Reaper Attack Damage Max Range in Bunker Combine=2948
Validator/Name/ShieldBatteryRechargeTargetFilter,Sheild Battery Recharge Target Filter=2949
Validator/Name/ZealotChargeTargetNotHidden,Zealot Charge Target Not Hidden=2950
Validator/Name/ZealotSunderingImpactUpgraded,ZealotSunderingImpactUpgraded=2951
Weapon/EditorPrefix/BattlecruiserWeaponSwitch,Battlecruiser Switcher -=2952
Weapon/EditorPrefix/HighTemplarWeapon,High Templar -=2953
Weapon/EditorPrefix/InfestedAcidSpines,Infested Terran -=2954
Weapon/EditorPrefix/VoidRaySwarmDisplayDummy,Void Ray - Swarm -=2955
Weapon/EditorSuffix/DisruptionBeamDisplayDummy,Display Dummy=2956
Weapon/EditorSuffix/OracleDisplayDummy,Display Dummy=2957
Weapon/EditorPrefix/TyphoonMissilePodDummy,Cyclone -=2958
Weapon/EditorSuffix/VoidRaySwarmDisplayDummy,- Normal - Display Dummy=2959
Abil/EditorPrefix/ScienceVesselSCBWEMP,Ghost -=2960
Abil/EditorPrefix/SpiderMineSCBWUnburrow,Vulture -=2961
Abil/EditorPrefix/TerranBuildingSCBW@AddOns,TerranBuildingSCBW@=2962
Abil/EditorPrefix/TerranBuildingSCBW@Land,TerranBuildingSCBW @=2963
Abil/EditorPrefix/TerranBuildingSCBW@LiftOff,TerranBuildingSCBW@=2964
Abil/EditorSuffix/BunkerSCBWStop,(BunkerSCBW)=2965
Abil/EditorSuffix/CommandCenterSCBW@Land,(DONT MOVE DATASPACE)=2966
Abil/EditorSuffix/DroneSCBW@BuildAdv,(Advanced)=2967
Abil/EditorSuffix/DroneSCBW@HarvestNoQue,- (No Queue)=2968
Abil/EditorSuffix/ProbeSCBW@BuildAdv,(Advanced)=2969
Abil/EditorSuffix/ProbeSCBW@HarvestNoQue,- (No Queue)=2970
Abil/EditorSuffix/SCVSCBW@BuildAdv,(Advanced)=2971
Abil/EditorSuffix/SCVSCBW@HarvestNoQue,- (No Queue)=2972
Abil/EditorSuffix/SalvageRedirect,(Redirect)=2973
Abil/EditorSuffix/ShieldBatterySCBW@Recharge,(Channeled)=2974
Abil/EditorSuffix/ShuttleSCBW@RedirectScarab,(Redirect)=2975
Abil/EditorSuffix/ShuttleSCBW@RedirectScarabCancel,(Redirect)=2976
Abil/EditorSuffix/SpiderMineSCBW@Attack,=2977
Abil/EditorSuffix/VulturePlaceSpiderMineSCBW@PH,(Initial Cast)=2978
Abil/EditorSuffix/VulturePlaceSpiderMineSCBW@Placeholder,(Initial Cast)=2979
Accumulator/Name/1,+1=2980
Accumulator/Name/10,10=2981
Accumulator/Name/11,11=2982
Accumulator/Name/12,12=2983
Accumulator/Name/2,+2=2984
Accumulator/Name/3,3=2985
Accumulator/Name/4,4=2986
Accumulator/Name/5,+5=2987
Accumulator/Name/6,6=2988
Accumulator/Name/7,7=2989
Accumulator/Name/9,9=2990
Accumulator/Name/ArbiterSCBWWeapon@Damage,Damage=2991
Accumulator/Name/BattlecruiserSCBWYamato@Damage,Damage=2992
Accumulator/Name/CorsairSCBWDisruptionWeb@DisruptedBatch,Disrupted Batch=2993
Accumulator/Name/CorsairSCBWWeapon@Damage,Damage=2994
Accumulator/Name/DamageAbsorbed,DamageAbsorbed=2995
Accumulator/Name/DamageInherited,Damage Inherited=2996
Accumulator/Name/DevourerSCBWWeapon@Damage,Damage=2997
Accumulator/Name/DragoonSCBWWeapon@Damage,Damage=2998
Accumulator/Name/FirebatSCBWWeapon@Damage,Damage=2999
Accumulator/Name/GhostSCBWNuclearStrike@Damage,Damage=3000
Accumulator/Name/GhostSCBWNuclearStrike@DamageFormula,Damage Formula=3001
Accumulator/Name/GhostSCBWNuclearStrike@DamageParam1,Damage Param1=3002
Accumulator/Name/GhostSCBWNuclearStrike@DamageParam2,Damage Param2=3003
Accumulator/Name/GhostSCBWWeapon@Damage,Damage=3004
Accumulator/Name/GoliathSCBWWeaponAir@Damage,Damage=3005
Accumulator/Name/HydraliskSCBWWeapon@Damage,Damage=3006
Accumulator/Name/InfestedTerranSCBWWeapon@Damage,Damage=3007
Accumulator/Name/Minus1,Minus1=3008
Accumulator/Name/MissileTurretSCBWWeapon@Damage,Damage=3009
Accumulator/Name/MutaliskSCBWWeapon@BounceCount,Bounce Count=3010
Accumulator/Name/MutaliskSCBWWeapon@BounceCount0,Bounce Count 0=3011
Accumulator/Name/MutaliskSCBWWeapon@BounceCount1,Bounce Count 1=3012
Accumulator/Name/MutaliskSCBWWeapon@BounceCount2,Bounce Count 2=3013
Accumulator/Name/MutaliskSCBWWeapon@BounceFractionSwitch,Bounce Fraction Switch=3014
Accumulator/Name/MutaliskSCBWWeapon@MaxTargets,Max Targets=3015
Accumulator/Name/ObserverSCBW@DetectRange,Detect Range=3016
Accumulator/Name/ObserverSCBW@DetectRangeUpgraded,Detect Range Upgraded=3017
Accumulator/Name/ObserverSCBWSieged@DetectRange,Detect Range=3018
Accumulator/Name/ObserverSCBWSieged@DetectRangeUpgraded,Detect Range Upgraded=3019
Accumulator/Name/OverlordSCBW@DetectRange,Detect Range=3020
Accumulator/Name/OverlordSCBW@DetectRangeUpgraded,Detect Range Upgraded=3021
Accumulator/Name/QueenSCBWEnsnare@AttackAccum,Attack Speed Accumulator=3022
Accumulator/Name/QueenSCBWEnsnare@AttackAdeptGlaives,Attack Speed Adept=3023
Accumulator/Name/QueenSCBWEnsnare@AttackAdrenal,Attack Speed Adrenal=3024
Accumulator/Name/QueenSCBWEnsnare@AttackAdrenalBW,Attack Speed Adrenal BW=3025
Accumulator/Name/QueenSCBWEnsnare@AttackDefault,Attack Speed Default=3026
Accumulator/Name/QueenSCBWEnsnare@AttackStimpack,Attack Stimpack=3027
Accumulator/Name/QueenSCBWEnsnare@AttackStimpackBW,Attack Stimpack BW=3028
Accumulator/Name/QueenSCBWEnsnare@AttackStimpackMarauder,Attack Stimpack Marauder=3029
Accumulator/Name/QueenSCBWParasite@Detector,Detect Range=3030
Accumulator/Name/SCBW_AttackRevealArea,SCBW_AttackRevealArea=3031
Accumulator/Name/SCBW_DamageFormula_Conc,SCBW_DamageFormula_Conc=3032
Accumulator/Name/SCBW_DamageFormula_Conc_Param1,SCBW_DamageFormula_Conc_Param1=3033
Accumulator/Name/SCBW_DamageFormula_Expl,SCBW_DamageFormula_Expl=3034
Accumulator/Name/SCBW_DamageFormula_Expl_Param1,SCBW_DamageFormula_Expl_Param1=3035
Accumulator/Name/SCBW_FractionShields_Conc,SCBW_FractionShields_Conc=3036
Accumulator/Name/SCBW_FractionShields_Expl,SCBW_FractionShields_Expl=3037
Accumulator/Name/SCBW_Fraction_Conc,SCBW_Fraction_Conc=3038
Accumulator/Name/SCBW_Fraction_Conc_Armored,SCBW_Fraction_Conc_Armored=3039
Accumulator/Name/SCBW_Fraction_Conc_Default,SCBW_Fraction_Conc_Default=3040
Accumulator/Name/SCBW_Fraction_Conc_Light,SCBW_Fraction_Conc_Light=3041
Accumulator/Name/SCBW_Fraction_Expl,SCBW_Fraction_Expl=3042
Accumulator/Name/SCBW_Fraction_Expl_Armored,SCBW_Fraction_Expl_Armored=3043
Accumulator/Name/SCBW_Fraction_Expl_Default,SCBW_Fraction_Expl_Default=3044
Accumulator/Name/SCBW_Fraction_Expl_Light,SCBW_Fraction_Expl_Light=3045
Accumulator/Name/SCBW_IncomingDamage,SCBW_IncomingDamage=3046
Accumulator/Name/SCBW_IncomingDamage_Param,SCBW_IncomingDamage_Param=3047
Accumulator/Name/SCBW_LifeArmorSource,SCBW_LifeArmorSource=3048
Accumulator/Name/SCBW_LifeArmor_Conc_Switch,SCBW_LifeArmor_Conc_Switch=3049
Accumulator/Name/SCBW_LifeArmor_Expl_Switch,SCBW_LifeArmor_Expl_Switch=3050
Accumulator/Name/SCBW_MinimumDamage,SCBW_MinimumDamage=3051
Accumulator/Name/SCBW_MissChance,SCBW_MissChance=3052
Accumulator/Name/SCBW_MissChance_Formula,SCBW_MissChance_Formula=3053
Accumulator/Name/SCBW_ShieldArmor,SCBW_ShieldArmor=3054
Accumulator/Name/SCBW_ShieldCombine,SCBW_ShieldCombine=3055
Accumulator/Name/SCBW_ShieldFactorSwitchAdd_Expl,SCBW_ShieldFactorSwitchAdd_Expl=3056
Accumulator/Name/SCBW_ShieldFactorSwitch_Conc,SCBW_ShieldFactorSwitch_Conc=3057
Accumulator/Name/SCBW_ShieldFactorSwitch_Expl,SCBW_ShieldFactorSwitch_Expl=3058
Accumulator/Name/SCBW_ShieldFactor_Conc_Armored,SCBW_ShieldFactor_Conc_Armored=3059
Accumulator/Name/SCBW_ShieldFactor_Conc_Default,SCBW_ShieldFactor_Conc_Default=3060
Accumulator/Name/SCBW_ShieldFactor_Conc_Light,SCBW_ShieldFactor_Conc_Light=3061
Accumulator/Name/SCBW_ShieldFactor_Expl_Armored,SCBW_ShieldFactor_Expl_Armored=3062
Accumulator/Name/SCBW_ShieldFactor_Expl_Default,SCBW_ShieldFactor_Expl_Default=3063
Accumulator/Name/SCBW_ShieldFactor_Expl_Light,SCBW_ShieldFactor_Expl_Light=3064
Accumulator/Name/SCBW_ShieldSwitch_Conc,SCBW_ShieldSwitch_Conc=3065
Accumulator/Name/SCBW_ShieldSwitch_Expl,SCBW_ShieldSwitch_Expl=3066
Accumulator/Name/SCBW_ShieldsMinusIncomingDamage,SCBW_ShieldsMinusIncomingDamage=3067
Accumulator/Name/SCBW_ShieldsParam_Formula,SCBW_ShieldsParam_Formula=3068
Accumulator/Name/SCBW_ShieldsPlusShieldArmor,SCBW_ShieldsPlusShieldArmor=3069
Accumulator/Name/SCBW_SplashFactor_Inner,SCBW_SplashFactor_Inner=3070
Accumulator/Name/SCBW_SplashFactor_Mid,SCBW_SplashFactor_Mid=3071
Accumulator/Name/SCBW_SplashFactor_Outer,SCBW_SplashFactor_Outer=3072
Accumulator/Name/SCBW_SplashFactor_Switch,SCBW_SplashFactor_Switch=3073
Accumulator/Name/ScienceVesselSCBWDefensiveMatrix,Shield Amount=3074
Accumulator/Name/ScienceVesselSCBWDefensiveMatrix@DamageInherited,Damage Inherited=3075
Accumulator/Name/ScienceVesselSCBWDefensiveMatrix@DamageRemainder,Damage Remainder=3076
Accumulator/Name/ScienceVesselSCBWDefensiveMatrix@Remaining,Remaining=3077
Accumulator/Name/ScienceVesselSCBWDefensiveMatrix@RemainingMultiply,Remaining Multiply=3078
Accumulator/Name/ScienceVesselSCBWDefensiveMatrix@RemainingSource,Remaining Source=3079
Accumulator/Name/ScoutSCBWWeaponAir@Damage,Damage=3080
Accumulator/Name/SiegeTankSCBWSiegedWeapon@Damage,Damage=3081
Accumulator/Name/SiegeTankSCBWWeapon@Damage,Damage=3082
Accumulator/Name/SpiderMineSCBWWeapon@Damage,Damage=3083
Accumulator/Name/SunkenColonySCBWWeapon@Damage,Damage=3084
Accumulator/Name/UnitVital_LifeCurr_Target,UnitVital_LifeCurr_Target=3085
Accumulator/Name/UnitVital_LifeMax_Target,UnitVital_LifeMax_Target=3086
Accumulator/Name/UnitVital_LifeShieldsCombine_Target,UnitVital_LifeShieldsCombine_Target=3087
Accumulator/Name/UnitVital_ShieldsMaxCheck_Target,UnitVital_ShieldsMaxCheck_Target=3088
Accumulator/Name/ValkyrieSCBWWeapon@Damage,Damage=3089
Accumulator/Name/VultureSCBWWeapon@Damage,Damage=3090
Accumulator/Name/WraithSCBWWeaponAir@Damage,Damage=3091
Accumulator/Name/Zero,Zero=3092
Actor/EditorPrefix/BattlecruiserSCBW@LookAtATA,BattlecruiserSCBW@=3093
Actor/EditorPrefix/BattlecruiserSCBW@LookAtATS,BattlecruiserSCBW@=3094
Actor/EditorPrefix/BattlecruiserSCBW@LookAtBase,BattlecruiserSCBW@=3095
Actor/EditorPrefix/BuildAbilSCBW@Progress,BuildAbilSCBW@=3096
Actor/EditorPrefix/CreepGlazeSCBW,SCBW -=3097
Actor/EditorPrefix/CreepGlazeSCBWAlternate,SCBW -=3098
Actor/EditorPrefix/CreepGlazeSCBW_A,SCBW -=3099
Actor/EditorPrefix/CreepGlazeSCBW_B,SCBW -=3100
Actor/EditorPrefix/DefilerSCBW@Death,SCBW -=3101
Actor/EditorPrefix/EggSCBWDeathModelBase,SCBW - Zerg Cocoon -=3102
Actor/EditorPrefix/PhotonCannonSCBWDetectRange,(SCBW) -=3103
Actor/EditorPrefix/ProtossBuildingSCBW@BirthAddition,ProtossBuildingSCBW @=3104
Actor/EditorPrefix/ProtossBuildingSCBW@Build,ProtossBuildingSCBW @=3105
Actor/EditorPrefix/SCBW_DeathVoiceBase,SCBW -=3106
Actor/EditorPrefix/TerranBuildingSCBW@AddOn,Terran Building SCBW@=3107
Actor/EditorPrefix/TerranBuildingSCBW@Build,Terran Building SCBW@=3108
Actor/EditorPrefix/TerranBuildingSCBW@BuildBasis,Terran Building SCBW@=3109
Actor/EditorPrefix/TerranBuildingSCBW@BuildRefinery,Terran Building SCBW@=3110
Actor/EditorPrefix/TerranBuildingSCBW@BuildSmall,Terran Building SCBW@=3111
Actor/EditorPrefix/TerranBuildingSCBW@Flames,Terran Building SCBW@=3112
Actor/EditorPrefix/TerranBuildingSCBW@Flyer,Terran Building SCBW@=3113
Actor/EditorPrefix/TerranConstructionSCBW@Attached,Terran Construction SCBW@=3114
Actor/EditorPrefix/TerranConstructionSCBW@AttachedSmall,Terran Construction SCBW@=3115
Actor/EditorPrefix/TerranConstructionSCBW@SoundLevel0,Terran Construction SCBW@=3116
Actor/EditorPrefix/TerranConstructionSCBW@SoundLevel0Small,Terran Construction SCBW@=3117
Actor/EditorPrefix/TerranConstructionSCBW@SoundLevel2,Terran Construction SCBW@=3118
Actor/EditorPrefix/TerranConstructionSCBW@SoundLevel2Small,Terran Construction SCBW@=3119
Actor/EditorPrefix/TerranConstructionSCBW@SoundLevel4,Terran Construction SCBW@=3120
Actor/EditorPrefix/TerranConstructionSCBW@SoundLevel4Small,Terran Construction SCBW@=3121
Actor/EditorPrefix/TerranConstructionSCBW@SoundLevel6,Terran Construction SCBW@=3122
Actor/EditorPrefix/TerranConstructionSCBW@SoundLevel6Small,Terran Construction SCBW@=3123
Actor/EditorPrefix/ZergBuildingSCBW@Build,ZergBuildingSCBW @=3124
Actor/EditorSuffix/ArchonSCBWWeapon@Action,(Beam)=3125
Actor/EditorSuffix/DarkArchonSCBWWeapon@Action,(Beam)=3126
Actor/EditorSuffix/ExtractorSCBW@Rich,(Rich)=3127
Actor/EditorSuffix/HydraliskSCBWWeaponHitscan@Action,(Bullet)=3128
Actor/EditorSuffix/ProtossBuildingSCBW@FireLarge,Flames=3129
Actor/EditorSuffix/ProtossBuildingSCBW@FireMedium,Flames=3130
Actor/EditorSuffix/ProtossBuildingSCBW@FireSmall,Flames=3131
Actor/EditorSuffix/SCVSCBW@BuildAdv,(Advanced)=3132
Actor/EditorSuffix/ScarabSCBW,(Reaver)=3133
Actor/EditorSuffix/ScarabSCBW@Dummy,(Reaver)=3134
Actor/EditorSuffix/ScarabSCBWWeapon@Action,(Reaver)=3135
Actor/EditorSuffix/SporeColonySCBW@Turret,(unused)=3136
Actor/EditorSuffix/SunkenColonySCBW@Turret,(unused)=3137
Actor/Name/AcademySCBW,Academy=3138
Actor/Name/AcademySCBW@Build,Build=3139
Actor/Name/AcademySCBW@Splat,Splat=3140
Actor/Name/ArbiterSCBW,=3141
Actor/Name/ArbiterSCBW@Land,Land=3142
Actor/Name/ArbiterSCBW@LandSoundSweetener,LandSoundSweetener=3143
