UI/Hotkey/InventoryButtonUse0,NumPad7=0
CmdBuildNaga/Hotkey,B=2851
CmdBuildNightElf/Hotkey,B=2852
CmdBuildOrc/Hotkey,B=2853
CmdBuildUndead/Hotkey,B=2854
CmdCancel/Hotkey,Escape=2855
CmdCancelBuild/Hotkey,Escape=2856
CmdCancelRevive/Hotkey,Escape=2857
CmdCancelTrain/Hotkey,Escape=2858
CmdHoldPos/Hotkey,H=2859
CmdMove/Hotkey,M=2860
CmdPatrol/Hotkey,P=2861
CmdPurchase/Hotkey,S=2862
CmdRally/Hotkey,Y=2863
CmdSelectSkill/Hotkey,O=2864
CmdStop/Hotkey,S=2865
Ecen/Hotkey,C=2866
Edem/Hotkey,D=2867
Edmm/Hotkey,D=2868
Eevi/Hotkey,D=2869
Eevm/Hotkey,D=2870
Efur/Hotkey,K=2871
Eidm/Hotkey,D=2872
Eill/Hotkey,D=2873
Eilm/Hotkey,D=2874
Ekee/Hotkey,K=2875
Ekgg/Hotkey,G=2876
Emfr/Hotkey,K=2877
Emns/Hotkey,K=2878
Emoo/Hotkey,P=2879
Etyr/Hotkey,P=2880
Ewar/Hotkey,N=2881
Ewrd/Hotkey,W=2882
Hamg/Hotkey,A=2883
Hant/Hotkey,A=2884
Hapm/Hotkey,L=2885
Harf/Hotkey,L=2886
Hart/Hotkey,L=2887
Hblm/Hotkey,B=2888
Hdgo/Hotkey,L=2889
Hearthstone/Hotkey,Q=2890
Hgam/Hotkey,A=2891
Hhkl/Hotkey,L=2892
Hjai/Hotkey,A=2893
Hkal/Hotkey,B=2894
Hlgr/Hotkey,L=2895
Hmbr/Hotkey,M=2896
Hmgd/Hotkey,L=2897
Hmkg/Hotkey,M=2898
Hpal/Hotkey,L=2899
Hpb1/Hotkey,L=2900
Hpb2/Hotkey,L=2901
Huth/Hotkey,L=2902
Hvsh/Hotkey,N=2903
Hvwd/Hotkey,P=2904
Naka/Hotkey,K=2905
Nal2/Hotkey,X=2906
Nal3/Hotkey,X=2907
Nalc/Hotkey,X=2908
Nalm/Hotkey,X=2909
Nbbc/Hotkey,B=2910
Nbrn/Hotkey,D=2911
Nbst/Hotkey,S=2912
Nfir/Hotkey,O=2913
Nkjx/Hotkey,W=2914
Nklj/Hotkey,W=2915
Nmag/Hotkey,P=2916
Nman/Hotkey,M=2917
Nngs/Hotkey,G=2918
Npbm/Hotkey,N=2919
Npld/Hotkey,P=2920
Nplh/Hotkey,I=2921
Nrob/Hotkey,Z=2922
Nsjs/Hotkey,N=2923
Ntin/Hotkey,Z=2924
Obla/Hotkey,B=2925
Ocb2/Hotkey,T=2926
Ocbh/Hotkey,T=2927
Odrt/Hotkey,F=2928
Ofar/Hotkey,F=2929
Ogld/Hotkey,W=2930
Ogrh/Hotkey,B=2931
Opgh/Hotkey,B=2932
Orex/Hotkey,B=2933
Orkn/Hotkey,S=2934
Osam/Hotkey,B=2935
Oshd/Hotkey,H=2936
Otcc/Hotkey,T=2937
Otch/Hotkey,U=2938
Othr/Hotkey,F=2939
Recb/Hotkey,B=2940
Redc/Hotkey,L=2941
Redc2/Hotkey,L=2942
Redt/Hotkey,A=2943
Redt2/Hotkey,A=2944
Reeb/Hotkey,M=2945
Reec/Hotkey,M=2946
Rehs/Hotkey,H=2947
Reht/Hotkey,I=2948
Reib/Hotkey,I=2949
Rema/Hotkey,A=2950
Rema2/Hotkey,A=2951
Rema3/Hotkey,A=2952
Remg/Hotkey,G=2953
Remk/Hotkey,M=2954
Renb/Hotkey,N=2955
Repb/Hotkey,P=2956
Repm/Hotkey,B=2957
Rerh/Hotkey,R=2958
Rerh2/Hotkey,R=2959
Rerh3/Hotkey,R=2960
Rers/Hotkey,T=2961
Resc/Hotkey,S=2962
Resi/Hotkey,S=2963
Resm/Hotkey,M=2964
Resm2/Hotkey,M=2965
Resm3/Hotkey,M=2966
Resw/Hotkey,W=2967
Resw2/Hotkey,W=2968
Resw3/Hotkey,W=2969
Reuv/Hotkey,U=2970
Rews/Hotkey,E=2971
Rgfo/Hotkey,=2972
Rguv/Hotkey,=2973
Rhac/Hotkey,M=2974
Rhac2/Hotkey,M=2975
Rhac3/Hotkey,M=2976
Rhan/Hotkey,A=2977
Rhar/Hotkey,P=2978
Rhar2/Hotkey,P=2979
Rhar3/Hotkey,P=2980
Rhcd/Hotkey,C=2981
Rhde/Hotkey,D=2982
Rhfc/Hotkey,C=2983
Rhfl/Hotkey,R=2984
Rhfs/Hotkey,S=2985
Rhgb/Hotkey,B=2986
Rhhb/Hotkey,H=2987
Rhla/Hotkey,A=2988
Rhla2/Hotkey,A=2989
Rhla3/Hotkey,A=2990
Rhlh/Hotkey,L=2991
Rhlh2/Hotkey,L=2992
Rhme/Hotkey,S=2993
Rhme2/Hotkey,S=2994
Rhme3/Hotkey,S=2995
Rhpm/Hotkey,B=2996
Rhpt/Hotkey,T=2997
Rhpt2/Hotkey,T=2998
Rhra/Hotkey,G=2999
Rhra2/Hotkey,G=3000
Rhra3/Hotkey,G=3001
Rhri/Hotkey,L=3002
Rhrt/Hotkey,G=3003
Rhse/Hotkey,M=3004
Rhss/Hotkey,G=3005
Rhst/Hotkey,O=3006
Rhst2/Hotkey,O=3007
Rnam/Hotkey,C=3008
Rnam2/Hotkey,C=3009
Rnam3/Hotkey,C=3010
Rnat/Hotkey,B=3011
Rnat2/Hotkey,B=3012
Rnat3/Hotkey,B=3013
Rnen/Hotkey,N=3014
Rnsb/Hotkey,U=3015
Rnsi/Hotkey,B=3016
Rnsw/Hotkey,N=3017
Rnsw2/Hotkey,N=3018
Roar/Hotkey,A=3019
Roar2/Hotkey,A=3020
Roar3/Hotkey,A=3021
Robf/Hotkey,N=3022
Robk/Hotkey,E=3023
Robs/Hotkey,B=3024
Roch/Hotkey,=3025
Roen/Hotkey,N=3026
Rolf/Hotkey,L=3027
Rome/Hotkey,M=3028
Rome2/Hotkey,M=3029
Rome3/Hotkey,M=3030
Ropg/Hotkey,G=3031
Ropm/Hotkey,B=3032
Rora/Hotkey,R=3033
Rora2/Hotkey,R=3034
Rora3/Hotkey,R=3035
Rorb/Hotkey,D=3036
Rosp/Hotkey,S=3037
Rosp2/Hotkey,S=3038
Rosp3/Hotkey,S=3039
Rost/Hotkey,M=3040
Rost2/Hotkey,M=3041
Rotr/Hotkey,R=3042
Rovs/Hotkey,E=3043
Rowd/Hotkey,D=3044
Rowd2/Hotkey,D=3045
Rows/Hotkey,P=3046
Rowt/Hotkey,R=3047
Rowt2/Hotkey,R=3048
Ruac/Hotkey,C=3049
Ruar/Hotkey,U=3050
Ruar2/Hotkey,U=3051
Ruar3/Hotkey,U=3052
Ruba/Hotkey,A=3053
Ruba2/Hotkey,A=3054
Rubu/Hotkey,B=3055
Rucr/Hotkey,C=3056
Rucr2/Hotkey,C=3057
Rucr3/Hotkey,C=3058
Ruex/Hotkey,E=3059
Rufb/Hotkey,B=3060
Rugf/Hotkey,Z=3061
Rume/Hotkey,S=3062
Rume2/Hotkey,S=3063
Rume3/Hotkey,S=3064
Rune/Hotkey,E=3065
Rune2/Hotkey,E=3066
Rupc/Hotkey,D=3067
Rupm/Hotkey,B=3068
Rura/Hotkey,A=3069
Rura2/Hotkey,A=3070
Rura3/Hotkey,A=3071
Rusf/Hotkey,S=3072
Rusl/Hotkey,S=3073
Rusm/Hotkey,M=3074
Rusp/Hotkey,T=3075
Ruwb/Hotkey,W=3076
Rwdm/Hotkey,D=3077
SCc1/Hotkey,C=3078
SNdc/Hotkey,K=3079
SNdcResearch/Hotkey,K=3080
SNdd/Hotkey,D=3081
SNddResearch/Hotkey,D=3082
SNeq/Hotkey,E=3083
SNeqResearch/Hotkey,E=3084
SNin/Hotkey,N=3085
SNinResearch/Hotkey,N=3086
Sbtl/Hotkey,B=3087
Scri/Hotkey,C=3088
Sdro/Hotkey,U=3089
Slo2/Hotkey,L=3090
Slo3/Hotkey,L=3091
Sloa/Hotkey,L=3092
Sshm/Hotkey,I=3093
Suhf/Hotkey,U=3094
Uanb/Hotkey,C=3095
Ubal/Hotkey,E=3096
Uclc/Hotkey,L=3097
Ucrl/Hotkey,C=3098
Udea/Hotkey,D=3099
Udre/Hotkey,O=3100
Udth/Hotkey,E=3101
Uear/Hotkey,D=3102
Uktl/Hotkey,L=3103
Ulic/Hotkey,L=3104
Umal/Hotkey,E=3105
Usyl/Hotkey,D=3106
Utic/Hotkey,E=3107
Uvar/Hotkey,E=3108
Uvng/Hotkey,E=3109
Uwar/Hotkey,W=3110
amrc/Hotkey,R=3111
ankh/Hotkey,A=3112
arsc/Hotkey,A=3113
arsh/Hotkey,A=3114
asbl/Hotkey,A=3115
axas/Hotkey,A=3116
belv/Hotkey,E=3117
bfhr/Hotkey,B=3118
bgst/Hotkey,B=3119
blba/Hotkey,A=3120
brac/Hotkey,R=3121
bspd/Hotkey,S=3122
ccmd/Hotkey,C=3123
ciri/Hotkey,R=3124
ckng/Hotkey,K=3125
clsd/Hotkey,C=3126
cnob/Hotkey,C=3127
cosl/Hotkey,C=3128
crdt/Hotkey,D=3129
crys/Hotkey,C=3130
desc/Hotkey,E=3131
dkfw/Hotkey,K=3132
dphe/Hotkey,H=3133
dsum/Hotkey,D=3134
dthb/Hotkey,T=3135
dtsb/Hotkey,D=3136
dust/Hotkey,D=3137
eaoe/Hotkey,L=3138
eaom/Hotkey,R=3139
eaow/Hotkey,W=3140
earc/Hotkey,A=3141
eate/Hotkey,A=3142
ebal/Hotkey,T=3143
ebsh/Hotkey,B=3144
echm/Hotkey,C=3145
edcm/Hotkey,C=3146
eden/Hotkey,D=3147
edes/Hotkey,F=3148
edob/Hotkey,H=3149
edoc/Hotkey,C=3150
edos/Hotkey,C=3151
edot/Hotkey,T=3152
edry/Hotkey,D=3153
edtm/Hotkey,T=3154
efdr/Hotkey,F=3155
ehip/Hotkey,H=3156
ehpr/Hotkey,R=3157
emow/Hotkey,M=3158
emtg/Hotkey,G=3159
envl/Hotkey,E=3160
esaz/Hotkey,E=3161
esen/Hotkey,H=3162
etoa/Hotkey,U=3163
etoe/Hotkey,U=3164
etol/Hotkey,T=3165
etrp/Hotkey,P=3166
etrs/Hotkey,T=3167
ewsp/Hotkey,W=3168
fgrd/Hotkey,E=3169
fgun/Hotkey,F=3170
frgd/Hotkey,F=3171
frhg/Hotkey,F=3172
fwss/Hotkey,F=3173
gemt/Hotkey,G=3174
gfor/Hotkey,F=3175
gldo/Hotkey,K=3176
gmfr/Hotkey,G=3177
gobm/Hotkey,L=3178
gomn/Hotkey,O=3179
grsl/Hotkey,G=3180
gsou/Hotkey,G=3181
guvi/Hotkey,U=3182
gvsm/Hotkey,S=3183
halt/Hotkey,A=3184
harm/Hotkey,W=3185
haro/Hotkey,V=3186
hars/Hotkey,R=3187
hatw/Hotkey,N=3188
hbar/Hotkey,B=3189
hbla/Hotkey,S=3190
hbot/Hotkey,T=3191
hbsh/Hotkey,B=3192
hbth/Hotkey,B=3193
hcas/Hotkey,U=3194
hctw/Hotkey,C=3195
hdes/Hotkey,F=3196
hdhw/Hotkey,D=3197
hfoo/Hotkey,F=3198
hgra/Hotkey,G=3199
hgry/Hotkey,G=3200
hgtw/Hotkey,G=3201
hgyr/Hotkey,F=3202
hhes/Hotkey,S=3203
hhou/Hotkey,F=3204
hkee/Hotkey,U=3205
hkni/Hotkey,K=3206
hlum/Hotkey,L=3207
hmpr/Hotkey,P=3208
hmtm/Hotkey,M=3209
hmtt/Hotkey,E=3210
horl/Hotkey,S=3211
hpea/Hotkey,P=3212
hrif/Hotkey,R=3213
hrtt/Hotkey,E=3214
hslv/Hotkey,H=3215
hsor/Hotkey,S=3216
hspt/Hotkey,B=3217
htow/Hotkey,H=3218
hvlt/Hotkey,V=3219
hwtw/Hotkey,T=3220
jpnt/Hotkey,J=3221
kgal/Hotkey,K=3222
klmm/Hotkey,K=3223
lure/Hotkey,L=3224
mcri/Hotkey,E=3225
mgtk/Hotkey,K=3226
mnsf/Hotkey,M=3227
moon/Hotkey,N=3228
mort/Hotkey,M=3229
nadk/Hotkey,K=3230
nadr/Hotkey,D=3231
nadw/Hotkey,W=3232
nanb/Hotkey,B=3233
nanm/Hotkey,B=3234
nass/Hotkey,A=3235
nban/Hotkey,B=3236
nbdk/Hotkey,K=3237
nbdm/Hotkey,D=3238
nbdr/Hotkey,W=3239
nbee/Hotkey,E=3240
nbel/Hotkey,L=3241
nbot/Hotkey,T=3242
nbt1/Hotkey,B=3243
nbt2/Hotkey,U=3244
nbwm/Hotkey,D=3245
nbzd/Hotkey,D=3246
nbzk/Hotkey,K=3247
nbzw/Hotkey,W=3248
ncap/Hotkey,P=3249
ncat/Hotkey,D=3250
ncaw/Hotkey,R=3251
ncea/Hotkey,A=3252
ncen/Hotkey,O=3253
ncer/Hotkey,D=3254
ncg1/Hotkey,C=3255
ncg2/Hotkey,C=3256
ncg3/Hotkey,C=3257
ncgb/Hotkey,C=3258
nchg/Hotkey,G=3259
nchp/Hotkey,C=3260
nchr/Hotkey,R=3261
nchw/Hotkey,W=3262
nckb/Hotkey,K=3263
ncmw/Hotkey,M=3264
ncpn/Hotkey,P=3265
ncta/Hotkey,U=3266
ncte/Hotkey,U=3267
nctl/Hotkey,T=3268
ndrd/Hotkey,S=3269
ndrl/Hotkey,D=3270
ndrm/Hotkey,D=3271
ndt1/Hotkey,C=3272
ndt2/Hotkey,U=3273
ndtb/Hotkey,B=3274
ndth/Hotkey,H=3275
ndtp/Hotkey,P=3276
ndtr/Hotkey,T=3277
ndtt/Hotkey,D=3278
ndtw/Hotkey,W=3279
negt/Hotkey,G=3280
nenf/Hotkey,E=3281
net1/Hotkey,E=3282
net2/Hotkey,U=3283
nfa1/Hotkey,F=3284
nfa2/Hotkey,F=3285
nfac/Hotkey,F=3286
nfps/Hotkey,F=3287
nfrs/Hotkey,F=3288
nfsh/Hotkey,H=3289
nfsp/Hotkey,P=3290
nft1/Hotkey,F=3291
nft2/Hotkey,U=3292
nftb/Hotkey,B=3293
nftk/Hotkey,W=3294
nftr/Hotkey,T=3295
nftt/Hotkey,F=3296
ngdk/Hotkey,K=3297
ngir/Hotkey,G=3298
ngna/Hotkey,A=3299
ngnb/Hotkey,B=3300
ngno/Hotkey,R=3301
ngns/Hotkey,S=3302
ngnv/Hotkey,O=3303
ngnw/Hotkey,W=3304
ngrd/Hotkey,D=3305
ngrk/Hotkey,U=3306
ngrw/Hotkey,W=3307
ngsp/Hotkey,S=3308
nhea/Hotkey,R=3309
nheb/Hotkey,B=3310
nhew/Hotkey,W=3311
nhrr/Hotkey,R=3312
nhrw/Hotkey,W=3313
nhyc/Hotkey,T=3314
nhym/Hotkey,Y=3315
nitb/Hotkey,B=3316
nits/Hotkey,B=3317
nitt/Hotkey,T=3318
nkob/Hotkey,K=3319
nkog/Hotkey,G=3320
nlds/Hotkey,D=3321
nlsn/Hotkey,R=3322
nmfs/Hotkey,M=3323
nmgv/Hotkey,V=3324
nmgw/Hotkey,W=3325
nmpe/Hotkey,V=3326
nmrr/Hotkey,H=3327
nmsn/Hotkey,G=3328
nmyr/Hotkey,M=3329
nmys/Hotkey,M=3330
nnad/Hotkey,L=3331
nndk/Hotkey,K=3332
nndr/Hotkey,D=3333
nnfm/Hotkey,C=3334
nnht/Hotkey,H=3335
nnmg/Hotkey,R=3336
nnsa/Hotkey,A=3337
nnsg/Hotkey,S=3338
nnsu/Hotkey,S=3339
nnsw/Hotkey,S=3340
nntg/Hotkey,D=3341
nntt/Hotkey,T=3342
nnwa/Hotkey,W=3343
nnwl/Hotkey,N=3344
nogl/Hotkey,L=3345
nogm/Hotkey,M=3346
nogr/Hotkey,W=3347
nomg/Hotkey,G=3348
nowb/Hotkey,W=3349
npfl/Hotkey,F=3350
npgf/Hotkey,F=3351
npn1/Hotkey,F=3352
npn2/Hotkey,T=3353
npn3/Hotkey,E=3354
npn4/Hotkey,F=3355
npn5/Hotkey,T=3356
npn6/Hotkey,E=3357
nrdk/Hotkey,W=3358
nrdr/Hotkey,K=3359
nrog/Hotkey,R=3360
nrvs/Hotkey,F=3361
nrwm/Hotkey,D=3362
nrzm/Hotkey,M=3363
nsbs/Hotkey,D=3364
nsc2/Hotkey,C=3365
nsc3/Hotkey,C=3366
nscb/Hotkey,C=3367
nskf/Hotkey,B=3368
nskm/Hotkey,K=3369
nslf/Hotkey,F=3370
nsnp/Hotkey,D=3371
nstl/Hotkey,S=3372
nsts/Hotkey,S=3373
nthl/Hotkey,T=3374
ntrt/Hotkey,T=3375
ntt1/Hotkey,D=3376
ntx2/Hotkey,U=3377
nvdg/Hotkey,V=3378
nvdw/Hotkey,V=3379
nwgs/Hotkey,C=3380
nws1/Hotkey,D=3381
nzep/Hotkey,Z=3382
oalt/Hotkey,A=3383
obar/Hotkey,B=3384
obea/Hotkey,E=3385
obot/Hotkey,T=3386
ocat/Hotkey,D=3387
ocbw/Hotkey,O=3388
ocor/Hotkey,B=3389
odef/Hotkey,B=3390
odes/Hotkey,F=3391
odoc/Hotkey,W=3392
ofir/Hotkey,F=3393
ofor/Hotkey,M=3394
ofro/Hotkey,R=3395
ofrt/Hotkey,U=3396
ogre/Hotkey,H=3397
ogru/Hotkey,G=3398
ohun/Hotkey,T=3399
ojgn/Hotkey,R=3400
okod/Hotkey,K=3401
oli2/Hotkey,L=3402
olig/Hotkey,L=3403
opeo/Hotkey,P=3404
orai/Hotkey,R=3405
oshm/Hotkey,S=3406
osld/Hotkey,S=3407
oslo/Hotkey,S=3408
ospm/Hotkey,T=3409
ospw/Hotkey,T=3410
ostr/Hotkey,U=3411
otau/Hotkey,T=3412
otbk/Hotkey,T=3413
otbr/Hotkey,B=3414
otrb/Hotkey,O=3415
otto/Hotkey,T=3416
oven/Hotkey,V=3417
ovln/Hotkey,V=3418
owtw/Hotkey,W=3419
owyv/Hotkey,W=3420
pams/Hotkey,A=3421
pclr/Hotkey,Y=3422
pdiv/Hotkey,D=3423
pghe/Hotkey,R=3424
pgin/Hotkey,I=3425
pgma/Hotkey,M=3426
phea/Hotkey,P=3427
pinv/Hotkey,I=3428
plcl/Hotkey,C=3429
pman/Hotkey,M=3430
pnvl/Hotkey,N=3431
pnvu/Hotkey,I=3432
pomn/Hotkey,O=3433
pres/Hotkey,R=3434
prvt/Hotkey,V=3435
pspd/Hotkey,S=3436
rag1/Hotkey,A=3437
ram1/Hotkey,R=3438
ram2/Hotkey,R=3439
ram3/Hotkey,R=3440
ram4/Hotkey,R=3441
rat3/Hotkey,K=3442
rat9/Hotkey,C=3443
rde0/Hotkey,1=3444
rde1/Hotkey,2=3445
rde2/Hotkey,3=3446
rde3/Hotkey,4=3447
rde4/Hotkey,5=3448
rdis/Hotkey,D=3449
rej1/Hotkey,R=3450
rej2/Hotkey,R=3451
rej3/Hotkey,R=3452
rej4/Hotkey,R=3453
rej5/Hotkey,R=3454
rej6/Hotkey,R=3455
rhe1/Hotkey,H=3456
rhe2/Hotkey,H=3457
rhe3/Hotkey,H=3458
rhth/Hotkey,H=3459
rin1/Hotkey,I=3460
rlif/Hotkey,R=3461
rma2/Hotkey,M=3462
rman/Hotkey,M=3463
rnec/Hotkey,R=3464
rots/Hotkey,R=3465
rreb/Hotkey,B=3466
rres/Hotkey,R=3467
rspd/Hotkey,D=3468
rsps/Hotkey,S=3469
rst1/Hotkey,S=3470
rugt/Hotkey,R=3471
rump/Hotkey,R=3472
rwat/Hotkey,W=3473
rwiz/Hotkey,B=3474
sbok/Hotkey,B=3475
schl/Hotkey,H=3476
scul/Hotkey,I=3477
sfog/Hotkey,C=3478
shas/Hotkey,S=3479
shcw/Hotkey,S=3480
shdt/Hotkey,D=3481
shea/Hotkey,H=3482
shen/Hotkey,E=3483
shhn/Hotkey,H=3484
shrs/Hotkey,S=3485
shtm/Hotkey,H=3486
shwd/Hotkey,S=3487
silk/Hotkey,S=3488
skul/Hotkey,K=3489
sman/Hotkey,M=3490
sneg/Hotkey,N=3491
sor1/Hotkey,O=3492
sor2/Hotkey,O=3493
sor3/Hotkey,O=3494
sor4/Hotkey,O=3495
sor5/Hotkey,O=3496
sor6/Hotkey,O=3497
sor7/Hotkey,O=3498
sor8/Hotkey,O=3499
sor9/Hotkey,O=3500
sora/Hotkey,O=3501
sorf/Hotkey,O=3502
spre/Hotkey,E=3503
spro/Hotkey,R=3504
spsh/Hotkey,A=3505
srbd/Hotkey,B=3506
sreg/Hotkey,R=3507
sres/Hotkey,R=3508
srtl/Hotkey,S=3509
ssan/Hotkey,N=3510
ssil/Hotkey,E=3511
stel/Hotkey,E=3512
stpg/Hotkey,P=3513
stre/Hotkey,R=3514
stwa/Hotkey,W=3515
stwp/Hotkey,T=3516
tbak/Hotkey,K=3517
tbar/Hotkey,B=3518
tbsm/Hotkey,B=3519
tcas/Hotkey,A=3520
tdex/Hotkey,A=3521
tels/Hotkey,T=3522
texp/Hotkey,E=3523
tfar/Hotkey,F=3524
tgrh/Hotkey,G=3525
thdm/Hotkey,T=3526
tint/Hotkey,T=3527
tkno/Hotkey,P=3528
tlum/Hotkey,R=3529
tmsc/Hotkey,T=3530
tret/Hotkey,O=3531
tsct/Hotkey,V=3532
tstr/Hotkey,S=3533
uabc/Hotkey,A=3534
uabo/Hotkey,A=3535
uaco/Hotkey,C=3536
uaod/Hotkey,A=3537
uarb/Hotkey,B=3538
uban/Hotkey,B=3539
ubon/Hotkey,B=3540
ubot/Hotkey,T=3541
ubsp/Hotkey,T=3542
ucrm/Hotkey,F=3543
ucry/Hotkey,F=3544
udes/Hotkey,F=3545
ufro/Hotkey,F=3546
ugar/Hotkey,A=3547
ugho/Hotkey,G=3548
ugol/Hotkey,G=3549
ugrm/Hotkey,A=3550
ugrv/Hotkey,V=3551
umtw/Hotkey,M=3552
unec/Hotkey,N=3553
unp1/Hotkey,U=3554
unp2/Hotkey,U=3555
unpl/Hotkey,N=3556
uobs/Hotkey,O=3557
usap/Hotkey,S=3558
usep/Hotkey,C=3559
ushp/Hotkey,H=3560
uslh/Hotkey,H=3561
utod/Hotkey,T=3562
utom/Hotkey,R=3563
uubs/Hotkey,B=3564
uzg1/Hotkey,T=3565
uzg2/Hotkey,N=3566
uzig/Hotkey,Z=3567
vamp/Hotkey,V=3568
ward/Hotkey,W=3569
will/Hotkey,I=3570
wneg/Hotkey,N=3571
wneu/Hotkey,N=3572
wolg/Hotkey,O=3573
woms/Hotkey,W=3574
wshs/Hotkey,W=3575
wtlg/Hotkey,L=3576
zcso/Hotkey,C=3577
zhyd/Hotkey,H=3578
zjug/Hotkey,R=3579
zmar/Hotkey,M=3580
zshv/Hotkey,K=3581
zsmc/Hotkey,M=3582
zzrg/Hotkey,Z=3583
Arev/Hotkey,Q=3584
Arev1/Hotkey,Q=3585
Arev2/Hotkey,W=3586
Arev3/Hotkey,E=3587
Arev4/Hotkey,R=3588
Arev5/Hotkey,T=3589
UI/Hotkey/PushButton,F8=3590
Button/Hotkey/AdrenalRush,W=3591
Button/Hotkey/AdrenalRush2,W=3592
Button/Hotkey/AssaultLeap,E=3593
Button/Hotkey/BioPlasma,B=3594
Button/Hotkey/FleshHooks,F=3595
Button/Hotkey/Gargoyle,Y=3596
Button/Hotkey/Genestealer,G=3597
Button/Hotkey/GrowTyranidUnits,T=3598
Button/Hotkey/Hormagaunt,H=3599
Button/Hotkey/InfiltrateLictor,C=3600
Button/Hotkey/InfiltrateOff,D=3601
Button/Hotkey/InsatiablePounce,C=3602
Button/Hotkey/Lictor,L=3603
Button/Hotkey/PsychicScream,E=3604
Button/Hotkey/RampagingCharge,R=3605
Button/Hotkey/Ravener,R=3606
Button/Hotkey/RavenerTunnel,D=3607
Button/Hotkey/Ripper,Q=3608
Button/Hotkey/SeismicRoar,E=3609
Button/Hotkey/Shieldwall,Z=3610
Button/Hotkey/Termagant,A=3611
Button/Hotkey/Terrify,W=3612
Button/Hotkey/TrainBiovore,B=3613
Button/Hotkey/TrainCarnifex,C=3614
Button/Hotkey/TrainTermagant,A=3615
Button/Hotkey/TyrantGuard,T=3616
Button/Hotkey/TyranidWarrior,W=3617
Button/Hotkey/WZBuild,B=3618
Button/Hotkey/WZBResourcesHub,Q=3619
Button/Hotkey/WZBVespeneDerrick,W=3620
Button/Hotkey/WZBOilDerrick,W=3621
Button/Hotkey/WZBPower,E=3622
Button/Hotkey/WZBHeadquarters,R=3623
Button/Hotkey/WZBCommandRelay,T=3624
Button/Hotkey/WZBCyborgFactory,A=3625
Button/Hotkey/WZBWarFactoryLight,S=3626
Button/Hotkey/WZBVtolFactoryLight,D=3627
Button/Hotkey/WZBResearchFacility,F=3628
Button/Hotkey/WZBVtolPad,G=3629
Button/Hotkey/WZBRepairFacility,Z=3630
Button/Hotkey/WZBSatelliteUplinkCentre,X=3631
Button/Hotkey/WZBLaserSatelliteControlPost,C=3632
Button/Hotkey/WZCCombatEngineer,Z=3633
Button/Hotkey/WZMGUNResearch,Q=3634
Button/Hotkey/WZCANOResearch,W=3635
Button/Hotkey/WZROCKResearch,E=3636
Button/Hotkey/WZMORTResearch,R=3637
Button/Hotkey/WZFLAMResearch,T=3638
Button/Hotkey/WZLASRResearch,A=3639
Button/Hotkey/WZGAUSResearch,S=3640
Button/Hotkey/WZMISSResearch,D=3641
Button/Hotkey/WZHOWIResearch,F=3642
Button/Hotkey/WZBOMBResearch,G=3643
Button/Hotkey/WZBASEResearch,Z=3644
Button/Hotkey/WZSYSTResearch,X=3645
Button/Hotkey/WZVEHCResearch,C=3646
Button/Hotkey/WZCYBGResearch,V=3647
Button/Hotkey/WZTankDesigner1,Q=3648
Button/Hotkey/WZTankDesigner2,W=3649
Button/Hotkey/WZTankDesigner3,E=3650
Button/Hotkey/WZTankDesigner4,R=3651
Button/Hotkey/WZTankDesigner5,T=3652
Button/Hotkey/WZTankDesigner6,A=3653
Button/Hotkey/WZTankDesigner7,S=3654
Button/Hotkey/WZTankDesigner8,D=3655
Button/Hotkey/WZTankDesigner9,F=3656
Button/Hotkey/WZTankDesigner10,G=3657
Button/Hotkey/WZTankDesigner11,Z=3658
Button/Hotkey/WZTankDesigner12,X=3659
Button/Hotkey/WZTankDesigner13,C=3660
Button/Hotkey/WZTankDesigner14,V=3661
Button/Hotkey/ZCCombatEngineer,W=3662
Button/Hotkey/ZCMechanic,E=3663
Button/Hotkey/ZCMachinegunner,R=3664
Button/Hotkey/ZCHeavyGunner,T=3665
Button/Hotkey/ZCAssaultGunner,A=3666
Button/Hotkey/ZCFlamer,S=3667
Button/Hotkey/ZCThermiteFlamer,D=3668
Button/Hotkey/ZCGrenadier,F=3669
Button/Hotkey/ZCLancer,G=3670
Button/Hotkey/ZCFlashlightGunner,Z=3671
Button/Hotkey/ZCNeedleGunner,X=3672
Button/Hotkey/ZCScourge,C=3673
Button/Hotkey/ZCSuperHeavyGunner,Q=3674
Button/Hotkey/ZCSuperAutoCannon,W=3675
Button/Hotkey/ZCSuperHVC,E=3676
Button/Hotkey/ZCSuperTankKiller,R=3677
Button/Hotkey/ZCSuperScourge,T=3678
Button/Hotkey/ZCSuperPulseLaser,A=3679
Button/Hotkey/ZCSuperRailGunner,S=3680
