Actor/EditorSuffix/GuideVisualQuadSplat,=0
Actor/Name/HighTemplarPsiPStormImpactSound,Som Impacto da TempestadePS do Templário supremo /// High Templar Psi PStorm Impact Sound=2733
Actor/Name/HighTemplarPsiStormImpact,Impacto da Tempestade psiônica do Templário supremo /// High Templar Psi Storm Impact=2734
Actor/Name/HighTemplarPsiStormLaunchSound,Som de lançamento da Tempestade psiônica do Templário supremo /// High Templar Psi Storm Launch Sound=2735
Actor/Name/HighTemplarPsiStormModel,Modelo de Tempestade psiônica do Templário supremo /// High Templar Psi Storm Model=2736
Actor/Name/HighTemplarPsiStormShieldHitter,Danificador de escudo de Tempestade psiônica do Templário supremo /// High Templar Psi Storm Shield Hitter=2737
Actor/Name/HighTemplarPsiStormSound,Som de Tempestade psiônica do Templário supremo /// High Templar Psi Storm Sound=2738
Actor/Name/HighTemplarShadow,Sombra do Templário supremo /// High Templar Shadow=2739
Actor/Name/HighTemplar_Death,HighTemplar_Death /// HighTemplar_Death=2740
Actor/Name/HighYieldActiveCrystals,Cristais ativos de alto rendimento /// High Yield Active Crystals=2741
Actor/Name/HighYieldConveyorBelt,Esteira rolante com alto rendimento /// High Yield Conveyor Belt=2742
Actor/Name/HighYieldMineralCart,Vagão de minérios com alto rendimento /// High Yield Mineral Cart=2743
Actor/Name/HighYieldMineralField,Jazida de minérios de alto rendimento /// High Yield Mineral Field=2744
Actor/Name/HighYieldMineralFieldSplat,Mancha de jazida de minérios de alto rendimento /// High Yield Mineral Field Splat=2745
Actor/Name/HighYieldMineralFieldSplatSmall,Mancha de jazida de minérios de alto rendimento Pequena /// High Yield Mineral Field Splat Small=2746
Actor/Name/HighYieldStorage,Armazém de alto rendimento /// High Yield Storage=2747
Actor/Name/Hive,Colmeia /// Hive=2748
Actor/Name/HoldingPenDoodad,Jaula de contenção /// Holding Pen=2749
Actor/Name/HomeLarge,Lar do colono grande /// Colonist Home Large=2750
Actor/Name/HomeLargeDoodad,Início grande /// Home Large=2751
Actor/Name/HomeSmall,Lar do colono pequeno /// Colonist Home Small=2752
Actor/Name/HomeSmallDoodad,Início pequeno /// Home Small=2753
Actor/Name/HunterSeekerAttack,Caçador Rastreador Ataque /// Hunter Seeker Attack=2754
Actor/Name/HunterSeekerAttackMissile,Caçador Rastreador Ataque Míssil /// Hunter Seeker Attack Missile=2755
Actor/Name/HunterSeekerFailDeath,Caçador Rastreador Falha Morte /// Hunter Seeker Fail Death=2756
Actor/Name/HunterSeekerFailSound,Caçador Rastreador Falha Som /// Hunter Seeker Fail Sound=2757
Actor/Name/HunterSeekerHappySound,Caçador Rastreador Som Feliz /// Hunter Seeker Happy Sound=2758
Actor/Name/HunterSeekerLaunchSound,Caçador Rastreador Som de Lançamento /// Hunter Seeker Launch Sound=2759
Actor/Name/HunterSeekerRange,Alcance do Caçador Rastreador /// Hunter Seeker Range=2760
Actor/Name/HunterSeekerTrackingBeam,Feixe rastreador do Caçador Rastreador /// Hunter Seeker Tracking Beam=2761
Actor/Name/Hydralisk,Hidralisca /// Hydralisk=2762
Actor/Name/HydraliskACGluescreenDummy,Hidralisca=2763
Actor/Name/HydraliskAirAttack,Hidralisca - Ataque aéreo /// Hydralisk Air Attack=2764
Actor/Name/HydraliskAirAttackMissile,Hidralisca - Ataque aéreo - Míssil /// Hydralisk Air Attack Missile=2765
Actor/Name/HydraliskAttack,Hidralisca - Ataque /// Hydralisk Attack=2766
Actor/Name/HydraliskAttackImpactModel,Hidralisca Ataque Impacto Modelo /// Hydralisk Attack Impact Model=2767
Actor/Name/HydraliskAttackMissile,Hidralisca Ataque Míssil /// Hydralisk Attack Missile=2768
Actor/Name/HydraliskBurrowedSplat,Mancha de Hidralisca entocada /// Hydralisk Burrowed Splat=2769
Actor/Name/HydraliskDen,Covil de Hidraliscas /// Hydralisk Den=2770
Actor/Name/HydraliskDenBuild,Construir Covil de Hidraliscas /// Hydralisk Den Build=2771
Actor/Name/HydraliskGroundAttack,Hidralisca - Ataque terrestre /// Hydralisk Ground Attack=2772
Actor/Name/HydraliskGroundAttackMissile,Hidralisca - Míssil de ataque terrestre /// Hydralisk Ground Attack Missile=2773
Actor/Name/HydraliskLurkerACGluescreenDummy,Hidralisca=2774
Actor/Name/HydraliskMeleeAttack,Hidralisca Ataque Corpo a corpo /// Hydralisk Melee Attack=2775
Actor/Name/HydraliskMeleeAttackLaunch,Hidralisca Ataque Corpo a corpo Lançamento /// Hydralisk Melee Attack Launch=2776
Actor/Name/Hydralisk_Death,Hydralisk_Death /// Hydralisk_Death=2777
Actor/Name/Immortal,Imortal /// Immortal=2778
Actor/Name/ImmortalACGluescreenDummy,Imortal=2779
Actor/Name/ImmortalAttack,Imortal - Ataque /// Immortal Attack=2780
Actor/Name/ImmortalTurret,Imortal - Torre /// Immortal Turret=2781
Actor/Name/Immortoid,=2782
Actor/Name/InfestationPit,Fosso de infestação /// Infestation Pit=2783
Actor/Name/InfestationPitBuild,Fosso de infestação - Construir /// Infestation Pit Build=2784
Actor/Name/InfestedTerranAttackImpact,Terrano infestado Ataque Impacto /// Infested Terran Attack Impact=2785
Actor/Name/InfestedTerranEggDeath,Morte de ovo de Terrano infestado /// Infested Terran Egg Death=2786
Actor/Name/InfestedTerranHatch,Chocar Terrano infestado /// Infested Terran Hatch=2787
Actor/Name/InfestedTerrans,Enxame infestado /// Infested Swarm=2788
Actor/Name/InfestedTerransEgg,Ovo de Terrano infestado /// Infested Swarm Egg=2789
Actor/Name/InfestedTerransMissile,Infestado - Enxame - Míssil /// Infested Swarm Missile=2790
Actor/Name/InfestedTerransRange,Terranos infestados Alcance /// Infested Terrans Range=2791
Actor/Name/Infestor,Infestador /// Infestor=2792
Actor/Name/InfestorBurrowedSplat,Infestador - Mancha /// Infestor Burrowed Splat=2793
Actor/Name/InfestorTerran,Infestador - Terrano /// Infestor Terran=2794
Actor/Name/InfestorTerranAttack,Ataque de Infestador Terrano /// Infestor Terran Attack=2795
Actor/Name/InfestorTerranBurrowedSplat,Terrano infestado Entocado Mancha /// Infestor Terran Burrowed Splat=2796
Actor/Name/Infestor_Death,Infestor_Death /// Infestor_Death=2797
Actor/Name/Interceptor,Interceptor /// Interceptor=2798
Actor/Name/InterceptorAttack,Ataque de Interceptor /// Interceptor Attack=2799
Actor/Name/InterceptorAttackBeam,Feixe de ataque de Interceptor /// Interceptor Attack Beam=2800
Actor/Name/InterceptorAttackImpactModel,=2801
Actor/Name/InvisibleCurtain,Proteção (Bloqueador de campo de visão) /// Curtain (LOS BLOCKER)=2802
Actor/Name/JoriumStockpileDoodad,Estoque de jorium /// Jorium Stockpile=2803
Actor/Name/JunkPileSpaceShips,Porto da Morte - Pilha de entulho /// Deadman's Port Spaceship Junk Pile=2804
Actor/Name/KarakFemale,Karak fêmea /// Karak Female=2805
Actor/Name/KarakMale,Karak macho /// Karak Male=2806
Actor/Name/KhaydarinMonolithACGluescreenDummy,Monólito Khaydarin=2807
Actor/Name/Killwall,Parede de execução /// Execution Wall=2808
Actor/Name/KillwallLarge,Parede de execução grande /// Execution Wall Large=2809
Actor/Name/KnockbackAnim,=2810
Actor/Name/KorhalBridgeLongDestroyed,Korhal - Ponte longa destruída /// Korhal Bridge Long Destroyed=2811
Actor/Name/KorhalBuilding,Korhal - Estrutura /// Korhal Building=2812
Actor/Name/KorhalBuildingDebris,Korhal - Escombros de estruturas /// Korhal Building Debris=2813
Actor/Name/KorhalBuildingWrecked,Korhal - Estrutura destroçada /// Korhal Building Wrecked=2814
Actor/Name/KorhalBuildingWreckedSmall,Korhal - Estrutura pequena destroçada /// Korhal Building Wrecked Small=2815
Actor/Name/KorhalCurtain,Proteção (Bloqueador de campo de visão) /// Curtain (LOS BLOCKER)=2816
Actor/Name/KorhalFlag,Korhal - Bandeira /// Korhal Flag=2817
Actor/Name/KorhalLoneMarineStatue,Korhal - Estátua do soldado solitário /// Korhal Lone Marine Statue=2818
Actor/Name/KorhalStoreFront,Fachada /// Store Front=2819
Actor/Name/KorhalWraithSquadronStatue,Korhal - Estátua de esquadrão de Espectro /// Korhal Wraith Squadron Statue=2820
Actor/Name/LabWeaponCase,Suporte de arma do laboratório /// Lab Weapon Case=2821
Actor/Name/Lair,Antro /// Lair=2822
Actor/Name/LandingLights,Pouso - Luzes /// Landing Lights=2823
Actor/Name/LandingTower,Torre de controle /// Landing Tower=2824
Actor/Name/LargeBurrowDownEffects,Grande - Efeito - Entocar para baixo /// Large Burrow Down Effects=2825
Actor/Name/LargeBurrowUpEffects,Grande - Efeito - Entocar para cima /// Large Burrow Up Effects=2826
Actor/Name/Larva,Larva /// Larva=2827
Actor/Name/LarvaEggBirth,Larva - Criação de ovo /// Larva Egg Birth=2828
Actor/Name/LarvaRelease,Liberar larva /// Larva Release=2829
Actor/Name/LarvaReleaseMissile,Larva - Liberação - Míssil /// Larva Release Missile=2830
Actor/Name/LarvaTrain,Treinar Larva /// Larva Train=2831
Actor/Name/Larva_Death,Larva_Death /// Larva_Death=2832
Actor/Name/LavaFlare,Sinalizador de lava /// Lava Flare=2833
Actor/Name/LavaSplash,Esguicho de lava /// Lava Splash=2834
Actor/Name/LavaSplashBig,Esguicho de lava grande /// Lava Splash Big=2835
Actor/Name/Lavafall,Derramamento de lava /// Lavafall=2836
Actor/Name/LeechModel,Modelo Parasita /// Leech Model=2837
Actor/Name/LeechRange,Alcance do Parasita /// Leech Range=2838
Actor/Name/Logo_LeaguePrimary,=2839
Actor/Name/Logo_LeagueSecondary,=2840
Actor/Name/Logo_PlayerPrimary,=2841
Actor/Name/Logo_PlayerSecondary,=2842
Actor/Name/LurkerACGluescreenDummy,Furtivo=2843
Actor/Name/Lyote,Lyote /// Lyote=2844
Actor/Name/LyoteDeath,Morte de Lyote /// Lyote Death=2845
Actor/Name/Lyote_Death,Lyote_Death /// Lyote_Death=2846
Actor/Name/MULE,MULE /// MULE=2847
Actor/Name/MULEReadySound,Som de MULE pronto /// MULE Ready Sound=2848
Actor/Name/MULERepairSound,Som de reparo do MULE /// MULE Repair Sound=2849
Actor/Name/MammothFossils,Fósseis de Mamute /// Mammoth Fossils=2850
Actor/Name/MarSaraBones,Ossos /// Bones=2851
Actor/Name/MarSaraBridge,Ponte /// Bridge=2852
Actor/Name/MarSaraBridgeBLUR,BLUR de ponte de Mar Sara /// Mar Sara Bridge BLUR=2853
Actor/Name/MarSaraBridgeBRUL,BRUL de ponte de Mar Sara /// Mar Sara Bridge BRUL=2854
Actor/Name/MarSaraBridgeDestroyed,Ponte (destruída) /// Bridge (Destroyed)=2855
Actor/Name/MarSaraBridgeLong,Ponte longa /// Bridge Long=2856
Actor/Name/MarSaraBridgeLongDestroyed,Ponte longa (destruída) /// Bridge Long (Destroyed)=2857
Actor/Name/MarSaraBush,Moita /// Bush=2858
Actor/Name/MarSaraCactus,Cacto /// Cactus=2859
Actor/Name/MarSaraCliffDoodadLarge,Caverna /// Cave=2860
Actor/Name/MarSaraCliffDoodadLargeLow,Penhasco - Acessório (grande - baixo) /// Cliff Doodad (Large Low) =2861
Actor/Name/MarSaraConveyorBelt,Esteira /// Conveyor Belt=2862
Actor/Name/MarSaraCrack,Rachaduras /// Cracks=2863
Actor/Name/MarSaraCurtain,Proteção (Bloqueador de campo de visão) /// Curtain (LOS BLOCKER)=2864
Actor/Name/MarSaraDirtPileLarge,Pilha de terra grande /// Dirt Pile Large=2865
Actor/Name/MarSaraDirtPileSmall,Pilha de terra pequena /// Dirt Pile Small=2866
Actor/Name/MarSaraFoliage,Folhagem - Mar Sara /// Foliage - Mar Sara=2867
Actor/Name/MarSaraGroundProps,Itens de solo /// Ground Props=2868
Actor/Name/MarSaraMineCart,Vagonete de mina /// Mine Cart=2869
Actor/Name/MarSaraSkeletonLarge,Esqueleto grande /// Skeleton Large=2870
Actor/Name/MarSaraSkeletonSmall,Esqueleto pequeno /// Skeleton Small=2871
Actor/Name/MarSaraTree,Árvore /// Tree=2872
Actor/Name/MarSaraTreeDead,Árvore morta /// Tree - Mar Sara=2873
Actor/Name/MarSaraTunnel,Túnel /// Tunnel=2874
Actor/Name/MarSaraVine,Trepadeira /// Vine=2875
Actor/Name/Marauder,Demolidor /// Marauder=2876
Actor/Name/MarauderACGluescreenDummy,Demolidor=2877
Actor/Name/MarauderAttack,Ataque do Demolidor /// Marauder Attack=2878
Actor/Name/MarauderAttackBase,Ataque básico do Demolidor /// Marauder Attack Base=2879
Actor/Name/MarauderAttackMissile,Ataque míssil do Demolidor /// Marauder Attack Missile=2880
Actor/Name/MarauderUpgradedAttack,Ataque aprimorado do Demolidor /// Marauder Upgraded Attack=2881
Actor/Name/Marauder_Stimpack,Marauder_Stimpack /// Marauder_Stimpack=2882
Actor/Name/Marine,Soldado /// Marine=2883
Actor/Name/MarineACGluescreenDummy,Soldado=2884
Actor/Name/MarineAttack,Soldado - Ataque /// Marine Attack=2885
Actor/Name/MarineCheerSquib,Efeito de Torcida de Soldado /// Marine Cheer Squib=2886
Actor/Name/MarineCheerSquibSound,Som do Efeito de Torcida de Soldado /// Marine Cheer Squib Sound=2887
Actor/Name/Marine_Death,Marine_Death /// Marine_Death=2888
Actor/Name/Marine_Stimpack,Marine_Stimpack /// Marine_Stimpack=2889
Actor/Name/MassRecallCursorSplat,Mancha Cursor Convocação em massa /// Mass Recall Cursor Splat=2890
Actor/Name/MedicACGluescreenDummy,Médico=2891
Actor/Name/MediumBurrowDownEffects,Meio - Efeitos - Entocar para baixo /// Medium Burrow Down Effects=2892
Actor/Name/MediumBurrowUpEffects,Meio - Efeitos - Entocar para cima /// Medium Burrow Up Effects=2893
Actor/Name/Medivac,Ambunave /// Medivac=2894
Actor/Name/MedivacHealBeam,Feixe de cura da Ambunave /// Medivac Heal Beam=2895
Actor/Name/MedivacHealBeamImpactSite,Local de impacto do feixe de cura da Ambunave /// Medivac Heal Beam Impact Site=2896
Actor/Name/MedivacHealBeamLaunchSite,Ambunave - Feixe de cura - Lançamento - Local /// Medivac Heal Beam Launch Site=2897
Actor/Name/MedivacHealBeamRev1,Feixe de cura da Ambunave Rev1 /// Medivac Heal Beam Rev1=2898
Actor/Name/MedivacHealModel,Ambunave - Cura - Modelo /// Medivac Heal Model=2899
Actor/Name/MedivacHealModelRev1,Modelo de cura da Ambunave Rev1 /// Medivac Heal Model Rev1=2900
Actor/Name/MedivacHealSound,Som de cura de Ambunave /// Medivac Heal Sound=2901
Actor/Name/MedivacHealSoundRev1,Som de cura de Ambunave Rev 1 /// Medivac Heal Sound Rev1=2902
Actor/Name/MedivacHealSoundStart,Som de cura de Ambunave Início /// Medivac Heal Sound Start=2903
Actor/Name/MedivacHealSoundStop,Som de cura de Ambunave Parar /// Medivac Heal Sound Stop=2904
Actor/Name/MedivacTransportAnim,AmbunaveTransporte - Animação /// MedivacTransport Anim=2905
Actor/Name/MedivacTransportLoadSound,Som de Carregar do transporte Ambunave /// MedivacTransport Load Sound=2906
Actor/Name/MedivacTransportUnloadSound,Som de Descarregar do trannsporte Ambunave /// MedivacTransport Unload Sound=2907
Actor/Name/MeinhoffCrater,Cratera /// Crater=2908
Actor/Name/MeinhoffCraterLarge,Cratera grande /// Crater Large=2909
Actor/Name/MeinhoffCraterSmall,Cratera pequena /// Crater Small=2910
Actor/Name/MeinhoffCurtain,Meinhoff /// Meinhoff=2911
Actor/Name/MengskStatue,Mengsk - Estátua (Unidade) /// Mengsk Statue (Unit)=2912
Actor/Name/MengskStatueAlone,Estátua de Mengsk sozinho (unidade) /// Mengsk Statue Alone (Unit)=2913
Actor/Name/MengskStatueAloneDoodad,Estátua de Mengsk sozinho (acessório) /// Mengsk Statue Alone (Doodad)=2914
Actor/Name/MercDropModel,Mercenário - Modelo de entrega /// Merc Drop Model=2915
Actor/Name/MercDropSOpShadow,Sombra de desembarque de Merc SOp /// Merc Drop SOp Shadow=2916
Actor/Name/MetalGateDiagonal,Portal de metal - Diagonal /// Metal Gate Diagonal=2917
Actor/Name/MetalGateStraight,Portal de metal - Reto /// Metal Gate Straight=2918
Actor/Name/MetalWall,Parede de metal /// Metal Wall=2919
Actor/Name/MetalWallCorner,Parede de metal - Canto /// Metal Wall Corner=2920
Actor/Name/MetalWallDiagonal,Parede de metal - Diagonal /// Metal Wall Diagonal=2921
Actor/Name/MineralBase,Base de minérios /// Mineral Base=2922
Actor/Name/MineralCart,Vagonete de minério /// Mineral Cart=2923
Actor/Name/MineralField,Jazida de minérios /// Mineral Field=2924
Actor/Name/MineralFieldSplat,Jazida de minérios - Mancha /// Mineral Field Splat=2925
Actor/Name/MineralFieldSplatBase,Jazida de minérios - Base - Mancha /// Mineral Field Splat Base=2926
Actor/Name/MineralFieldSplatSmall,Jazida de minérios mancha menor /// Mineral Field Splat Small=2927
Actor/Name/MiningBot,Ladrão minerador /// Mining Bot=2928
Actor/Name/MiningBotWrecked,Ladrão minerador - Destroçado /// Mining Bot Wrecked=2929
Actor/Name/MissilePodsAnim,Lança mísseis - Animação /// Missile Pods Anim=2930
Actor/Name/MissileTurret,Torre de mísseis /// Missile Turret=2931
Actor/Name/MissileTurretACGluescreenDummy,Torre de mísseis=2932
Actor/Name/MissileTurretAttack,Torre de mísseis - Ataque /// Missile Turret Attack=2933
Actor/Name/MissileTurretAttackMissile,Míssil de ataque de Torre de mísseis /// Missile Turret Attack Missile=2934
Actor/Name/MissileTurretBuild,Construir Torre de mísseis /// Missile Turret Build=2935
Actor/Name/MissileTurretProtectRange,Alcance de proteção da Torre de mísseis /// Missile Turret Protect Range=2936
Actor/Name/MissileTurretSplat,Mancha de Torre de mísseis /// Mi Tu Splat=2937
Actor/Name/MissileTurretTurret,Torre de mísseis /// Mi Tu Turret=2938
Actor/Name/MonlythArchway,Monlyth - Arcada /// Monlyth Archway=2939
Actor/Name/MonlythArchwaySmall,Monlyth - Arcada pequena /// Monlyth Archway Small=2940
Actor/Name/MonlythCrystals,Monlyth - Cristais /// Monlyth Crystals=2941
Actor/Name/MonlythCurtain,Monlyth /// Monlyth=2942
Actor/Name/MonlythFoliage,Folhagem - Monlyth /// Foliage Monlyth=2943
Actor/Name/MonlythHead,Monlyth - Cabeça /// Monlyth Head=2944
Actor/Name/MonlythStonePieces,Monlyth - Pedra - Pedaços /// Monlyth Stone Pieces=2945
Actor/Name/MonlythTree,Árvore /// Tree=2946
Actor/Name/MonoCar,Monotrilho - Vagão /// Monorail Car=2947
Actor/Name/MonoRailEngine,Monotrilho - Motor /// Monorail Engine=2948
Actor/Name/MonoTrackBend90,Monotrilho - Trilho - Curva de 90 graus (C-D) /// Monorail Track 90 degree bend (U-R)=2949
Actor/Name/MonoTrackBend90_180,Monotrilho - Trilho - Curva de 90 graus (B-E) /// Monorail Track 90 degree bend (B-L)=2950
Actor/Name/MonoTrackBend90_270,Monotrilho - Trilho - Curva de 90 graus (B-D) /// Monorail Track 90 degree bend (B-R)=2951
Actor/Name/MonoTrackBend90_90,Monotrilho - Trilho - Curva de 90 graus (C-E) /// Monorail Track 90 degree bend (U-L)=2952
Actor/Name/MonoTrackBendLeft45,Monotrilho - Trilho - Curva lenta  (CE-B) /// Monorail Track slow bend (UL-B)=2953
Actor/Name/MonoTrackBendLeft45_180,Monotrilho - Trilho - Curva lenta  (C-BD) /// Monorail Track slow bend (U-BR)=2954
Actor/Name/MonoTrackBendLeft45_270,Monotrilho - Trilho - Curva lenta  (CD-E) /// Monorail Track slow bend (UR-L)=2955
Actor/Name/MonoTrackBendLeft45_90,Monotrilho - Trilho - Curva lenta  (BE-D) /// Monorail Track slow bend (BL-R)=2956
Actor/Name/MonoTrackBendRight45,Monotrilho - Trilho - Curva lenta  (CD-B) /// Monorail Track slow bend (UR-B)=2957
Actor/Name/MonoTrackBendRight45_180,Monotrilho - Trilho - Curva lenta  (CE-BD) /// Monorail Track slow bend (U-BL)=2958
Actor/Name/MonoTrackBendRight45_270,Monotrilho - Trilho - Curva lenta  (BD-E) /// Monorail Track slow bend (BR-L)=2959
Actor/Name/MonoTrackBendRight45_90,Monotrilho - Trilho - Curva lenta  (CE-D) /// Monorail Track slow bend (UL-R)=2960
Actor/Name/MonoTrackDestroyed0,Monotrilho - Trilho destruído (B) /// Monorail Track destroyed (B)=2961
Actor/Name/MonoTrackDestroyed180,Monotrilho - Trilho destruído (C) /// Monorail Track destroyed (U)=2962
Actor/Name/MonoTrackDestroyed270,Monotrilho - Trilho destruído (E) /// Monorail Track destroyed (L)=2963
