AUTHENTICATION_BETA_REGION,Beta /// Beta=0
Cutscenes/Value/TangentType/Flat,Reto /// Flat=971
Cutscenes/Value/TangentType/Linear,Linear /// Linear=972
Cutscenes/Value/TangentType/Slow,Devagar /// Slow=973
Cutscenes/Value/TangentType/Smooth,Suave /// Smooth=974
Cutscenes/Value/TangentType/Step,Passo /// Step=975
Cutscenes/Value/True,VERDADEIRO /// True=976
Cutscenes/Value/Visible,Visível /// Visible=977
Cutscenes/Value/Yes,Sim /// Yes=978
DataCollection/Name/CDataCollection,Coleta de Dados Padrão=979
DataCollection/Name/CDataCollectionAbil,Coleta de Dados Padrão (Habilidade)=980
DataCollection/Name/CDataCollectionUnit,Coleta de Dados Padrão (Unidade)=981
DataCollection/Name/CDataCollectionUpgrade,Coleta de Dados Padrão (Aprimoramento)=982
Effect/Name/CEffectCreep,=983
Effect/Name/CEffectLastTarget,=984
Effect/Name/CEffectRandomPointInCircle,=985
Effect/Name/CEffectUserData,Default Effect (CEffectUserData)=986
Effect/Name/CopyTargetSelectionAndControlGroups,=987
Effect/Name/MakePrecursor,Make Precursor=988
Effect/Name/RemovePrecursor,Remove Precursor=989
Effect/Name/SplashDamage,Splash Damage=990
Effect/Name/Suicide,Suicide=991
Effect/Name/TimedLifeFate,Timed Life Fate=992
Effect/Name/taunt,Taunt (Search)=993
Effect/Name/tauntb,Taunt (Apply Behavior)=994
Error/CantCrossChasms,Impossível mirar em unidades do outro lado de abismos. /// Can't target units across chasms.=995
Error/CantCrossCliffs,Não é possível cruzar penhascos. /// Can't travel across cliffs.=996
Error/CantPathToLocation,Impossível estabelecer trajetória para esse local. /// Can't path to that location.=997
Error/CantTargetNonZerg,Precisa mirar em unidades zergs. /// Must target zerg units.=998
Error/EffectTreeNoKey,Não foi possível encontrar a tecla na Árvore de Efeitos /// Can't find the Key in the Effect Tree=999
GameCategory/Coop_Easy/Desc,Enfrente a I.A. do computador no nível de dificuldade Fácil. /// Take on the computer A.I. at Easy difficulty level=1000
GameCategory/Coop_Easy/Name,Fácil /// Easy=1001
GameCategory/Coop_Hard/Desc,Enfrente a I.A. do computador no nível de dificuldade Difícil. /// Take on the computer A.I. at Hard difficulty level=1002
GameCategory/Coop_Hard/Name,Difícil /// Hard=1003
GameCategory/Coop_Insane/Desc,Enfrente a I.A. do computador no nível de dificuldade Insano. /// Take on the computer A.I. at Insane difficulty level=1004
GameCategory/Coop_Insane/Name,Insano /// Insane=1005
GameCategory/Coop_Medium/Desc,Enfrente a I.A. do computador no nível de dificuldade Médio. /// Take on the computer A.I. at Medium difficulty level=1006
GameCategory/Coop_Medium/Name,Médio /// Medium=1007
GameCategory/Coop_VeryEasy/Desc,Enfrente a I.A. do computador no nível de dificuldade Muito fácil. /// Take on the computer A.I. at Very Easy difficulty level=1008
GameCategory/Coop_VeryEasy/Name,Muito fácil /// Very Easy=1009
GameCategory/Coop_VeryHard/Desc,Enfrente a I.A. do computador no nível de dificuldade Muito difícil. /// Take on the computer A.I. at Very Hard difficulty level=1010
GameCategory/Coop_VeryHard/Name,Muito difícil /// Very Hard=1011
GameContentError/InvalidConfigEntry,Dados de configuração inválidos "%1" entrada "%2" /// Invalid ConfigData '%1' entry '%2'=1012
GameContentError/InvalidGameContentArrayEntry,Entrada GameContentArray inválida '%1' /// Invalid GameContentArray entry '%1'=1013
GameDebug/AbilityLimitReached,Limite de habilidade alcançado. /// Ability limit reached.=1014
GameDebug/AbsoluteTexturePath,A textura '%1' não faz referência a um arquivo em uma pasta e não pode ser carregada. /// Texture '%1' does not reference a file in an archive and cannot be loaded.=1015
GameDebug/AccumulatorInvalidBehavior,=1016
GameDebug/AnimWaitNoAnim,AnimWait: Nome de animação "%1" não está rodando no agente "%2" /// AnimWait: Animation name '%1' is not running on actor '%2'=1017
GameDebug/AnimWaitTimeout,AnimWait: Nome de animação "%1" está rodando mais tempo que o esperado (bloqueando o fio do ativador) no agente "%2" /// AnimWait: Animation name '%1'has been running longer than expected (blocking the triggerthread) on actor '%2'=1018
GameDebug/BadFood,Erro de Alimento na categoria '%1'. /// Food Error in category '%1'.=1019
GameDebug/BadTransientQueueable,'%1' está configurado como transiente mas tem tempo diferente de zero. /// '%1' is configured as transient but has a non-zero time.=1020
GameDebug/BehaviorLimitReached,Limite de comportamento alcançado. /// Behavior limit reached.=1021
GameDebug/CannotCreateMoreAbilListeners,=1022
GameDebug/CatalogOverrideNotEnabled,=1023
GameDebug/CommandOverflow,Sobrecarga de comandos: '%1' @ '%2'. /// Command overflow: '%1' @ '%2'.=1024
GameDebug/CreepTranslucentThresholdError,Limite máximo de gosma translúcida não é maior do que o limite mínimo. /// Creep translucent max threshold is not greater than min threshold.=1025
GameDebug/CutsceneAddFailed,Erro de Cinemática: Falha ao adicionar nodo ao estado. /// Cutscene Error: Failed to add node to state.=1026
GameDebug/CutsceneAnimError,Erro de Cinemática: A animação '%1' do bloco (%2) não existe no modelo '%3' do nodo de agente (%4).=1027
GameDebug/CutsceneCameraFindError,Erro de Cinemática: Impossível localizar câmera '%1'. /// Cutscene Error: Cannot find camera '%1'.=1028
GameDebug/CutsceneDuplicateBookmark,Aviso de Cinemática: Nome de marcação duplicado encontrado '%1'. /// Cutscene Warning: Duplicate bookmark name found '%1'.=1029
GameDebug/CutsceneDuplicateGUID,Erro de Cinemática: %1 - '%2' (%3) e '%4' (%5) compartilham o mesmo GUID (%6)!  O carregamento foi interrompido! /// Cutscene Error: %1 - '%2' (%3) and '%4' (%5) share the same GUID (%6)!  Loading has been stopped!=1030
GameDebug/CutsceneError,Erro no Carregamento da Cinemática: '%1' - '%2'. /// Cutscene Load Error: '%1' - '%2'.=1031
GameDebug/CutsceneFilterError,Erro de Cinemática: O filtro '%1' não é uma expressão válida.=1032
GameDebug/CutsceneFindError,Erro de Cinemática: Impossível localizar '%1v em '%2'. /// Cutscene Error: Cannot find '%1' on '%2'.=1033
GameDebug/CutsceneMissingReference,Alerta de cinemática: Faltando nodo referenciado '%1' (%2) na cinemática '%3'. /// Cutscene Warning: Missing referenced node '%1' (%2) in cutscene '%3'.=1034
GameDebug/CutscenePreloadConflict,Pedido de vídeo conflitante %1. Substituindo filtro "%2" por "%3". /// Conflicting preload request for cutscene %1. Replacing filter '%2' with '%3'.=1035
GameDebug/CutsceneRTTCameraError,Erro de Cinemática: Impossível anexar a câmera '%1'. RTT atualmente não é suportado por Câmeras de Agente. /// Cutscene Error: Cannot attach camera '%1'. RTT is not currently supported for Actor Cameras.=1036
GameDebug/CutsceneShadowBoxError,Erro de vídeo: Vários atores de caixa de sombra encontrados: '%1' ('%2') /// Cutscene Error: Multiple Shadow Box Actors Found: '%1' ('%2')=1037
GameDebug/CutsceneSpeakerFindError,Erro de Cinemática: Impossível localizar alto-falante '%1'. /// Cutscene Error: Cannot find speaker '%1'.=1038
GameDebug/CutsceneStackOverflow,Registro de cinemática: Estouro de pilha detectado. Você tem uma marcação circular? /// Cutscene Log: Stack Overflow detected.  Do you have a circular bookmark loop?=1039
GameDebug/CutsceneUnsupportedChild,Erro de Cinemática: '%1' - Impossível adicionar '%2' ('%3') ao nodo '%4' ('%5').  '%6' não oferece suporte a filhos do tipo '%7'. /// Cutscene Error: '%1' - Cannot add '%2' ('%3') to node '%4' ('%5').  '%6' does not support child type '%7'.=1040
GameDebug/CutsceneVariationInvalid,Erro de cinemática: Variação %1 não existe em modelo "%2" (contagem de variação é %3) [id do nodo: %4] /// Cutscene Error: Variation %1 does not exist in model '%2' (variation count is %3) [node id: %4]=1041
GameDebug/CutsceneWaitingForResource,Registro de cinemática: Aguardando recurso '%1' (%2) na cinemática '%3'. /// Cutscene Log: Waiting for resource '%1' (%2) in cutscene '%3'.=1042
GameDebug/DataOverflow,%1 transbordamento usando '%2'. /// %1 overflow using '%2'.=1043
GameDebug/EffectModifyPlayerEntryFail,Não é possível modificar campo "%1" usando a operação "%2" e o valor "%3" para modificar efeito de jogador "%4".  Erro: "%5" /// Unable to modify field '%1' using operation '%2' and value '%3' for modify player effect '%4'.  Error: '%5'=1044
GameDebug/EffectModifyPlayerUpgradeInvalid,Link de aprimoramento "%1" inválido para modificar efeito de jogador "%2". /// Upgrade link '%1' invalid for modify player effect '%2'.=1045
GameDebug/EmptySoundFile,Tentativa de criação de voz com nome de arquivo vazio para Som %1. /// Attempted voice creation with empty filename for Sound %1.=1046
GameDebug/HerdCircularReference,Som %1 não pôde ser iniciado, porque HerdNode é uma referência de rebanho circular. /// Sound %1 could not be started because HerdNode is a circular herd reference.=1047
GameDebug/InvalidAnim,Anim. inválida: '%1'. /// Invalid anim: '%1'.=1048
GameDebug/InvalidAttachment,Anexamento inválido '%1' para unidade '%2'. /// Invalid attachment '%1' for unit '%2.=1049
GameDebug/InvalidBankCondition,Condição de banco inválida: '%1'. /// Invalid bank condition: '%1'.=1050
GameDebug/InvalidChallenge,Desafio inválido: '%1'. /// Invalid challenge: '%1'.=1051
GameDebug/InvalidEffect,Efeito inválido: '%1'. /// Invalid effect: '%1'.=1052
GameDebug/InvalidKinetic,Cinética inválida: '%1'.=1053
GameDebug/InvalidModel,Modelo inválido: '%1'. /// Invalid model: '%1'.=1054
GameDebug/InvalidMoverIndex,Índice de movedor inválido: %1 para efeito '%2' /// Invalid moverIndex: %1 for effect '%2'=1055
GameDebug/InvalidPoint,Posição inválida: '%1'. /// Invalid position: '%1'.=1056
GameDebug/InvalidPreplacedDoodad,Acessório pré-alocado inválido: '%1'. /// Invalid preplaced doodad: '%1'.=1057
GameDebug/InvalidPreplacedUnit,Unidade pré-alocada inválida: '%1'. /// Invalid preplaced unit: '%1'.=1058
GameDebug/InvalidRequirement,Requerimento inválido: '%1' /// Invalid requirement: '%1'.=1059
GameDebug/InvalidSyncModelData,Impossível carregar dados de modelo síncrono '%1'. /// Unable to load synchronous model data '%1'.=1060
GameDebug/InvalidUnit,Unidade inválida: '%1'. /// Invalid unit: '%1'.=1061
GameDebug/InvalidUnitInnerRadiusMultiple,Raio interno de unidade inválido para '%1'. Raio Interno (%2) => Raio(%3). Precisa ser múltiplo de 1/16 (0,0625). /// Invalid Unit Inner Radius for '%1'. InnerRadius (%2) => Radius(%3). Must be a multiple of 1/16 (0.0625).=1062
GameDebug/InvalidUnitInnerRadiusTooSmall,Raio interno de unidade inválido para '%1'. Raio Interno (%2) > Raio(%3). /// Invalid Unit Inner Radius for '%1'. InnerRadius (%2) > Radius(%3).=1063
GameDebug/InvalidUnitRadiusMultiple,Raio de unidade inválido para '%1'. Raio(%2) => Raio(%3). Precisa ser múltiplo de 1/16 (0,0625). /// Invalid Unit Radius for '%1'. Radius (%2) => Radius(%3). Must be a multiple of 1/16 (0.0625).=1064
GameDebug/InvalidUnitSight,Visão inválida para a unidade '%1'. Visão = %2, Bônus de %3 = %4. Total %5, mas ficará limitada em %6. /// Invalid sight for unit '%1'.  Sight = %2, Bonus from %3 = %4.  Total is %5 but will get clamped to %6.=1065
GameDebug/InvalidValidator,Validador inválido: '%1' /// Invalid validator: '%1'.=1066
GameDebug/InvalidValidatorNoMatchingPlayerType,Validador inválido, não há tipo de jogador compatível: '%1'.=1067
GameDebug/JumpMotionDriverError,CBehaviorJump requer um condutor de fase de movimento parabólico. /// CBehaviorJump requires a parabola motion phase driver.=1068
GameDebug/JumpMotionPhaseError,CBehaviorJump requer movedor de míssil com uma fase de movimento única. /// CBehaviorJump requires missile mover with a single motion phase.=1069
GameDebug/KineticLimitReached,Limite de cinética alcançado.=1070
GameDebug/LaunchErrorInvalidMover,Unidade '%1' tentando lançar com um movedor inválido '%2'. /// Unit '%1' attempting to launch with an invalid mover '%2'.=1071
GameDebug/MissileDriverError,Condutor de movedor de míssil inválido em '%1'. /// Invalid mover missile driver on '%1'.=1072
GameDebug/MissileInitFailure,Movedor de míssil ou agente de míssil inválido; Efeito '%1' Unidade '%2'. /// Invalid missile mover or missile actor; Effect '%1' Unit '%2'.=1073
GameDebug/MissingAmmo,Unidade de munição inválida: '%1' para efeito '%2' /// Invalid ammo unit '%1' for effect '%2'.=1074
GameDebug/MissingAnim,'%1' está sem animação '%2'. /// '%1' is missing animation '%2'.=1075
GameDebug/MissingAttachment,Faltando anexo '%1' para unidade '%2'. /// Missing attachment '%1' for unit '%2'.=1076
GameDebug/MissingBuildable,'%1' carece de uma habilidade construível. /// '%1' is missing a buildable ability.=1077
GameDebug/MissingButton,Botão ausente: '%1' @ '%2' /// Missing button: '%1' @ '%2'.=1078
GameDebug/MissingInfo,Informação ausente: '%1' @ '%2'. /// Missing info: '%1' @ '%2'.=1079
GameDebug/MissingMissileMover,Movedores de míssil ausentes para '%1'. /// Missing missile movers for '%1'.=1080
GameDebug/MissingPoint,Nenhuma posição disponível /// No available position.=1081
GameDebug/MissingScoreValue,Impossível localizar valor de pontuação '%1'. /// Unable to find score value '%1'.=1082
GameDebug/MissingTrain,Informação de trem ausente: unidade '%1' na habilidade '%2' @ índice '%3'. /// Missing train info: unit '%1' on ability '%2' @ index '%3'.=1083
GameDebug/MissingValidatorParams,Parâmetros validadores faltantes: "%1". /// Missing validator parameters: '%1'.=1084
GameDebug/NoAbilityForTalent,Não há habilidade para '%1'.=1085
GameDebug/NoAbilitySlots,Nenhum espaço para habilidade livre para '%1'. /// No free ability slots left for '%1'.=1086
GameDebug/NoBehaviorSlots,Nenhum espaço para comportamento livre para '%1'. /// No free behavior slots left for '%1'.=1087
GameDebug/NoCampaignSlots,Nenhum espaço para campanha livre para '%1'. /// No free campaign slots left for '%1'.=1088
GameDebug/NoChallengeSlots,Nenhum espaço para desafio livre para '%1'. /// No free challenge slots left for '%1'.=1089
GameDebug/OperandOverflow,%1 operador além do limite para o requisito '%2'. /// %1 too many operands for the requirement '%2'.=1090
GameDebug/OperandUnderflow,%1 operador abaixo do mínimo para o requisito '%2'. /// %1 too few operands for the requirement '%2'.=1091
GameDebug/PlacementRangeTooLarge,Posicionamento de alcance deve ser inferior a 16: Alcance '%1' do efeito '%2'. /// PlacementRange must be below 16: Effect '%1' Range '%2'.=1092
GameDebug/ProgressAlreadyCompleted,Incapaz de reiniciar o progresso; já completado para '%1'. /// Unable to restart progress; already completed for '%1'.=1093
GameDebug/RequirementLimitReached,Limite de requisitos alcançado: '%1'. /// Requirement limit reached: '%1'.=1094
GameDebug/RevealerLimitReached,Limite de revelador alcançado. /// Revealer limit reached.=1095
GameDebug/SavesFinalized,=1096
GameDebug/SoundPreloadRequired,%1 não foi pré-carregado, portanto, a extensão não está disponível. /// %1 was not preloaded so the length is not available.=1097
GameDebug/UnitAbilClassLimitReached,Habilidades %1 demais para '%2'. /// Too many %1 abilities for '%2'.=1098
GameDebug/UnitAbilLimitReached,Habilidades demais para '%1'. /// Too many abilities for '%1'.=1099
GameDebug/UnitLimitReached,Limite de unidades alcançado. /// Unit limit reached.=1100
GameDebug/VeterancyBehaviorInvalidXPReq,Requisito de EXP inválido para CBehaviorVeterancy '%1' VeterancyLevelArray índice %2. %3 necessário, mas ficará limitada a %4. /// Invalid XP requirement for CBehaviorVeterancy '%1' VeterancyLevelArray index %2. %3 required but it will be clamped to %4.=1101
Hero/Name/CHero,CHero /// CHero=1102
HeroAbil/Name/CHeroAbil,CHeroAbil=1103
HeroStat/Name/CHeroStat,CHeroStat /// CHeroStat=1104
HoloPanel/TitleCountdown,COMEÇANDO EM...%sec% /// STARTING IN...%sec%=1105
HoloPanel/TitleCountdownNoArgs,COMEÇANDO EM... /// STARTING IN...=1106
HoloPanel/TitleEnteringLobby,ENTRANDO NO LOBBY /// ENTERING LOBBY=1107
HoloPanel/TitleGameReady,JOGO PRONTO! /// GAME READY!=1108
HoloPanel/TitleInitializing,INICIANDO %queueName% /// INITIALIZING %queueName%=1109
HoloPanel/TitleLobbyPlayers,%numPlayers% <lang rule="plural">JOGADOR,JOGADORES</lang> NO LOBBY /// %numPlayers% <lang rule="plural">PLAYER,PLAYERS</lang> IN LOBBY=1110
HoloPanel/TitleSearching,PROCURANDO %queueName% /// SEARCHING %queueName%=1111
HoloPanel/TitleStreamingData,STREAMING DE DADOS /// STREAMING DATA=1112
HoloPanel/TitleWaitingForPlayers,AGUARDANDO JOGADORES /// WAITING FOR PLAYERS=1113
Hotkey/Category/00/AI,I.A. /// A.I.=1114
Hotkey/Category/01/Camera,Câmera /// Camera=1115
Hotkey/Category/02/Chat,Bate-papo /// Chat=1116
Hotkey/Category/03/CommandCard,Grade /// Grid=1117
Hotkey/Category/04/ControlGroups,Grupos de controle /// Control Groups=1118
Hotkey/Category/05/Hero,Herói /// Hero=1119
Hotkey/Category/06/Inventory,Inventário /// Inventory=1120
Hotkey/Category/07/Menu,Menu /// Menu=1121
Hotkey/Category/08/Observer,Espectador /// Observer=1122
Hotkey/Category/09/Replay,Replay /// Replay=1123
Hotkey/Category/10/UnitManagement,Gerenciamento de Unidade /// Unit Management=1124
Hotkey/Category/11/UI,UI /// UI=1125
Hotkey/Category/12/UIEditor,Editor de IU /// UI Editor=1126
Hotkey/Category/13/CommanderAbility,Poderes da barra superior /// Top Bar Powers=1127
ItemClass/Name/CItemClass,Classe padrão /// Default Class=1128
Key/Alt,Alt /// Alt=1129
Key/Alt/Short,Alt /// Alt=1130
Key/Backspace,Backspace /// Backspace=1131
Key/Backspace/Short,Bck /// Bck=1132
Key/BrowserBack,Navegador voltar /// Browser Back=1133
Key/BrowserBack/Short,BBk /// BBk=1134
Key/BrowserForward,Navegador avançar /// Browser Forward=1135
Key/BrowserForward/Short,Fwd /// Fwd=1136
Key/CapsLock,Caps Lock /// Caps Lock=1137
Key/CapsLock/Short,CL /// CL=1138
Key/Clear,Limpar /// Clear=1139
Key/Command,Command /// Command=1140
Key/Control,Control /// Control=1141
Key/Control/Short,Ctl /// Ctl=1142
Key/Delete,Delete /// Delete=1143
Key/Delete/Short,Del /// Del=1144
Key/Down,Baixo /// Down=1145
Key/Down/Short,Dwn /// Dwn=1146
Key/End,End /// End=1147
Key/Enter,Enter /// Enter=1148
Key/Enter/Short,Ent /// Ent=1149
Key/Escape,Esc /// Escape=1150
Key/Escape/Short,Esc /// Esc=1151
Key/F13,F13 /// F13=1152
Key/F14,F14 /// F14=1153
Key/F15,F15 /// F15=1154
