AUTHENTICATION_BETA_REGION,Beta=0
UI/Hotkey/Name/05/MenuSocial,Geselligkeitsmenü /// Social Menu=6009
UI/Hotkey/Name/05/ReplaySkipBack,Zurück springen /// Skip Back=6010
UI/Hotkey/Name/05/TeamResources,Teamressourcenmenü /// Team Resources Menu=6011
UI/Hotkey/Name/05/UIEditorUndo,Rückgängig /// Undo=6012
UI/Hotkey/Name/06/ChatIndividual,Chat öffnen (individuell)=6013
UI/Hotkey/Name/06/DialogDismiss,Menü schließen /// Close Menu=6014
UI/Hotkey/Name/06/ReplayRestart,Neustart /// Restart=6015
UI/Hotkey/Name/06/UIEditorRedo,Wiederherstellen /// Redo=6016
UI/Hotkey/Name/07/ChatRecipient,Empfänger wählen /// Choose Recipient=6017
UI/Hotkey/Name/07/ReplayStop,Stopp /// Stop=6018
UI/Hotkey/Name/07/UIEditorDeselect,Abwählen /// Deselect=6019
UI/Hotkey/Name/08/ReplayHide,Replay-Zeitachse EIN/AUS /// Toggle Replay Timeline=6020
UI/Hotkey/Name/08/UIEditorShowInfoTooltip,Info-Tooltips anzeigen=6021
UI/Hotkey/Name/09/UIEditorToggleVisible,Sichtbarkeit des UI-Editors anzeigen /// Toggle UI Editor Visibility=6022
UI/Hotkey/Name/10/CameraMoveUp,Nach oben scrollen /// Scroll Up=6023
UI/Hotkey/Name/10/InventoryButtonUse0,Gegenstand in Platz 1 benutzen /// Use Slot 1=6024
UI/Hotkey/Name/10/LeaderAPM,APM-Übersicht /// APM Leaderboard=6025
UI/Hotkey/Name/10/PauseGame,Spiel pausieren /// Pause Game=6026
UI/Hotkey/Name/10/UIEditorHoverControls,Steuerung nur beim Mouseover /// Hover Controls Only=6027
UI/Hotkey/Name/11/CameraMoveDown,Nach unten scrollen /// Scroll Down=6028
UI/Hotkey/Name/11/InventoryButtonUse1,Gegenstand in Platz 2 benutzen /// Use Slot 2=6029
UI/Hotkey/Name/11/LeaderArmy,Armee-Übersicht /// Army Leaderboard=6030
UI/Hotkey/Name/11/QuickSave,Schnell speichern /// Quick Save=6031
UI/Hotkey/Name/11/UIEditorLockInfoTooltip,Info-Tooltip sperren=6032
UI/Hotkey/Name/12/AlertRecall,Zur letzten Alarmierung springen /// Jump to Last Alert=6033
UI/Hotkey/Name/12/CameraMoveLeft,Nach links scrollen /// Scroll Left=6034
UI/Hotkey/Name/12/DisplayMode,Darstellungsmodus wechseln=6035
UI/Hotkey/Name/12/InventoryButtonUse2,Gegenstand in Platz 3 benutzen /// Use Slot 3=6036
UI/Hotkey/Name/12/LeaderIncome,Einkommen-Übersicht /// Income Leaderboard=6037
UI/Hotkey/Name/12/PTT,Push-to-Talk (Sprachchat) /// Push To Talk (Voice Chat)=6038
UI/Hotkey/Name/12/UIEditorOutlineAnchors,Ausgewählte Anker anzeigen /// Show Selected Anchors=6039
UI/Hotkey/Name/13/CameraMoveRight,Nach rechts scrollen /// Scroll Right=6040
UI/Hotkey/Name/13/InventoryButtonUse3,Gegenstand in Platz 4 benutzen /// Use Slot 4=6041
UI/Hotkey/Name/13/LeaderProduction,Produktions-Übersicht /// Production Leaderboard=6042
UI/Hotkey/Name/13/LeaderUpgrades,Upgrade-Übersicht /// Upgrade Leaderboard=6043
UI/Hotkey/Name/13/SubgroupNext,Nächste Untergruppe /// Next Subgroup=6044
UI/Hotkey/Name/13/UIEditorIncreaseGridSpacing,Rasterbreite vergrößern /// Increase Grid Spacing=6045
UI/Hotkey/Name/14/CameraTurnLeft,Nach links drehen /// Rotate Left=6046
UI/Hotkey/Name/14/InventoryButtonUse4,Gegenstand in Platz 5 benutzen /// Use Slot 5=6047
UI/Hotkey/Name/14/LeaderResources,Ressourcen-Übersicht /// Resource Leaderboard=6048
UI/Hotkey/Name/14/SubgroupPrev,Vorherige Untergruppe /// Previous Subgroup=6049
UI/Hotkey/Name/14/UIEditorDecreaseGridSpacing,Rasterbreite verkleinern /// Decrease Grid Spacing=6050
UI/Hotkey/Name/15/CameraTurnRight,Nach rechts drehen /// Rotate Right=6051
UI/Hotkey/Name/15/InventoryButtonUse5,Gegenstand in Platz 6 benutzen /// Use Slot 6=6052
UI/Hotkey/Name/15/LeaderSpending,Ausgaben-Übersicht /// Spending Leaderboard=6053
UI/Hotkey/Name/15/Music,Musik EIN/AUS /// Toggle Music=6054
UI/Hotkey/Name/15/StatusAll,Alle Trefferpunkteleisten anzeigen=6055
UI/Hotkey/Name/15/UIEditorSize720x406,Bildgröße - 720x406 (16x9) /// Screen size - 720x406 (16x9)=6056
UI/Hotkey/Name/16/CameraZoomNext,Hereinzoomen /// Zoom In=6057
UI/Hotkey/Name/16/InventoryButtonUse6,Gegenstand in Platz 7 benutzen /// Use Slot 7=6058
UI/Hotkey/Name/16/LeaderUnits,Einheiten-Übersicht /// Unit Leaderboard=6059
UI/Hotkey/Name/16/Sound,Sound EIN/AUS /// Toggle Sound=6060
UI/Hotkey/Name/16/StatusOwner,Eigene Trefferpunkteleisten anzeigen=6061
UI/Hotkey/Name/16/UIEditorSize800x600,Bildgröße - 800x600 (4x3) /// Screen size - 800x600 (4x3)=6062
UI/Hotkey/Name/17/CameraZoomPrev,Herauszoomen /// Zoom Out=6063
UI/Hotkey/Name/17/CinematicSkip,Videosequenz oder Gespräch überspringen /// Skip Cinematic or Conversation=6064
UI/Hotkey/Name/17/InventoryButtonUse7,Gegenstand in Platz 8 benutzen /// Use Slot 8=6065
UI/Hotkey/Name/17/LeaderStructures,Gebäude-Übersicht /// Structures Leaderboard=6066
UI/Hotkey/Name/17/LeaderUnitsLost,Übersicht über verlorene Einheiten /// Units Lost Leaderboard=6067
UI/Hotkey/Name/17/StatusAlly,Verbündete Trefferpunkteleisten anzeigen=6068
UI/Hotkey/Name/17/UIEditorSize1024x768,Bildgröße - 1024x768 (4x3) /// Screen size - 1024x768 (4x3)=6069
UI/Hotkey/Name/18/CameraZoomLast,Zoom EIN/AUS /// Zoom Toggle=6070
UI/Hotkey/Name/18/InventoryButtonAlt0,Platz 1 aufheben /// Pickup Slot 1=6071
UI/Hotkey/Name/18/LeaderNone,Übersicht schließen /// Close Leaderboard=6072
UI/Hotkey/Name/18/StatusEnemy,Gegnerische Trefferpunkteleisten anzeigen=6073
UI/Hotkey/Name/18/UIEditorSize1280x1024,Bildgröße - 1280x1024 (5x4) /// Screen size - 1280x1024 (5x4)=6074
UI/Hotkey/Name/19/CameraZoomFirst,Standardkameraansicht /// Default Camera View=6075
UI/Hotkey/Name/19/InventoryButtonAlt1,Platz 2 aufheben /// Pickup Slot 2=6076
UI/Hotkey/Name/19/LeaderCPM,EAPM-Übersicht /// EPM Leaderboard=6077
UI/Hotkey/Name/19/MinimapPing,Ping auf der Minikarte /// Ping Minimap=6078
UI/Hotkey/Name/19/ObserveAutoCamera,Spielerkamera folgen /// Follow Player Camera=6079
UI/Hotkey/Name/19/UIEditorSize1280x960,Bildgröße - 1280x960 (4x3) /// Screen size - 1280x960 (4x3)=6080
UI/Hotkey/Name/20/CameraPush,Ziehen/Scrollen /// Drag Scroll=6081
UI/Hotkey/Name/20/InventoryButtonAlt2,Platz 3 aufheben /// Pickup Slot 3=6082
UI/Hotkey/Name/20/MinimapColors,Bündnisfarbenmodus wechseln=6083
UI/Hotkey/Name/20/ObservePreview,Einfache Spieleransicht /// Quick View Player=6084
UI/Hotkey/Name/20/Screenshot,Screenshot machen /// Take Screenshot=6085
UI/Hotkey/Name/20/UIEditorSize1280x720,Bildgröße - 1280x720 (16x9) /// Screen size - 1280x720 (16x9)=6086
UI/Hotkey/Name/21/InventoryButtonAlt3,Platz 4 aufheben /// Pickup Slot 4=6087
UI/Hotkey/Name/21/MinimapTerrain,Minikartenterrain EIN/AUS /// Toggle Minimap Terrain=6088
UI/Hotkey/Name/21/ObserveSelected,Auswahl beobachten /// Observe Selected=6089
UI/Hotkey/Name/21/TownCamera,Basiskamera /// Base Camera=6090
UI/Hotkey/Name/21/UIEditorSize1680x1050,Bildgröße - 1680x1050 (16x10) /// Screen size - 1680x1050 (16x10)=6091
UI/Hotkey/Name/21/VideoRecord,Als Video aufnehmen /// Record to Video=6092
UI/Hotkey/Name/22/CameraCenter,Auf aktuelle Auswahl zentrieren /// Center on Current Selection=6093
UI/Hotkey/Name/22/FPS,FPS ein-/ausschalten /// FPS Toggle=6094
UI/Hotkey/Name/22/InventoryButtonAlt4,Platz 5 aufheben /// Pickup Slot 5=6095
UI/Hotkey/Name/22/ObserveCommentator,Kommentator beobachten /// Observe Commentator=6096
UI/Hotkey/Name/22/SelectionCancelDrag,Auswahl abbrechen /// Cancel Drag Selection=6097
UI/Hotkey/Name/22/UIEditorSize1400x1050,Bildgröße - 1400x1050 (4x3) /// Screen size - 1400x1050 (4x3)=6098
UI/Hotkey/Name/23/CameraFollow,Aktueller Auswahl folgen /// Follow Current Selection=6099
UI/Hotkey/Name/23/InventoryButtonAlt5,Platz 6 aufheben /// Pickup Slot 6=6100
UI/Hotkey/Name/23/ObserveAllPlayers,Alle Spieler beobachten /// Observe all Players=6101
UI/Hotkey/Name/23/QuickPing,Schnellping /// Quick Ping=6102
UI/Hotkey/Name/23/UIEditorSize1920x1200,Bildgröße - 1920x1200 (16x10) /// Screen size - 1920x1200 (16x10)=6103
UI/Hotkey/Name/24/CameraSave0,Kameraansicht 1 erstellen /// Create Location 1=6104
UI/Hotkey/Name/24/InventoryButtonAlt6,Platz 7 aufheben /// Pickup Slot 7=6105
UI/Hotkey/Name/24/ObservePlayer0,Spieler 1 beobachten /// Observe Player 1=6106
UI/Hotkey/Name/24/UIEditorSize1920x1080,Bildgröße - 1920x1080 (16x9) /// Screen size - 1920x1080 (16x9)=6107
UI/Hotkey/Name/25/CameraSave1,Kameraansicht 2 erstellen /// Create Location 2=6108
UI/Hotkey/Name/25/InventoryButtonAlt7,Platz 8 aufheben /// Pickup Slot 8=6109
UI/Hotkey/Name/25/ObservePlayer1,Spieler 2 beobachten /// Observe Player 2=6110
UI/Hotkey/Name/25/Ping,Pingziel wählen=6111
UI/Hotkey/Name/25/UIEditorSize1600x1200,Bildgröße - 1600x1200 (4x3) /// Screen size - 1600x1200 (4x3)=6112
UI/Hotkey/Name/26/CameraSave2,Kameraansicht 3 erstellen /// Create Location 3=6113
UI/Hotkey/Name/26/ObservePlayer2,Spieler 3 beobachten /// Observe Player 3=6114
UI/Hotkey/Name/26/Selection,Auswahl /// Selection=6115
UI/Hotkey/Name/26/UIEditorSize2048x1536,Bildgröße - 2048x1536 (4x3) /// Screen size - 2048x1536 (4x3)=6116
UI/Hotkey/Name/27/CameraSave3,Kameraansicht 4 erstellen /// Create Location 4=6117
UI/Hotkey/Name/27/ObservePlayer3,Spieler 4 beobachten /// Observe Player 4=6118
UI/Hotkey/Name/27/SmartCommand,Intelligente Befehle /// Smart Commands=6119
UI/Hotkey/Name/27/UIEditorSize2560x1600,Bildgröße - 2560x1600 (16x10) /// Screen size - 2560x1600 (16x10)=6120
UI/Hotkey/Name/28/CameraSave4,Kameraansicht 5 erstellen /// Create Location 5=6121
UI/Hotkey/Name/28/ObservePlayer4,Spieler 5 beobachten /// Observe Player 5=6122
UI/Hotkey/Name/28/TargetCancel,Zielfindung abbrechen /// Cancel Targeting=6123
UI/Hotkey/Name/28/UIEditorSize2560x2048,Bildgröße - 2560x2048 (5x4) /// Screen size - 2560x2048 (5x4)=6124
UI/Hotkey/Name/29/CameraSave5,Kameraansicht 6 erstellen /// Create Location 6=6125
UI/Hotkey/Name/29/ObservePlayer5,Spieler 6 beobachten /// Observe Player 6=6126
UI/Hotkey/Name/29/TargetChoose,Fähigkeit oder K.I.-Ziel wählen /// Choose Ability or A.I. Target=6127
UI/Hotkey/Name/29/UIEditorSize4096x2560,Bildgröße - 4096x2560 (16x10) /// Screen size - 4096x2560 (16x10)=6128
UI/Hotkey/Name/30/CameraSave6,Kameraansicht 7 erstellen /// Create Location 7=6129
UI/Hotkey/Name/30/MinimapNormalView,Minikartenkamera bewegen (Normaler Modus) /// Move Minimap Camera (Normal Mode)=6130
UI/Hotkey/Name/30/ObservePlayer6,Spieler 7 beobachten /// Observe Player 7=6131
UI/Hotkey/Name/30/UIEditorSize4096x2304,Bildgröße - 4096x2304 (16x9) /// Screen size - 4096x2304 (16x9)=6132
UI/Hotkey/Name/31/CameraSave7,Kameraansicht 8 erstellen /// Create Location 8=6133
UI/Hotkey/Name/31/MinimapTargetingView,Minikartenkamera bewegen (Zielfindungsmodus) /// Move Minimap Camera (Targeting Mode)=6134
UI/Hotkey/Name/31/ObservePlayer7,Spieler 8 beobachten /// Observe Player 8=6135
UI/Hotkey/Name/31/UIEditorSize4096x3072,Bildgröße - 4096x3072 (4x3) /// Screen size - 4096x3072 (4x3)=6136
UI/Hotkey/Name/32/CameraView0,Zu Kameraansicht 1 springen /// Jump to Location 1=6137
UI/Hotkey/Name/32/ObservePlayer8,Spieler 9 beobachten /// Observe Player 9=6138
UI/Hotkey/Name/33/CameraView1,Zu Kameraansicht 2 springen /// Jump to Location 2=6139
UI/Hotkey/Name/33/ObservePlayer9,Spieler 10 beobachten /// Observe Player 10=6140
UI/Hotkey/Name/34/CameraView2,Zu Kameraansicht 3 springen /// Jump to Location 3=6141
UI/Hotkey/Name/34/ObservePlayer10,Spieler 11 beobachten /// Observe Player 11=6142
UI/Hotkey/Name/35/CameraView3,Zu Kameraansicht 4 springen /// Jump to Location 4=6143
UI/Hotkey/Name/35/ObservePlayer11,Spieler 12 beobachten /// Observe Player 12=6144
UI/Hotkey/Name/36/CameraView4,Zu Kameraansicht 5 springen /// Jump to Location 5=6145
UI/Hotkey/Name/36/ObservePlayer12,Spieler 13 beobachten /// Observe Player 13=6146
UI/Hotkey/Name/37/CameraView5,Zu Kameraansicht 6 springen /// Jump to Location 6=6147
UI/Hotkey/Name/37/ObservePlayer13,Spieler 14 beobachten /// Observe Player 14=6148
UI/Hotkey/Name/38/CameraView6,Zu Kameraansicht 7 springen /// Jump to Location 7=6149
UI/Hotkey/Name/38/ObservePlayer14,Spieler 15 beobachten /// Observe Player 15=6150
UI/Hotkey/Name/39/CameraView7,Zu Kameraansicht 8 springen /// Jump to Location 8=6151
UI/Hotkey/Name/39/ObservePlayer15,Spieler 16 beobachten /// Observe Player 16=6152
UI/Hotkey/Name/40/ObserveClearSelection,Auswahl löschen /// Clear Selection=6153
UI/Hotkey/Name/40/ObserveZoomCameraLevel1,Extra-Kamerazoom 1=6154
UI/Hotkey/Name/40/ObserveZoomCameraLevel2,Extra-Kamerazoom 2=6155
UI/Hotkey/Name/41/ObserveNamePanel,1vs1-Namensübersicht /// 1V1 Name Panel=6156
UI/Hotkey/Name/42/ObserveComparePanel1,Ressourcenvergleich /// Resource Compare Panel=6157
UI/Hotkey/Name/43/ObserveComparePanel2,Armeeversorgungsübersicht /// Army Supply Compare Panel=6158
UI/Hotkey/Name/44/ObserveComparePanel3,Übersicht über getötete Einheiten /// Army Killed Compare Panel=6159
UI/Hotkey/Name/45/ObserveComparePanel4,APM-Vergleich /// APM Compare Panel=6160
UI/Hotkey/Name/46/ObserveComparePanel5,EAPM-Vergleich /// EPM Compare Panel=6161
UI/Hotkey/Name/47/ObserveComparePanel6,Konsole EIN/AUS /// Toggle the Console=6162
UI/Hotkey/Name/47/ToggleVersusModeSides,Seiten in der Schnellsuche wechseln=6163
UI/Hotkey/Name/CommandButton00,Befehlsschaltfläche 1 /// Command Button 1=6164
UI/Hotkey/Name/CommandButton01,Befehlsschaltfläche 2 /// Command Button 2=6165
UI/Hotkey/Name/CommandButton02,Befehlsschaltfläche 3 /// Command Button 3=6166
UI/Hotkey/Name/CommandButton03,Befehlsschaltfläche 4 /// Command Button 4=6167
UI/Hotkey/Name/CommandButton04,Befehlsschaltfläche 5 /// Command Button 5=6168
UI/Hotkey/Name/CommandButton05,Befehlsschaltfläche 6 /// Command Button 6=6169
UI/Hotkey/Name/CommandButton06,Befehlsschaltfläche 7 /// Command Button 7=6170
UI/Hotkey/Name/CommandButton07,Befehlsschaltfläche 8 /// Command Button 8=6171
UI/Hotkey/Name/CommandButton08,Befehlsschaltfläche 9 /// Command Button 9=6172
UI/Hotkey/Name/CommandButton09,Befehlsschaltfläche 10 /// Command Button 10=6173
UI/Hotkey/Name/CommandButton10,Befehlsschaltfläche 11 /// Command Button 11=6174
UI/Hotkey/Name/CommandButton11,Befehlsschaltfläche 12 /// Command Button 12=6175
UI/Hotkey/Name/CommandButton12,Befehlsschaltfläche 13 /// Command Button 13=6176
UI/Hotkey/Name/CommandButton13,Befehlsschaltfläche 14 /// Command Button 14=6177
UI/Hotkey/Name/CommandButton14,Befehlsschaltfläche 15 /// Command Button 15=6178
UI/Hotkey/Name/ReplayPause,Pause /// Pause=6179
UI/Hotkey/Name/ReplayPlay,Abspielen /// Play=6180
UI/Hotkey/Tooltip/CameraCenter,Zentriert die Kamera auf die ausgewählte Einheit. /// Centers the camera on the selected unit.=6181
UI/Hotkey/Tooltip/CameraFollow,Fixiert die Kamera auf die ausgewählte Einheit. /// Locks the camera onto the selected unit.=6182
UI/Hotkey/Tooltip/CameraMoveDown,Scrollt die Kamera nach unten. /// Scrolls the camera down.=6183
UI/Hotkey/Tooltip/CameraMoveLeft,Scrollt die Kamera nach links. /// Scrolls the camera left.=6184
UI/Hotkey/Tooltip/CameraMoveRight,Scrollt die Kamera nach rechts. /// Scrolls the camera right.=6185
UI/Hotkey/Tooltip/CameraMoveUp,Scrollt die Kamera nach oben. /// Scrolls the camera up.=6186
UI/Hotkey/Tooltip/CameraPush,Die Kamera wird entsprechend der Mausbewegung bewegt. Die Maus kann nicht anderweitig eingesetzt werden, solange dieser Modus aktiv ist. /// The camera is moved in response to any mouse movement. The mouse cannot be used for anything else while this mode is engaged.=6187
UI/Hotkey/Tooltip/CameraSave0,Speichert die aktuelle Kameraansicht als Kameraansicht 1. /// Saves the current camera location as Camera Location 1.=6188
UI/Hotkey/Tooltip/CameraSave1,Speichert die aktuelle Kameraansicht als Kameraansicht 2. /// Saves the current camera location as Camera Location 2.=6189
UI/Hotkey/Tooltip/CameraSave2,Speichert die aktuelle Kameraansicht als Kameraansicht 3. /// Saves the current camera location as Camera Location 3.=6190
UI/Hotkey/Tooltip/CameraSave3,Speichert die aktuelle Kameraansicht als Kameraansicht 4. /// Saves the current camera location as Camera Location 4.=6191
UI/Hotkey/Tooltip/CameraSave4,Speichert die aktuelle Kameraansicht als Kameraansicht 5. /// Saves the current camera location as Camera Location 5.=6192
UI/Hotkey/Tooltip/CameraSave5,Speichert die aktuelle Kameraansicht als Kameraansicht 6. /// Saves the current camera location as Camera Location 6.=6193
UI/Hotkey/Tooltip/CameraSave6,Speichert die aktuelle Kameraansicht als Kameraansicht 7. /// Saves the current camera location as Camera Location 7.=6194
UI/Hotkey/Tooltip/CameraSave7,Speichert die aktuelle Kameraansicht als Kameraansicht 8. /// Saves the current camera location as Camera Location 8.=6195
UI/Hotkey/Tooltip/CameraView0,Bewegt die Kamera zu Kameraansicht 1. /// Moves the camera to Camera Location 1.=6196
UI/Hotkey/Tooltip/CameraView1,Bewegt die Kamera zu Kameraansicht 2. /// Moves the camera to Camera Location 2.=6197
UI/Hotkey/Tooltip/CameraView2,Bewegt die Kamera zu Kameraansicht 3. /// Moves the camera to Camera Location 3.=6198
UI/Hotkey/Tooltip/CameraView3,Bewegt die Kamera zu Kameraansicht 4. /// Moves the camera to Camera Location 4.=6199
UI/Hotkey/Tooltip/CameraView4,Bewegt die Kamera zu Kameraansicht 5. /// Moves the camera to Camera Location 5.=6200
UI/Hotkey/Tooltip/CameraView5,Bewegt die Kamera zu Kameraansicht 6. /// Moves the camera to Camera Location 6.=6201
UI/Hotkey/Tooltip/CameraView6,Bewegt die Kamera zu Kameraansicht 7. /// Moves the camera to Camera Location 7.=6202
UI/Hotkey/Tooltip/CameraView7,Bewegt die Kamera zu Kameraansicht 8. /// Moves the camera to Camera Location 8.=6203
UI/Hotkey/Tooltip/CameraZoomFirst,Setzt die Kamera zurück auf Standardzoom. /// Returns the camera to default zoom.=6204
UI/Hotkey/Tooltip/CameraZoomLast,Schaltet maximalen Zoom ein oder aus. /// Alternates between minimum and maximum zoom.=6205
UI/Hotkey/Tooltip/CameraZoomNext,Zoomt die Kamera herein. /// Zooms the camera in.=6206
UI/Hotkey/Tooltip/CameraZoomPrev,Zoomt die Kamera heraus. /// Zooms the camera out.=6207
UI/Hotkey/Tooltip/ChatAll,Sendet allen Spielern im Spiel eine Nachricht. /// Sends a message to all players in game.=6208
UI/Hotkey/Tooltip/ChatAllies,Sendet allen Verbündeten im Spiel eine Nachricht. /// Sends a message to all allies in game.=6209
UI/Hotkey/Tooltip/ChatCancel,Schließt eine Nachricht, ohne sie zu senden.=6210
UI/Hotkey/Tooltip/ChatDefault,Drücken Sie diese Taste, um eine Nachricht zu senden.=6211
UI/Hotkey/Tooltip/ChatIndividual,Sendet einem spezifischen Spieler im Spiel eine Nachricht. /// Sends a message to a specific player in the game.=6212
UI/Hotkey/Tooltip/ChatRecipient,Wählt den Empfänger der Nachricht. Wiederholtes Drücken wechselt zwischen allen Möglichkeiten. /// Used to select message recipient. Press repeatedly to cycle through all possibilities.=6213
UI/Hotkey/Tooltip/ChatSend,Sendet dem gewählten Empfänger Ihre Nachricht.=6214
UI/Hotkey/Tooltip/CinematicSkip,Überspringt die aktuelle Videosequenz oder das aktuelle Gespräch. /// Skips current cinematic or conversation=6215
UI/Hotkey/Tooltip/CommanderAbility0,Fähigkeit 1=6216
UI/Hotkey/Tooltip/CommanderAbility1,Fähigkeit 2=6217
UI/Hotkey/Tooltip/CommanderAbility2,Fähigkeit 3=6218
UI/Hotkey/Tooltip/CommanderAbility3,Fähigkeit 4=6219
UI/Hotkey/Tooltip/DialogDismiss,Schließt das aktuelle Menü. /// Closes the current menu.=6220
UI/Hotkey/Tooltip/DisplayMode,Schaltet den Darstellungsmodus zwischen Fenstermodus und Vollbild im Fenstermodus um.=6221
UI/Hotkey/Tooltip/FPS,Schaltet die Anzeige der Frames pro Sekunde ein. /// Toggles the display of frames rendered per second.=6222
