Actor/Name/IndicatorMissilePhaseChange,Indicator Missile Phase Change=0
Alert/Name/AICommEnemyTownHall_Zerg,AICommEnemyTownHall_Zerg=2688
Alert/Name/AICommExpand,AICommExpand=2689
Alert/Name/AICommExpandAck,AICommExpandAck=2690
Alert/Name/AICommExpandAck_Protoss,AICommExpandAck_Protoss=2691
Alert/Name/AICommExpandAck_Terran,AICommExpandAck_Terran=2692
Alert/Name/AICommExpandAck_Zerg,AICommExpandAck_Zerg=2693
Alert/Name/AICommExpandDone,AICommExpandDone=2694
Alert/Name/AICommExpandDone_Protoss,AICommExpandDone_Protoss=2695
Alert/Name/AICommExpandDone_Terran,AICommExpandDone_Terran=2696
Alert/Name/AICommExpandDone_Zerg,AICommExpandDone_Zerg=2697
Alert/Name/AICommExpandFail,AICommExpandFail=2698
Alert/Name/AICommExpandFail_Protoss,AICommExpandFail_Protoss=2699
Alert/Name/AICommExpandFail_Terran,AICommExpandFail_Terran=2700
Alert/Name/AICommExpandFail_Zerg,AICommExpandFail_Zerg=2701
Alert/Name/AICommHarass,AICommHarass=2702
Alert/Name/AICommHarassAck,AICommHarassAck=2703
Alert/Name/AICommHarassAck_Protoss,AICommHarassAck_Protoss=2704
Alert/Name/AICommHarassAck_Terran,AICommHarassAck_Terran=2705
Alert/Name/AICommHarassAck_Zerg,AICommHarassAck_Zerg=2706
Alert/Name/AICommHarassDone,AICommHarassDone=2707
Alert/Name/AICommHarassDone_Protoss,AICommHarassDone_Protoss=2708
Alert/Name/AICommHarassDone_Terran,AICommHarassDone_Terran=2709
Alert/Name/AICommHarassDone_Zerg,AICommHarassDone_Zerg=2710
Alert/Name/AICommHarassFail,AICommHarassFail=2711
Alert/Name/AICommHarassFail_Protoss,AICommHarassFail_Protoss=2712
Alert/Name/AICommHarassFail_Terran,AICommHarassFail_Terran=2713
Alert/Name/AICommHarassFail_Zerg,AICommHarassFail_Zerg=2714
Alert/Name/AICommHarassRetry,AICommHarassRetry=2715
Alert/Name/AICommHarassRetry_Protoss,AICommHarassRetry_Protoss=2716
Alert/Name/AICommHarassRetry_Terran,AICommHarassRetry_Terran=2717
Alert/Name/AICommHarassRetry_Zerg,AICommHarassRetry_Zerg=2718
Alert/Name/AICommHarassStart,AICommHarassStart=2719
Alert/Name/AICommHarassStop,AICommHarassStop=2720
Alert/Name/AICommIdle,AICommIdle=2721
Alert/Name/AICommIdleAck,AICommIdleAck=2722
Alert/Name/AICommIdleAck_Protoss,AICommIdleAck_Protoss=2723
Alert/Name/AICommIdleAck_Terran,AICommIdleAck_Terran=2724
Alert/Name/AICommIdleAck_Zerg,AICommIdleAck_Zerg=2725
Alert/Name/AICommIdleDone,AICommIdleDone=2726
Alert/Name/AICommIdleDone_Protoss,AICommIdleDone_Protoss=2727
Alert/Name/AICommIdleDone_Terran,AICommIdleDone_Terran=2728
Alert/Name/AICommIdleDone_Zerg,AICommIdleDone_Zerg=2729
Alert/Name/AICommIdleFail,AICommIdleFail=2730
Alert/Name/AICommIdleFail_Protoss,AICommIdleFail_Protoss=2731
Alert/Name/AICommIdleFail_Terran,AICommIdleFail_Terran=2732
Alert/Name/AICommIdleFail_Zerg,AICommIdleFail_Zerg=2733
Alert/Name/AICommNeed,AICommNeed=2734
Alert/Name/AICommNeedDetection,AICommNeedDetection=2735
Alert/Name/AICommNeedDetection_Protoss,AICommNeedDetection_Protoss=2736
Alert/Name/AICommNeedDetection_Terran,AICommNeedDetection_Terran=2737
Alert/Name/AICommNeedDetection_Zerg,AICommNeedDetection_Zerg=2738
Alert/Name/AICommNeedHelp,AICommNeedHelp=2739
Alert/Name/AICommNeedHelp_Protoss,AICommNeedHelp_Protoss=2740
Alert/Name/AICommNeedHelp_Terran,AICommNeedHelp_Terran=2741
Alert/Name/AICommNeedHelp_Zerg,AICommNeedHelp_Zerg=2742
Alert/Name/AICommRally,AICommRally=2743
Alert/Name/AICommRallyAck,AICommRallyAck=2744
Alert/Name/AICommRallyAck_Protoss,AICommRallyAck_Protoss=2745
Alert/Name/AICommRallyAck_Terran,AICommRallyAck_Terran=2746
Alert/Name/AICommRallyAck_Zerg,AICommRallyAck_Zerg=2747
Alert/Name/AICommScout,AICommScout=2748
Alert/Name/AICommScoutAck,AICommScoutAck=2749
Alert/Name/AICommScoutAck_Protoss,AICommScoutAck_Protoss=2750
Alert/Name/AICommScoutAck_Terran,AICommScoutAck_Terran=2751
Alert/Name/AICommScoutAck_Zerg,AICommScoutAck_Zerg=2752
Alert/Name/AICommScoutDone,AICommScoutDone=2753
Alert/Name/AICommScoutDone_Protoss,AICommScoutDone_Protoss=2754
Alert/Name/AICommScoutDone_Terran,AICommScoutDone_Terran=2755
Alert/Name/AICommScoutDone_Zerg,AICommScoutDone_Zerg=2756
Alert/Name/AICommScoutEnd,AICommScoutEnd=2757
Alert/Name/AICommScoutEnd_Protoss,AICommScoutEnd_Protoss=2758
Alert/Name/AICommScoutEnd_Terran,AICommScoutEnd_Terran=2759
Alert/Name/AICommScoutEnd_Zerg,AICommScoutEnd_Zerg=2760
Alert/Name/AICommScoutFail,AICommScoutFail=2761
Alert/Name/AICommScoutFail_Protoss,AICommScoutFail_Protoss=2762
Alert/Name/AICommScoutFail_Terran,AICommScoutFail_Terran=2763
Alert/Name/AICommScoutFail_Zerg,AICommScoutFail_Zerg=2764
Alert/Name/AICommScoutRetry,AICommScoutRetry=2765
Alert/Name/AICommScoutRetry_Protoss,AICommScoutRetry_Protoss=2766
Alert/Name/AICommScoutRetry_Terran,AICommScoutRetry_Terran=2767
Alert/Name/AICommScoutRetry_Zerg,AICommScoutRetry_Zerg=2768
Alert/Name/AICommSpotted,AICommSpotted=2769
Alert/Name/AmmoComplete_Prot,AmmoComplete_Prot=2770
Alert/Name/AmmoComplete_Terr,AmmoComplete_Terr=2771
Alert/Name/AmmoComplete_Zerg,AmmoComplete_Zerg=2772
Alert/Name/AttackTownAlly_Prot,AttackTownAlly_Prot=2773
Alert/Name/AttackTownAlly_Terr,AttackTownAlly_Terr=2774
Alert/Name/AttackTownAlly_Zerg,AttackTownAlly_Zerg=2775
Alert/Name/AttackTown_Prot,AttackTown_Prot=2776
Alert/Name/AttackTown_Terr,AttackTown_Terr=2777
Alert/Name/AttackTown_Zerg,AttackTown_Zerg=2778
Alert/Name/AttackUnitAlly_Prot,AttackUnitAlly_Prot=2779
Alert/Name/AttackUnitAlly_Terr,AttackUnitAlly_Terr=2780
Alert/Name/AttackUnitAlly_Zerg,AttackUnitAlly_Zerg=2781
Alert/Name/AttackUnit_Prot,AttackUnit_Prot=2782
Alert/Name/AttackUnit_Terr,AttackUnit_Terr=2783
Alert/Name/AttackUnit_Zerg,AttackUnit_Zerg=2784
Alert/Name/BuildComplete_Prot,BuildComplete_Prot=2785
Alert/Name/BuildComplete_Terr,BuildComplete_Terr=2786
Alert/Name/BuildComplete_Zerg,BuildComplete_Zerg=2787
Alert/Name/CalldownLaunch_Prot,CalldownLaunch_Prot=2788
Alert/Name/CalldownLaunch_Terr,CalldownLaunch_Terr=2789
Alert/Name/CalldownLaunch_Zerg,CalldownLaunch_Zerg=2790
Alert/Name/ChronoBoostExpired,Chrono Boost Expired=2791
Alert/Name/DefensiveMatrixSpecializeComplete,Defensive Matrix Specialize Complete=2792
Alert/Name/LarvaHatched,Larva Hatched=2793
Alert/Name/MULEExpired,MULE Expired=2794
Alert/Name/MergeComplete_Prot,MergeComplete_Prot=2795
Alert/Name/MergeComplete_Terr,MergeComplete_Terr=2796
Alert/Name/MergeComplete_Zerg,MergeComplete_Zerg=2797
Alert/Name/MissilePodsSpecializeComplete,Missile Pods Specialize Complete=2798
Alert/Name/MorphComplete_Prot,MorphComplete_Prot=2799
Alert/Name/MorphComplete_Terr,MorphComplete_Terr=2800
Alert/Name/MorphComplete_Zerg,MorphComplete_Zerg=2801
Alert/Name/MorphaliskComplete,MorphaliskComplete=2802
Alert/Name/MothershipComplete_Prot,MothershipComplete_Prot=2803
Alert/Name/MothershipComplete_Terr,MothershipComplete_Terr=2804
Alert/Name/MothershipComplete_Zerg,MothershipComplete_Zerg=2805
Alert/Name/NydusDetect,Nydus Worm Detected=2806
Alert/Name/RebornComplete,Reborn Complete=2807
Alert/Name/ResearchComplete,ResearchComplete=2808
Alert/Name/ResearchComplete_Prot,ResearchComplete_Prot=2809
Alert/Name/ResearchComplete_Terr,ResearchComplete_Terr=2810
Alert/Name/ResearchComplete_Zerg,ResearchComplete_Zerg=2811
Alert/Name/ResourceExhausted_HighYieldMineral,ResourceExhausted_HighYieldMineral=2812
Alert/Name/ResourceExhausted_HighYieldMineral_Prot,ResourceExhausted_HighYieldMineral_Prot=2813
Alert/Name/ResourceExhausted_HighYieldMineral_Terr,ResourceExhausted_HighYieldMineral_Terr=2814
Alert/Name/ResourceExhausted_HighYieldMineral_Zerg,ResourceExhausted_HighYieldMineral_Zerg=2815
Alert/Name/ResourceExhausted_Mineral_Prot,ResourceExhausted_Mineral_Prot=2816
Alert/Name/ResourceExhausted_Mineral_Terr,ResourceExhausted_Mineral_Terr=2817
Alert/Name/ResourceExhausted_Mineral_Zerg,ResourceExhausted_Mineral_Zerg=2818
Alert/Name/ResourceExhausted_Vespene,ResourceExhausted_Vespene=2819
Alert/Name/ResourceExhausted_Vespene_Prot,ResourceExhausted_Vespene_Prot=2820
Alert/Name/ResourceExhausted_Vespene_Terr,ResourceExhausted_Vespene_Terr=2821
Alert/Name/ResourceExhausted_Vespene_Zerg,ResourceExhausted_Vespene_Zerg=2822
Alert/Name/RestoreResourcesComplete,RestoreResourcesComplete=2823
Alert/Name/ReviveError_Prot,ReviveError_Prot=2824
Alert/Name/ReviveError_Terr,ReviveError_Terr=2825
Alert/Name/ReviveError_Zerg,ReviveError_Zerg=2826
Alert/Name/SpecializeComplete_Prot,SpecializeComplete_Prot=2827
Alert/Name/SpecializeComplete_Terr,SpecializeComplete_Terr=2828
Alert/Name/SpecializeComplete_Zerg,SpecializeComplete_Zerg=2829
Alert/Name/TrainComplete_Prot,TrainComplete_Prot=2830
Alert/Name/TrainComplete_Terr,TrainComplete_Terr=2831
Alert/Name/TrainComplete_Zerg,TrainComplete_Zerg=2832
Alert/Name/TrainError_Prot,TrainError_Prot=2833
Alert/Name/TrainError_Terr,TrainError_Terr=2834
Alert/Name/TrainError_Zerg,TrainError_Zerg=2835
Alert/Name/TrainWorkerComplete_Prot,TrainWorkerComplete_Prot=2836
Alert/Name/TrainWorkerComplete_Terr,TrainWorkerComplete_Terr=2837
Alert/Name/TrainWorkerComplete_Zerg,TrainWorkerComplete_Zerg=2838
Alert/Name/UpgradeComplete_Prot,UpgradeComplete_Prot=2839
Alert/Name/UpgradeComplete_Terr,UpgradeComplete_Terr=2840
Alert/Name/UpgradeComplete_Zerg,UpgradeComplete_Zerg=2841
Alert/Name/WarpTrainComplete_Prot,WarpTrainComplete_Prot=2842
Alert/Name/WarpTrainComplete_Terr,WarpTrainComplete_Terr=2843
Alert/Name/WarpTrainComplete_Zerg,WarpTrainComplete_Zerg=2844
Alert/Name/YamatoSpecializeComplete,Yamato Specialize Complete=2845
AttachMethod/Name/AMArcTestWeapon,AMArc Test Weapon=2846
AttachMethod/Name/AMClosest2ToTarget,AMClosest2 To Target=2847
AttachMethod/Name/AMClosestToCaster,AMClosestToCaster=2848
AttachMethod/Name/AMClosestToOuter,AMClosestToOuter=2849
AttachMethod/Name/AMClosestToTarget,AMClosestToTarget=2850
AttachMethod/Name/AMFilterCenter,Filter Center=2851
AttachMethod/Name/AMFilterDamage,Filter Damage=2852
AttachMethod/Name/AMFilterHardpoint,Filter Hardpoint=2853
AttachMethod/Name/AMFilterHardpoint01,AMFilter Hardpoint01=2854
AttachMethod/Name/AMFilterHardpoint02,AMFilter Hardpoint02=2855
AttachMethod/Name/AMFilterHardpointLeft,AMFilter Hardpoint Left=2856
AttachMethod/Name/AMFilterHardpointRight,AMFilter Hardpoint Right=2857
AttachMethod/Name/AMFilterHead,Filter Head=2858
AttachMethod/Name/AMFilterTarget,Filter Target=2859
AttachMethod/Name/AMFilterTargetHeavy,AMFilter Target Heavy=2860
AttachMethod/Name/AMFilterTargetLight,AMFilter Target Light=2861
AttachMethod/Name/AMFilterTargetMedium,AMFilter Target Medium=2862
AttachMethod/Name/AMFilterTargetOrDamage,Filter Target Or Damage=2863
AttachMethod/Name/AMFilterTargetSetA0,AMFilter Target Set A0=2864
AttachMethod/Name/AMFilterTargetSetB0,AMFilter Target Set B0=2865
AttachMethod/Name/AMFilterTargetShield,AMFilter Target Shield=2866
AttachMethod/Name/AMFilterTargetVolumes,AMFilter Target Volumes=2867
AttachMethod/Name/AMFilterUpgradeArmor,AMFilter Upgrade Armor=2868
AttachMethod/Name/AMFilterUpgradeEngine,AMFilter Upgrade Engine=2869
AttachMethod/Name/AMFilterUpgradeEngineBottom,AMFilter Upgrade Engine Bottom=2870
AttachMethod/Name/AMFilterUpgradeEngineLeft,AMFilter Upgrade Engine Left=2871
AttachMethod/Name/AMFilterUpgradeEngineRight,AMFilter Upgrade Engine Right=2872
AttachMethod/Name/AMFilterUpgradeWeapon,AMFilter Upgrade Weapon=2873
AttachMethod/Name/AMFilterUpgradeWeaponBottom,AMFilter Upgrade Weapon Bottom=2874
AttachMethod/Name/AMFilterUpgradeWeaponLeft,AMFilter Upgrade Weapon Left=2875
AttachMethod/Name/AMFilterUpgradeWeaponRight,AMFilter Upgrade Weapon Right=2876
AttachMethod/Name/AMFilterVikingFighter,AMFilterVikingFighter=2877
AttachMethod/Name/AMFilterWeapon,Filter Weapon=2878
AttachMethod/Name/AMFilterWeapon00,Filter Weapon 00=2879
AttachMethod/Name/AMFilterWeapon01,Filter Weapon 01=2880
AttachMethod/Name/AMFilterWeapon02,Filter Weapon 02=2881
AttachMethod/Name/AMFilterWeapon03,Filter Weapon 03=2882
AttachMethod/Name/AMFilterWeaponAir,Filter Weapon Air=2883
AttachMethod/Name/AMFilterWeaponBottom,Filter Weapon Bottom=2884
AttachMethod/Name/AMFilterWeaponGround,Filter Weapon Ground=2885
AttachMethod/Name/AMFilterWeaponLeft,Filter WeaponLeft=2886
AttachMethod/Name/AMFilterWeaponRight,Filter WeaponRight=2887
AttachMethod/Name/AMFilterWeaponSetA0,Filter WeaponSetA0=2888
AttachMethod/Name/AMFilterWeaponSetA1,Filter WeaponSetA1=2889
AttachMethod/Name/AMFilterWeaponSetA2,Filter WeaponSetA2=2890
AttachMethod/Name/AMFilterWeaponSetA3,Filter WeaponSetA3=2891
AttachMethod/Name/AMFilterWeaponSetA4,Filter WeaponSetA4=2892
AttachMethod/Name/AMNodeOccupancyNoSpam,Node Occupancy No Spam=2893
AttachMethod/Name/AMNodeOccupancyTerranFlames,Node Occupancy Terran Flames=2894
AttachMethod/Name/AMNumericFieldRadiusShield,Numeric Field Radius Shield=2895
AttachMethod/Name/AMPatternBanshee,Pattern Banshee=2896
AttachMethod/Name/AMPatternMarauder,Pattern Marauder=2897
AttachMethod/Name/AMPatternMissileTurret,Pattern Missile Turret=2898
AttachMethod/Name/AMPatternMothershipBeam,Pattern Mothership Beam=2899
AttachMethod/Name/AMPatternReaper,Pattern Reaper=2900
AttachMethod/Name/AMPatternRollingStripe,Pattern Rolling Stripe=2901
AttachMethod/Name/AMPatternThor,AMPatternThor=2902
AttachMethod/Name/AMPatternThorAA,Pattern Thor AA=2903
AttachMethod/Name/AMPatternVikingFighter,AMPatternVikingFighter=2904
AttachMethod/Name/AMPortAllocatorBunker,AMPort Allocator Bunker=2905
AttachMethod/Name/AMPreferGround,AMPrefer Ground=2906
AttachMethod/Name/AMProximityAll,Proximity All=2907
AttachMethod/Name/AMProximityTarget,Proximity Target=2908
AttachMethod/Name/AMProximityTargetAll,Proximity Target All=2909
AttachMethod/Name/AMRandom,AMRandom=2910
AttachMethod/Name/AMRandomExpTight,AMRandom Exp Tight=2911
AttachMethod/Name/AMRandomUniform,AMRandom Uniform=2912
AttachMethod/Name/AMRandomUniformAll,AMRandom Uniform All=2913
AttachMethod/Name/AMReduction,Reduction=2914
AttachMethod/Name/AMReductionFire,Reduction Fire=2915
AttachMethod/Name/AMReductionQtr,Reduction Qtr=2916
AttachMethod/Name/AMVolumesRequery,AMVolumes Requery=2917
AttachMethod/Name/AMVolumesTargets,AMVolumes Targets=2918
AttachMethod/Name/AMVolumesWeightedPick,AMVolumes Weighted Pick=2919
Behavior/EditorPrefix/AutoTurretTimedLife,Automatischer Geschützturm -=2920
Behavior/EditorPrefix/BanelingExplode,Berstling -=2921
Behavior/EditorPrefix/BansheeCloak,Banshee -=2922
Behavior/EditorPrefix/BroodlingFate,Brutlord -=2923
Behavior/EditorPrefix/BroodlingWander,Brutlord -=2924
Behavior/EditorPrefix/BunkerWeaponRangeBonus,Bunker -<sp/>=2925
Behavior/EditorPrefix/Charging,Berserker -=2926
Behavior/EditorPrefix/CloakField,Mutterschiff -=2927
Behavior/EditorPrefix/CloakFieldEffect,Mutterschiff -=2928
Behavior/EditorPrefix/Conjoined,Terrain-Mod -=2929
Behavior/EditorPrefix/Contaminated,Overseer -=2930
Behavior/EditorPrefix/Corruption,Schänder -=2931
Behavior/EditorPrefix/EMPDecloak,Ghost -=2932
Behavior/EditorPrefix/Ethereal,Hoher Templer -=2933
Behavior/EditorPrefix/ForceFieldFate,Protektor -<sp/>=2934
Behavior/EditorPrefix/FungalGrowth,Verseucher -=2935
Behavior/EditorPrefix/GhostCloak,Ghost -=2936
Behavior/EditorPrefix/GhostHoldFire,Ghost -=2937
Behavior/EditorPrefix/GravitonBeam,Phönix -=2938
Behavior/EditorPrefix/GravitonBeamHeight,Phönix -=2939
Behavior/EditorPrefix/GuardianShield,Protektor -=2940
Behavior/EditorPrefix/Hallucination,Protektor -=2941
Behavior/EditorPrefix/Immobilize,Warpprisma -=2942
Behavior/EditorPrefix/InfestedTerranTimedLife,Verseucher -=2943
Behavior/EditorPrefix/LarvaWander,Zerg -=2944
Behavior/EditorPrefix/Leech,Verseucher -=2945
Behavior/EditorPrefix/LeechDisableAbilities,Verseucher -=2946
Behavior/EditorPrefix/MULETimedLife,M.U.L.E. -=2947
Behavior/EditorPrefix/NeuralParasite,Verseucher -=2948
Behavior/EditorPrefix/NeuralParasiteWait,Verseucher -=2949
Behavior/EditorPrefix/PointDefenseDroneTimedLife,Verteidigungsdrohne -=2950
Behavior/EditorPrefix/PowerSource,Pylon -=2951
Behavior/EditorPrefix/PowerUserWarpable,Protoss -=2952
Behavior/EditorPrefix/PsiStorm,Hoher Templer -=2953
Behavior/EditorPrefix/QueenBirthUnburrow,Königin -=2954
Behavior/EditorPrefix/QueenSpawnLarva,Brutstätte -=2955
Behavior/EditorPrefix/QueenSpawnLarvaTimer,Königin -=2956
Behavior/EditorPrefix/ReaperJump,Rächer -=2957
Behavior/EditorPrefix/Recalled,Mutterschiff -<sp/>=2958
Behavior/EditorPrefix/Recalling,Mutterschiff -=2959
Behavior/EditorPrefix/Recalling2,Mutterschiff - Massenrückruf -=2960
Behavior/EditorPrefix/SalvageBunker,Wiederverwertung -=2961
Behavior/EditorPrefix/SeekerMissileTimeout,Raven -=2962
Behavior/EditorPrefix/SensorTowerRadar,Sensorturm -=2963
Behavior/EditorPrefix/Slow,Marodeur -=2964
Behavior/EditorPrefix/SpawnLarva,Brutstätte -=2965
Behavior/EditorPrefix/Stimpack,Space-Marine -=2966
Behavior/EditorPrefix/StimpackMarauder,Marodeur -=2967
Behavior/EditorPrefix/SupplyDrop,Kommandozentrale -=2968
Behavior/EditorPrefix/SupplyDropEnRoute,Kommandozentrale -=2969
Behavior/EditorPrefix/SurfaceForSpellCast,Verseucher -=2970
Behavior/EditorPrefix/SurfaceForSpellCastChanneled,Verseucher -=2971
Behavior/EditorPrefix/TerranBuildingBurnDown,Terraner -=2972
Behavior/EditorPrefix/TimeWarpProduction,Nexus -=2973
Behavior/EditorPrefix/VoidRayPhase2,Phasengleiter -=2974
Behavior/EditorPrefix/VoidRayPhase3,Phasengleiter -=2975
Behavior/EditorPrefix/VortexBehavior,Mutterschiff -=2976
Behavior/EditorPrefix/VortexBehaviorEnemy,Mutterschiff -=2977
Behavior/EditorPrefix/VortexEventHorizon,Mutterschiff -=2978
Behavior/EditorPrefix/WarpInVulnerability,Protoss -=2979
Behavior/EditorPrefix/WarpPrismPowerSource,Warpprisma -=2980
Behavior/EditorPrefix/ZergBuildingNotOnCreep,Zerg -=2981
Behavior/EditorPrefix/makeCreep4x4,Zerg -=2982
Behavior/EditorPrefix/makeCreep8x6,Zerg -=2983
Behavior/EditorSuffix/Detector10,-10=2984
Behavior/EditorSuffix/Detector11,-11=2985
Behavior/EditorSuffix/Detector12,-12=2986
Behavior/EditorSuffix/HighYieldMineralFieldMinerals750,=2987
Behavior/EditorSuffix/Leech,(Energie entziehen)=2988
Behavior/EditorSuffix/LeechDisableAbilities,(Caster-Fähigkeiten deaktivieren)=2989
Behavior/EditorSuffix/MineralFieldMinerals750,=2990
Behavior/EditorSuffix/NeuralParasiteWait,- (Warten)=2991
Behavior/EditorSuffix/Recalled,(Nach Rückruf)=2992
Behavior/EditorSuffix/Recalling,(Vor Rückruf)=2993
Behavior/EditorSuffix/VortexBehaviorEnemy,(Gegner)=2994
Behavior/EditorSuffix/WarpInVulnerability,(Doppelt Schaden genommen)=2995
Button/EditorPrefix/AutoTurret,Raven -=2996
Button/EditorPrefix/ForceField,Protektor -=2997
Button/EditorPrefix/FungalGrowth,Verseucher -=2998
Button/EditorPrefix/Hallucination,Protektor -=2999
Button/EditorPrefix/HunterSeekerMissile,Raven -=3000
Button/EditorPrefix/InfestedTerrans,Verseucher -=3001
Button/EditorPrefix/NeuralParasite,Verseucher -=3002
Button/EditorPrefix/PsiStorm,Hoher Templer -=3003
Button/EditorPrefix/RapidRegeneration,Schabe -=3004
Button/EditorPrefix/Siphon,Verseucher -=3005
Button/EditorPrefix/Transfusion,Königin -=3006
Button/EditorSuffix/AWrp,- Auswahl=3007
Button/EditorSuffix/ArchonWarpTarget,- Ziel=3008
Button/EditorSuffix/AttackBuilding,(Gebäude)=3009
Button/EditorSuffix/AttackBuildingPFort,(Planetare Festung)=3010
Button/EditorSuffix/AttackGhost,(Ghost)=3011
Button/EditorSuffix/AttackRedirect,(Umleiten)=3012
Button/EditorSuffix/AttackWarpPrism,(Warpprisma)=3013
Button/EditorSuffix/AttackWorker,(Arbeiter)=3014
Button/EditorSuffix/BanelingFromZerglingBurrowed,(Eingegrabener Zergling)=3015
Button/EditorSuffix/BuildTechLabBarracks,(Kaserne)=3016
Button/EditorSuffix/BuildTechLabFactory,(Fabrik)=3017
Button/EditorSuffix/BuildTechLabStarport,(Raumhafen)=3018
Button/EditorSuffix/BunkerLoad,(Bunker)=3019
Button/EditorSuffix/BunkerUnloadAll,(Bunker)=3020
Button/EditorSuffix/BurrowMove,(Bewegliche Vergraber)=3021
Button/EditorSuffix/CancelCocoon,- Kokon - Larve=3022
Button/EditorSuffix/CancelCocoonMorph,- Kokon, morphen=3023
Button/EditorSuffix/CancelMutateMorph,- Mutieren=3024
Button/EditorSuffix/CancelSlot,- Warteschlangenplatz=3025
Button/EditorSuffix/CancelUpgradeMorph,- Upgrade=3026
Button/EditorSuffix/CloakOnBanshee,(Banshee)=3027
Button/EditorSuffix/CloakOnGhost,(Ghost)=3028
Button/EditorSuffix/CommandCenterLoad,(Kommandozentrale)=3029
Button/EditorSuffix/CommandCenterUnloadAll,(Kommandozentrale)=3030
Button/EditorSuffix/CommanderArtanisFleetBeaconUpgradesPack,=3031
Button/EditorSuffix/CommanderArtanisTwilightCouncilUpgradesPack,=3032
Button/EditorSuffix/CommanderKaraxCyberneticsCoreUpgradesPack,=3033
Button/EditorSuffix/CommanderKaraxFleetBeaconUpgradesPack,=3034
Button/EditorSuffix/CommanderKaraxForgeUpgradesPack,=3035
Button/EditorSuffix/CommanderKaraxRoboticsBayUpgradesPack,=3036
Button/EditorSuffix/CommanderKaraxTwilightCouncilUpgradesPack,=3037
Button/EditorSuffix/CommanderRaynorAdditionalArmoryUpgrades,(Raynor)=3038
Button/EditorSuffix/CommanderRaynorEngineeringBayUpgradePack,(Raynor)=3039
Button/EditorSuffix/CommanderRaynorFactoryUpgradePack,(Raynor)=3040
Button/EditorSuffix/CommanderRaynorStarportUpgradePack,(Raynor)=3041
Button/EditorSuffix/CommanderSwannArmoryUpgradePack,=3042
Button/EditorSuffix/CommanderSwannEngineeringBayUpgradesPack,=3043
Button/EditorSuffix/CommanderSwannFactoryUpgradesPack,=3044
Button/EditorSuffix/CommanderSwannUnlockAdditionalStarportTechLabUpgrades,=3045
Button/EditorSuffix/CommanderVorazunFleetBeaconUpgradesPack,=3046
Button/EditorSuffix/CommanderVorazunTwilightCouncilUpgradesPack,=3047
Button/EditorSuffix/CorruptionAbility,(Zielfähigkeit)=3048
Button/EditorSuffix/GatherMULE,(M.U.L.E.)=3049
Button/EditorSuffix/GatherProt,(Sonde)=3050
Button/EditorSuffix/GatherTerr,(WBF)=3051
Button/EditorSuffix/GatherZerg,(Drohne)=3052
Button/EditorSuffix/GhostHoldFire,(Ghost)=3053
Button/EditorSuffix/Infestor,(Caster)=3054
Button/EditorSuffix/Land,(Terraner-Gebäude)=3055
Button/EditorSuffix/Lift,(Terraner-Gebäude)=3056
Button/EditorSuffix/Load,(Nyduswurm)=3057
Button/EditorSuffix/Lower,(Versorgungsdepot)=3058
Button/EditorSuffix/MedivacLoad,(Medivac)=3059
Button/EditorSuffix/MedivacUnloadAll,(Medivacs)=3060
Button/EditorSuffix/NydusCanalLoad,(Nydusnetzwerk)=3061
Button/EditorSuffix/NydusCanalUnloadAll,(Nyduskanal)=3062
Button/EditorSuffix/OverlordTransportLoad,(Overlord)=3063
