Button/Hotkey/Taunt,T=0
UI/Hotkey/LeaderUnitsLost,L=2620
UI/Hotkey/LeaderUpgrades,G=2621
UI/Hotkey/LeaderUpgrades_NRS,G=2622
UI/Hotkey/LeaderUpgrades_SC1,G=2623
UI/Hotkey/LeaderUpgrades_USDL,G=2624
UI/Hotkey/MenuAchievements,F9=2625
UI/Hotkey/MenuAchievements_GRS,F1=2626
UI/Hotkey/MenuAchievements_NRS,F1=2627
UI/Hotkey/MenuHelp,F12=2628
UI/Hotkey/MenuHelp_GRS,F4=2629
UI/Hotkey/MenuHelp_NRS,F4=2630
UI/Hotkey/MenuMessages,F11=2631
UI/Hotkey/MenuMessages_GRS,F3=2632
UI/Hotkey/MenuMessages_NRS,F3=2633
UI/Hotkey/StatusAll,Apostrophe=2634
UI/Hotkey/StatusAll_GRS,R=2635
UI/Hotkey/StatusAlly,BracketOpen=2636
UI/Hotkey/StatusAlly_GRS,E=2637
UI/Hotkey/StatusAlly_NRS,Shift+E=2638
UI/Hotkey/StatusEnemy,BracketClose=2639
UI/Hotkey/StatusEnemy_GRS,Shift+W=2640
UI/Hotkey/StatusEnemy_NRS,Shift+W=2641
UI/Hotkey/StatusOwner,BackSlash=2642
UI/Hotkey/StatusOwner_GRS,Q=2643
UI/Hotkey/StatusOwner_NRS,Shift+Q=2644
UI/Hotkey/SubgroupNext,Tab=2645
UI/Hotkey/SubgroupNext_GRS,BackSlash=2646
UI/Hotkey/SubgroupNext_NRS,BackSlash=2647
UI/Hotkey/SubgroupNext_USD,Tab=2648
UI/Hotkey/SubgroupPrev,Shift+Tab=2649
UI/Hotkey/SubgroupPrev_GRS,Shift+BackSlash=2650
UI/Hotkey/SubgroupPrev_NRS,Shift+BackSlash=2651
UI/Hotkey/SubgroupPrev_USD,Shift+Tab=2652
UI/Hotkey/TownCamera_USD,Backspace=2653
UI/Hotkey/WarpIn,W=2654
UI/Hotkey/WarpIn_GLS,Y=2655
UI/Hotkey/WarpIn_GRS,Y=2656
UI/Hotkey/WarpIn_NRS,BracketOpen=2657
UI/Hotkey/WarpIn_SC1,Q=2658
UI/Hotkey/WarpIn_USD,W=2659
UI/Hotkey/WarpIn_USDL,BracketOpen=2660
Button/Hotkey/AnionPulseCrystals,R /// R=2661
Button/Hotkey/AnionPulseCrystals_NRS,U /// U=2662
Button/Hotkey/AnionPulseCrystals_USD,R /// R=2663
Button/Hotkey/AnionPulseCrystals_USDL,U /// U=2664
Button/Hotkey/BanelingBurrowMove,B /// B=2665
Button/Hotkey/BanelingBurrowMove_NRS,B /// B=2666
Button/Hotkey/BanelingBurrowMove_USD,B /// B=2667
Button/Hotkey/BanelingBurrowMove_USDL,B /// B=2668
Button/Hotkey/BlindingCloud,B /// B=2669
Button/Hotkey/BlindingCloud_NRS,B /// B=2670
Button/Hotkey/BlindingCloud_USD,B /// B=2671
Button/Hotkey/BlindingCloud_USDL,B /// B=2672
Button/Hotkey/Bombardment,B /// B=2673
Button/Hotkey/Bombardment_NRS,B /// B=2674
Button/Hotkey/Bombardment_USD,B /// B=2675
Button/Hotkey/Bombardment_USDL,B /// B=2676
Button/Hotkey/BurrowChargeMP,C /// C=2677
Button/Hotkey/BurrowChargeMP_NRS,I /// I=2678
Button/Hotkey/BurrowChargeMP_USD,C /// C=2679
Button/Hotkey/BurrowChargeMP_USDL,I /// I=2680
Button/Hotkey/BurrowLurkerMP,D=2681
Button/Hotkey/BurrowLurkerMP_NRS,D=2682
Button/Hotkey/BurrowLurkerMP_USD,D=2683
Button/Hotkey/BurrowLurkerMP_USDL,D=2684
Button/Hotkey/CancelMothershipMorph,Escape /// Escape=2685
Button/Hotkey/CancelMothershipMorph_NRS,F12,Escape /// F12,Escape=2686
Button/Hotkey/CancelMothershipMorph_USD,Escape /// Escape=2687
Button/Hotkey/CancelMothershipMorph_USDL,F12,Escape /// F12,Escape=2688
Button/Hotkey/CloakUnit,C /// C=2689
Button/Hotkey/CloakUnit_NRS,I /// I=2690
Button/Hotkey/CloakUnit_USD,C /// C=2691
Button/Hotkey/CloakUnit_USDL,I /// I=2692
Button/Hotkey/CycloneMissiles,C /// C=2693
Button/Hotkey/CycloneMissiles_NRS,I /// I=2694
Button/Hotkey/CycloneMissiles_USD,C /// C=2695
Button/Hotkey/CycloneMissiles_USDL,I /// I=2696
Button/Hotkey/DigesterCreepSpray,C /// C=2697
Button/Hotkey/DigesterCreepSpray_NRS,I /// I=2698
Button/Hotkey/DigesterCreepSpray_USD,C /// C=2699
Button/Hotkey/DigesterCreepSpray_USDL,I /// I=2700
Button/Hotkey/DisableBuildingAttack,G /// G=2701
Button/Hotkey/DisableBuildingAttack_NRS,B /// B=2702
Button/Hotkey/DisableBuildingAttack_USD,G /// G=2703
Button/Hotkey/DisableBuildingAttack_USDL,B /// B=2704
Button/Hotkey/EnableBuildingAttack,F /// F=2705
Button/Hotkey/EnableBuildingAttack_NRS,G /// G=2706
Button/Hotkey/EnableBuildingAttack_USD,F /// F=2707
Button/Hotkey/EnableBuildingAttack_USDL,G /// G=2708
Button/Hotkey/EnergyTransfer,G /// G=2709
Button/Hotkey/EnergyTransfer_NRS,G /// G=2710
Button/Hotkey/EnergyTransfer_USD,G /// G=2711
Button/Hotkey/EnergyTransfer_USDL,G /// G=2712
Button/Hotkey/Engage,E /// E=2713
Button/Hotkey/Engage_NRS,B /// B=2714
Button/Hotkey/Engage_USD,E /// E=2715
Button/Hotkey/Engage_USDL,B /// B=2716
Button/Hotkey/EvolveBurrowCharge,B /// B=2717
Button/Hotkey/EvolveBurrowCharge_NRS,B /// B=2718
Button/Hotkey/EvolveBurrowCharge_USD,B /// B=2719
Button/Hotkey/EvolveBurrowCharge_USDL,B /// B=2720
Button/Hotkey/FaceEmbrace,D /// D=2721
Button/Hotkey/FaceEmbrace_NRS,U /// U=2722
Button/Hotkey/FaceEmbrace_USD,D /// D=2723
Button/Hotkey/FaceEmbrace_USDL,U /// U=2724
Button/Hotkey/HellionTank,R /// R=2725
Button/Hotkey/HellionTank_NRS,P /// P=2726
Button/Hotkey/HellionTank_SC1,H /// H=2727
Button/Hotkey/HellionTank_USD,R /// R=2728
Button/Hotkey/HellionTank_USDL,P /// P=2729
Button/Hotkey/InvulnerabilityShield,E /// E=2730
Button/Hotkey/InvulnerabilityShield_NRS,B /// B=2731
Button/Hotkey/InvulnerabilityShield_USD,E /// E=2732
Button/Hotkey/InvulnerabilityShield_USDL,B /// B=2733
Button/Hotkey/LightofAiur,T /// T=2734
Button/Hotkey/LightofAiur_NRS,I /// I=2735
Button/Hotkey/LightofAiur_USD,T /// T=2736
Button/Hotkey/LightofAiur_USDL,I /// I=2737
Button/Hotkey/LurkerBurrowUp,R=2738
Button/Hotkey/LurkerBurrowUp_NRS,U=2739
Button/Hotkey/LurkerBurrowUp_SC1,U=2740
Button/Hotkey/LurkerBurrowUp_USD,R=2741
Button/Hotkey/LurkerBurrowUp_USDL,U=2742
Button/Hotkey/MaximumThrust,X /// X=2743
Button/Hotkey/MaximumThrust_NRS,L /// L=2744
Button/Hotkey/MaximumThrust_USD,X /// X=2745
Button/Hotkey/MaximumThrust_USDL,L /// L=2746
Button/Hotkey/MedivacSpeedBoost,B /// B=2747
Button/Hotkey/MedivacSpeedBoost_NRS,B /// B=2748
Button/Hotkey/MedivacSpeedBoost_USD,B /// B=2749
Button/Hotkey/MedivacSpeedBoost_USDL,B /// B=2750
Button/Hotkey/MorphToHellion,E /// E=2751
Button/Hotkey/MorphToHellionTank,D /// D=2752
Button/Hotkey/MorphToHellionTank_NRS,U /// U=2753
Button/Hotkey/MorphToHellionTank_USD,D /// D=2754
Button/Hotkey/MorphToHellionTank_USDL,U /// U=2755
Button/Hotkey/MorphToHellion_NRS,B /// B=2756
Button/Hotkey/MorphToHellion_USD,E /// E=2757
Button/Hotkey/MorphToHellion_USDL,B /// B=2758
Button/Hotkey/MorphToMothership,U /// U=2759
Button/Hotkey/MorphToMothership_NRS,A /// A=2760
Button/Hotkey/MorphToMothership_USD,U /// U=2761
Button/Hotkey/MorphToMothership_USDL,A /// A=2762
Button/Hotkey/MorphToSwarmHostBurrowedMP,R /// R=2763
Button/Hotkey/MorphToSwarmHostBurrowedMP_NRS,U /// U=2764
Button/Hotkey/MorphToSwarmHostBurrowedMP_USD,R /// R=2765
Button/Hotkey/MorphToSwarmHostBurrowedMP_USDL,U /// U=2766
Button/Hotkey/MorphToSwarmHostMP,R /// R=2767
Button/Hotkey/MorphToSwarmHostMP_NRS,U /// U=2768
Button/Hotkey/MorphToSwarmHostMP_USD,R /// R=2769
Button/Hotkey/MorphToSwarmHostMP_USDL,U /// U=2770
Button/Hotkey/MothershipCore,M /// M=2771
Button/Hotkey/MothershipCoreEnergize,E /// E=2772
Button/Hotkey/MothershipCoreEnergize_NRS,B /// B=2773
Button/Hotkey/MothershipCoreEnergize_USD,E /// E=2774
Button/Hotkey/MothershipCoreEnergize_USDL,B /// B=2775
Button/Hotkey/MothershipCoreMassRecall,R /// R=2776
Button/Hotkey/MothershipCoreMassRecall_NRS,U /// U=2777
Button/Hotkey/MothershipCoreMassRecall_USD,R /// R=2778
Button/Hotkey/MothershipCoreMassRecall_USDL,U /// U=2779
Button/Hotkey/MothershipCoreTeleport,T /// T=2780
Button/Hotkey/MothershipCoreTeleport_NRS,U /// U=2781
Button/Hotkey/MothershipCoreTeleport_USD,T /// T=2782
Button/Hotkey/MothershipCoreTeleport_USDL,U /// U=2783
Button/Hotkey/MothershipCoreWeapon,F /// F=2784
Button/Hotkey/MothershipCoreWeapon_NRS,G /// G=2785
Button/Hotkey/MothershipCoreWeapon_USD,F /// F=2786
Button/Hotkey/MothershipCoreWeapon_USDL,G /// G=2787
Button/Hotkey/MothershipCore_NRS,A /// A=2788
Button/Hotkey/MothershipCore_USD,M /// M=2789
Button/Hotkey/MothershipCore_USDL,A /// A=2790
Button/Hotkey/MothershipStasis,T /// T=2791
Button/Hotkey/MothershipStasis_NRS,U /// U=2792
Button/Hotkey/MothershipStasis_USD,T /// T=2793
Button/Hotkey/MothershipStasis_USDL,U /// U=2794
Button/Hotkey/MuscularAugments,A /// A=2795
Button/Hotkey/MuscularAugments_NRS,K /// K=2796
Button/Hotkey/MuscularAugments_USD,A /// A=2797
Button/Hotkey/MuscularAugments_USDL,K /// K=2798
Button/Hotkey/NexusInvulnerability,V /// V=2799
Button/Hotkey/NexusInvulnerability_NRS,V /// V=2800
Button/Hotkey/NexusInvulnerability_USD,V /// V=2801
Button/Hotkey/NexusInvulnerability_USDL,V /// V=2802
Button/Hotkey/NexusPhaseShift,T /// T=2803
Button/Hotkey/NexusPhaseShift_NRS,U /// U=2804
Button/Hotkey/NexusPhaseShift_USD,T /// T=2805
Button/Hotkey/NexusPhaseShift_USDL,U /// U=2806
Button/Hotkey/NydusCanalAttacker,E /// E=2807
Button/Hotkey/NydusCanalAttacker_NRS,B /// B=2808
Button/Hotkey/NydusCanalAttacker_USD,E /// E=2809
Button/Hotkey/NydusCanalAttacker_USDL,B /// B=2810
Button/Hotkey/NydusCanalCreeper,C /// C=2811
Button/Hotkey/NydusCanalCreeper_NRS,I /// I=2812
Button/Hotkey/NydusCanalCreeper_USD,C /// C=2813
Button/Hotkey/NydusCanalCreeper_USDL,I /// I=2814
Button/Hotkey/Oracle,E /// E=2815
Button/Hotkey/OracleCloakField,E /// E=2816
Button/Hotkey/OracleCloakField_NRS,B /// B=2817
Button/Hotkey/OracleCloakField_USD,E /// E=2818
Button/Hotkey/OracleCloakField_USDL,B /// B=2819
Button/Hotkey/OracleEnergyUpgrade,A /// A=2820
Button/Hotkey/OracleEnergyUpgrade_NRS,K /// K=2821
Button/Hotkey/OracleEnergyUpgrade_USD,A /// A=2822
Button/Hotkey/OracleEnergyUpgrade_USDL,K /// K=2823
Button/Hotkey/OracleHallucination,L /// L=2824
Button/Hotkey/OracleHallucination_NRS,A /// A=2825
Button/Hotkey/OracleHallucination_SC1,L /// L=2826
Button/Hotkey/OracleHallucination_USD,L /// L=2827
Button/Hotkey/OracleHallucination_USDL,A /// A=2828
Button/Hotkey/OracleNormalMode,T /// T=2829
Button/Hotkey/OracleNormalMode_NRS,U /// U=2830
Button/Hotkey/OracleNormalMode_USD,T /// T=2831
Button/Hotkey/OracleNormalMode_USDL,U /// U=2832
Button/Hotkey/OracleRevelation,R /// R=2833
Button/Hotkey/OracleRevelationMode,E /// E=2834
Button/Hotkey/OracleRevelationMode_NRS,B /// B=2835
Button/Hotkey/OracleRevelationMode_USD,E /// E=2836
Button/Hotkey/OracleRevelationMode_USDL,B /// B=2837
Button/Hotkey/OracleRevelation_NRS,U /// U=2838
Button/Hotkey/OracleRevelation_USD,R /// R=2839
Button/Hotkey/OracleRevelation_USDL,U /// U=2840
Button/Hotkey/Oracle_NRS,B /// B=2841
Button/Hotkey/Oracle_SC1,L /// L=2842
Button/Hotkey/Oracle_USD,E /// E=2843
Button/Hotkey/Oracle_USDL,B /// B=2844
Button/Hotkey/PhoenixRangeUpgrade,R /// R=2845
Button/Hotkey/PhoenixRangeUpgrade_NRS,U /// U=2846
Button/Hotkey/PhoenixRangeUpgrade_USD,R /// R=2847
Button/Hotkey/PhoenixRangeUpgrade_USDL,U /// U=2848
Button/Hotkey/PylonPower,T /// T=2849
Button/Hotkey/PylonPower_NRS,U /// U=2850
Button/Hotkey/PylonPower_USD,T /// T=2851
Button/Hotkey/PylonPower_USDL,U /// U=2852
Button/Hotkey/RallyOverlord,O /// O=2853
Button/Hotkey/RallyOverlord_NRS,A /// A=2854
Button/Hotkey/RallyOverlord_USD,O /// O=2855
Button/Hotkey/RallyOverlord_USDL,A /// A=2856
Button/Hotkey/ResearchCombatDrugs,D /// D=2857
Button/Hotkey/ResearchCombatDrugs_NRS,U /// U=2858
Button/Hotkey/ResearchCombatDrugs_USD,D /// D=2859
Button/Hotkey/ResearchCombatDrugs_USDL,U /// U=2860
Button/Hotkey/ResearchInterceptorLaunchSpeedUpgrade_NRS,G /// G=2861
Button/Hotkey/ResearchLocustLifetimeIncrease,L /// L=2862
Button/Hotkey/ResearchLocustLifetimeIncrease_NRS,A /// A=2863
Button/Hotkey/ResearchLocustLifetimeIncrease_USD,L /// L=2864
Button/Hotkey/ResearchLocustLifetimeIncrease_USDL,A /// A=2865
Button/Hotkey/ResearchTransformationServos,T /// T=2866
Button/Hotkey/ResearchTransformationServos_NRS,U /// U=2867
Button/Hotkey/ResearchTransformationServos_USD,T /// T=2868
Button/Hotkey/ResearchTransformationServos_USDL,U /// U=2869
Button/Hotkey/ResourceStun,E /// E=2870
Button/Hotkey/ResourceStun_NRS,B /// B=2871
Button/Hotkey/ResourceStun_USD,E /// E=2872
Button/Hotkey/ResourceStun_USDL,B /// B=2873
Button/Hotkey/Scryer,C /// C=2874
Button/Hotkey/Scryer_NRS,I /// I=2875
Button/Hotkey/Scryer_USD,C /// C=2876
Button/Hotkey/Scryer_USDL,I /// I=2877
Button/Hotkey/SetRallyPointSwarmHost,Y /// Y=2878
Button/Hotkey/SetRallyPointSwarmHost_NRS,Y /// Y=2879
Button/Hotkey/SetRallyPointSwarmHost_USD,Y /// Y=2880
Button/Hotkey/SetRallyPointSwarmHost_USDL,Y /// Y=2881
Button/Hotkey/Shield,E /// E=2882
Button/Hotkey/ShieldHeal,H /// H=2883
Button/Hotkey/ShieldHeal_NRS,H /// H=2884
Button/Hotkey/ShieldHeal_USD,H /// H=2885
Button/Hotkey/ShieldHeal_USDL,H /// H=2886
Button/Hotkey/Shield_NRS,B /// B=2887
Button/Hotkey/Shield_USD,E /// E=2888
Button/Hotkey/Shield_USDL,B /// B=2889
Button/Hotkey/SwarmHost,C /// C=2890
Button/Hotkey/SwarmHostBurrowDown,D=2891
Button/Hotkey/SwarmHostBurrowDown_NRS,D=2892
Button/Hotkey/SwarmHostBurrowDown_USD,D=2893
Button/Hotkey/SwarmHostBurrowDown_USDL,D=2894
Button/Hotkey/SwarmHostBurrowUp,R /// R=2895
Button/Hotkey/SwarmHostBurrowUp_NRS,U /// U=2896
Button/Hotkey/SwarmHostBurrowUp_USD,R /// R=2897
Button/Hotkey/SwarmHostBurrowUp_USDL,U /// U=2898
Button/Hotkey/SwarmHostMP,A /// A=2899
Button/Hotkey/SwarmHostMP_NRS,G /// G=2900
Button/Hotkey/SwarmHostMP_USD,A /// A=2901
Button/Hotkey/SwarmHostMP_USDL,G /// G=2902
Button/Hotkey/SwarmHost_NRS,I /// I=2903
Button/Hotkey/SwarmHost_USD,C /// C=2904
Button/Hotkey/SwarmHost_USDL,I /// I=2905
Button/Hotkey/Tempest,T /// T=2906
Button/Hotkey/TempestRangeUpgrade,Q /// Q=2907
Button/Hotkey/TempestRangeUpgrade_NRS,U /// U=2908
Button/Hotkey/TempestRangeUpgrade_SC1,U /// U=2909
Button/Hotkey/TempestRangeUpgrade_USD,Q /// Q=2910
Button/Hotkey/TempestRangeUpgrade_USDL,U /// U=2911
Button/Hotkey/Tempest_NRS,U /// U=2912
Button/Hotkey/Tempest_USD,T /// T=2913
Button/Hotkey/Tempest_USDL,U /// U=2914
Button/Hotkey/TornadoMissile,E /// E=2915
Button/Hotkey/TornadoMissile_NRS,B /// B=2916
Button/Hotkey/TornadoMissile_USD,E /// E=2917
Button/Hotkey/TornadoMissile_USDL,B /// B=2918
Button/Hotkey/UltraliskBurrowCharge,C /// C=2919
Button/Hotkey/UltraliskBurrowCharge_NRS,I /// I=2920
Button/Hotkey/UltraliskBurrowCharge_USD,C /// C=2921
Button/Hotkey/UltraliskBurrowCharge_USDL,I /// I=2922
Button/Hotkey/VehicleMode,E /// E=2923
Button/Hotkey/VehicleMode_NRS,B /// B=2924
Button/Hotkey/VehicleMode_USD,E /// E=2925
Button/Hotkey/VehicleMode_USDL,B /// B=2926
Button/Hotkey/Viper,E /// E=2927
Button/Hotkey/ViperConsume,C /// C=2928
Button/Hotkey/ViperConsume_NRS,I /// I=2929
Button/Hotkey/ViperConsume_USD,C /// C=2930
Button/Hotkey/ViperConsume_USDL,I /// I=2931
Button/Hotkey/Viper_NRS,B /// B=2932
Button/Hotkey/Viper_USD,E /// E=2933
Button/Hotkey/Viper_USDL,B /// B=2934
Button/Hotkey/VoidSiphon,D /// D=2935
Button/Hotkey/VoidSiphon_NRS,Y /// Y=2936
Button/Hotkey/VoidSiphon_USD,D /// D=2937
Button/Hotkey/VoidSiphon_USDL,Y /// Y=2938
Button/Hotkey/WarHound,R /// R=2939
Button/Hotkey/WarHound_NRS,U /// U=2940
Button/Hotkey/WarHound_SC1,O /// O=2941
Button/Hotkey/WarHound_USD,R /// R=2942
Button/Hotkey/WarHound_USDL,U /// U=2943
Button/Hotkey/WarpInObelisk,E /// E=2944
Button/Hotkey/WarpInObelisk_NRS,B /// B=2945
Button/Hotkey/WarpInObelisk_USD,E /// E=2946
Button/Hotkey/WarpInObelisk_USDL,B /// B=2947
Button/Hotkey/WidowMine,D /// D=2948
Button/Hotkey/WidowMineAttack,C /// C=2949
Button/Hotkey/WidowMineAttack_NRS,I /// I=2950
Button/Hotkey/WidowMineAttack_USD,C /// C=2951
Button/Hotkey/WidowMineAttack_USDL,I /// I=2952
Button/Hotkey/WidowMineBurrow,E /// E=2953
Button/Hotkey/WidowMineBurrow_NRS,B /// B=2954
Button/Hotkey/WidowMineBurrow_USD,E /// E=2955
Button/Hotkey/WidowMineBurrow_USDL,B /// B=2956
Button/Hotkey/WidowMineUnburrow,D /// D=2957
Button/Hotkey/WidowMineUnburrow_NRS,U /// U=2958
Button/Hotkey/WidowMineUnburrow_USD,D /// D=2959
Button/Hotkey/WidowMineUnburrow_USDL,U /// U=2960
Button/Hotkey/WidowMine_NRS,U /// U=2961
Button/Hotkey/WidowMine_USD,D /// D=2962
Button/Hotkey/WidowMine_USDL,U /// U=2963
Button/Hotkey/ZergBurrowMove,Y /// Y=2964
Button/Hotkey/ZergBurrowMove_NRS,Y /// Y=2965
Button/Hotkey/ZergBurrowMove_USD,Y /// Y=2966
Button/Hotkey/ZergBurrowMove_USDL,Y /// Y=2967
Button/Hotkey/ActivateStasisWard,T=2968
Button/Hotkey/ActivateStasisWard_NRS,T=2969
Button/Hotkey/ActivateStasisWard_SC1,T=2970
Button/Hotkey/ActivateStasisWard_USD,T=2971
Button/Hotkey/ActivateStasisWard_USDL,T=2972
Button/Hotkey/AdeptHallucination,H=2973
Button/Hotkey/AdeptHallucination_NRS,T=2974
Button/Hotkey/AdeptHallucination_SC1,H=2975
Button/Hotkey/AdeptHallucination_USD,H=2976
Button/Hotkey/AdeptHallucination_USDL,T=2977
Button/Hotkey/AdeptPhaseShift,F=2978
Button/Hotkey/AdeptPhaseShift_NRS,F=2979
Button/Hotkey/AdeptPhaseShift_SC1,F=2980
Button/Hotkey/AdeptPhaseShift_USD,F=2981
Button/Hotkey/AdeptPhaseShift_USDL,F=2982
Button/Hotkey/AdeptResearchPiercingUpgrade,A=2983
Button/Hotkey/AggressiveMutation,G=2984
Button/Hotkey/AggressiveMutation_NRS,G=2985
Button/Hotkey/AggressiveMutation_SC1,G=2986
Button/Hotkey/AggressiveMutation_USD,G=2987
Button/Hotkey/AggressiveMutation_USDL,G=2988
Button/Hotkey/Arbiter,A=2989
Button/Hotkey/ArbiterMPRecall,R=2990
Button/Hotkey/ArbiterMPRecall_NRS,R=2991
Button/Hotkey/ArbiterMPRecall_SC1,E=2992
Button/Hotkey/ArbiterMPRecall_USD,R=2993
Button/Hotkey/ArbiterMPRecall_USDL,R=2994
Button/Hotkey/ArbiterMPStasisField,F=2995
Button/Hotkey/ArbiterMPStasisField_NRS,F=2996
Button/Hotkey/ArbiterMPStasisField_SC1,F=2997
Button/Hotkey/ArbiterMPStasisField_USD,F=2998
Button/Hotkey/ArbiterMPStasisField_USDL,F=2999
Button/Hotkey/Arbiter_NRS,A=3000
Button/Hotkey/Arbiter_SC1,A=3001
Button/Hotkey/Arbiter_USD,A=3002
Button/Hotkey/Arbiter_USDL,A=3003
Button/Hotkey/ArmorpiercingMode,E=3004
Button/Hotkey/ArmorpiercingMode_NRS,B=3005
Button/Hotkey/ArmorpiercingMode_SC1,B=3006
Button/Hotkey/ArmorpiercingMode_USD,E=3007
Button/Hotkey/ArmorpiercingMode_USDL,B=3008
Button/Hotkey/AttackArea,C=3009
Button/Hotkey/AttackArea_NRS,C=3010
Button/Hotkey/AttackArea_SC1,C=3011
Button/Hotkey/AttackArea_USD,C=3012
Button/Hotkey/AttackArea_USDL,C=3013
Button/Hotkey/BansheeSpeed,B=3014
Button/Hotkey/BansheeSpeed_NRS,B=3015
Button/Hotkey/BansheeSpeed_SC1,B=3016
Button/Hotkey/BansheeSpeed_USD,B=3017
Button/Hotkey/BansheeSpeed_USDL,B=3018
Button/Hotkey/BuildCyclone,N=3019
Button/Hotkey/BuildCyclone_NRS,N=3020
Button/Hotkey/BuildCyclone_SC1,N=3021
Button/Hotkey/BuildCyclone_USD,N=3022
Button/Hotkey/BuildCyclone_USDL,N=3023
Button/Hotkey/BuildThunderstorm_,T=3024
Button/Hotkey/BuildThunderstorm_NRS,T=3025
Button/Hotkey/BuildThunderstorm_SC1,T=3026
Button/Hotkey/BuildThunderstorm_USD,T=3027
Button/Hotkey/BuildThunderstorm_USDL,T=3028
Button/Hotkey/CausticSpray,C=3029
Button/Hotkey/CausticSpray-USDL,C=3030
Button/Hotkey/CausticSpray_NRS,C=3031
Button/Hotkey/CausticSpray_SC1,C=3032
Button/Hotkey/CausticSpray_USD,C=3033
Button/Hotkey/ChannelSnipe,R=3034
Button/Hotkey/ChannelSnipe_NRS,R=3035
Button/Hotkey/ChannelSnipe_SC1,R=3036
Button/Hotkey/ChannelSnipe_USD,R=3037
Button/Hotkey/ChannelSnipe_USDL,R=3038
Button/Hotkey/CloakingDrone,R=3039
Button/Hotkey/CorrosiveParasite,C=3040
Button/Hotkey/CorrosiveParasite_NRS,C=3041
Button/Hotkey/CorrosiveParasite_SC1,C=3042
Button/Hotkey/CorrosiveParasite_USD,C=3043
Button/Hotkey/CorrosiveParasite_USDL,C=3044
Button/Hotkey/CorruptionBomb,C=3045
Button/Hotkey/CorruptionBomb_NRS,C=3046
Button/Hotkey/CorruptionBomb_SC1,C=3047
Button/Hotkey/CorruptionBomb_USD,C=3048
Button/Hotkey/CorruptionBomb_USDL,C=3049
Button/Hotkey/Corsair,O=3050
Button/Hotkey/CorsairMPDisruptionWeb,D=3051
Button/Hotkey/CorsairMPDisruptionWeb_NRS,D=3052
Button/Hotkey/CorsairMPDisruptionWeb_SC1,D=3053
Button/Hotkey/CorsairMPDisruptionWeb_USD,D=3054
Button/Hotkey/CorsairMPDisruptionWeb_USDL,D=3055
Button/Hotkey/Corsair_NRS,O=3056
Button/Hotkey/Corsair_SC1,O=3057
Button/Hotkey/Corsair_USD,O=3058
Button/Hotkey/Corsair_USDL,O=3059
Button/Hotkey/CycloneResearchLockOnDamageUpgrade,R=3060
Button/Hotkey/CycloneResearchLockOnDamageUpgrade_NRS,R=3061
Button/Hotkey/CycloneResearchLockOnDamageUpgrade_SC1,R=3062
Button/Hotkey/CycloneResearchLockOnDamageUpgrade_USD,R=3063
Button/Hotkey/CycloneResearchLockOnDamageUpgrade_USDL,R=3064
Button/Hotkey/DefilerMPConsume,C=3065
Button/Hotkey/DefilerMPConsume_NRS,C=3066
Button/Hotkey/DefilerMPConsume_SC1,C=3067
Button/Hotkey/DefilerMPConsume_USD,C=3068
Button/Hotkey/DefilerMPConsume_USDL,C=3069
Button/Hotkey/DefilerMPDarkSwarm,D=3070
Button/Hotkey/DefilerMPDarkSwarm_NRS,D=3071
Button/Hotkey/DefilerMPDarkSwarm_SC1,D=3072
Button/Hotkey/DefilerMPDarkSwarm_USD,D=3073
Button/Hotkey/DefilerMPDarkSwarm_USDL,D=3074
Button/Hotkey/DefilerMPPlague,G=3075
Button/Hotkey/DefilerMPPlague_NRS,G=3076
Button/Hotkey/DefilerMPPlague_SC1,G=3077
Button/Hotkey/DefilerMPPlague_USD,G=3078
Button/Hotkey/DefilerMPPlague_USDL,G=3079
Button/Hotkey/DisruptorHallucination,D=3080
Button/Hotkey/DisruptorHallucination_NRS,D=3081
Button/Hotkey/DisruptorHallucination_SC1,U=3082
Button/Hotkey/DisruptorHallucination_USD,D=3083
Button/Hotkey/DisruptorHallucination_USDL,D=3084
Button/Hotkey/Ensnare,F=3085
Button/Hotkey/Ensnare_NRS,F=3086
Button/Hotkey/Ensnare_SC1,F=3087
Button/Hotkey/Ensnare_USD,F=3088
Button/Hotkey/Ensnare_USDL,F=3089
Button/Hotkey/EvolveFlyingLocusts,L=3090
Button/Hotkey/EvolveFlyingLocusts_NRS,L=3091
Button/Hotkey/EvolveFlyingLocusts_SC1,L=3092
Button/Hotkey/EvolveFlyingLocusts_USD,L=3093
Button/Hotkey/EvolveFlyingLocusts_USDL,L=3094
Button/Hotkey/ExplosiveMode,D=3095
Button/Hotkey/ExplosiveMode_NRS,U=3096
Button/Hotkey/ExplosiveMode_SC1,U=3097
Button/Hotkey/ExplosiveMode_USD,D=3098
Button/Hotkey/ExplosiveMode_USDL,U=3099
Button/Hotkey/Grapple,G=3100
Button/Hotkey/Grapple_NRS,G=3101
Button/Hotkey/Grapple_SC1,G=3102
Button/Hotkey/Grapple_USD,G=3103
Button/Hotkey/Grapple_USDL,G=3104
Button/Hotkey/HaywireSalvo,C=3105
Button/Hotkey/HaywireSalvo_NRS,I=3106
Button/Hotkey/HaywireSalvo_SC1,I=3107
Button/Hotkey/HaywireSalvo_USD,C=3108
Button/Hotkey/HaywireSalvo_USDL,I=3109
Button/Hotkey/Hyperjump,T=3110
Button/Hotkey/Hyperjump_NRS,B=3111
Button/Hotkey/Hyperjump_SC1,B=3112
